單字	聲紐	呼	等	韻部	聲調	組	攝	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	IPA(嚴)	聲母_定	韻母_定	聲調_定	備註
逃	定	開	一	豪	平	端	效		h	au	2		h	au	22		h	ᴀw	22	
桃	定	開	一	豪	平	端	效		h	au	2		h	au	22		h	ᴀw	22	
陶	定	開	一	豪	平	端	效		h	au	2		h	au	22		h	ᴀw	22	陶瓷
萄	定	開	一	豪	平	端	效		h	au	2		h	au	22		h	ᴀw	22	
啕	定	開	一	豪	平	端	效		h	au	2		h	au	22		h	ᴀw	22	
毫	匣	開	一	豪	平	影	效		h	au	2		h	au	22		h	ᴀw	22	
豪	匣	開	一	豪	平	影	效		h	au	2		h	au	22		h	ᴀw	22	
號	匣	開	一	豪	平	影	效		h	au	2		h	au	22		h	ᴀw	22	哀號
嚎	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	au	2		h	au	22		h	ᴀw	22	
蠔	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	au	2		h	au	22		h	ᴀw	22	
淘	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	au	2		h	au	22		h	ᴀw	22	
號	匣	開	一	豪	去	影	效		h	au	4		h	au	31		h	ᴀw	31	號碼
浩	匣	開	一	豪	上	影	效		h	au	4		h	au	31		h	ᴀw	31	
皓	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	au	4		h	au	31		h	ᴀw	31	
勘	溪	開	一	覃	去	見	咸		h	aem	1		h	ɐm	23		h	ɐm	23	
嵌	溪	開	二	銜	平	見	咸		h	aem	4		h	ɐm	31		h	ɐm	31	
吞	透	開	一	痕	平	端	臻		h	aen	1		h	ɐn	23		h	ɐn	23	
褪									h	aen	1		h	ɐn	23		h	ɐn	23	褪落來
墾	溪	開	一	痕	上	見	臻		h	aen	3		h	ɐn	35		h	ɐn	35	
懇	溪	開	一	痕	上	見	臻		h	aen	3		h	ɐn	35		h	ɐn	35	
很	匣	開	一	痕	上	影	臻		h	aen	3		h	ɐn	35		h	ɐn	35	
狠	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	aen	3		h	ɐn	35		h	ɐn	35	
痕	匣	開	一	痕	平	影	臻		h	aen	2		h	ɐn	22		h	ɐn	22	
屯	定	合	一	魂	平	端	臻		h	aen	2		h	ɐn	22		h	ɐn	22	
豚	定	合	一	魂	平	端	臻		h	aen	2		h	ɐn	22		h	ɐn	22	
臀	定	合	一	魂	平	端	臻		h	aen	2		h	ɐn	22		h	ɐn	22	
盾	船	合	三	真A	上	章	臻		h	aen	2		h	ɐn	21		h	ɐn	21	
恨	匣	開	一	痕	去	影	臻		h	aen	4		h	ɐn	31		h	ɐn	31	
俠	匣	開	四	添	入	影	咸		h	aep	8		h	ɐp	31		h	ɐp	31	
閤									h	aep	8		h	ɐp	31		h	ɐp	31	閤眼
恰	溪	開	二	咸	入	見	咸		h	aep	6		h	ɐp	35		h	ɐp	35	
洽	匣	開	二	咸	入	影	咸		h	aep	6		h	ɐp	35		h	ɐp	35	
瞌	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	aep	6		h	ɐp	35		h	ɐp	35	
核	匣	開	二	耕	入	影	梗		h	aet	8		h	ɐt	31		h	ɐt	31	
劾	溪	開	二	皆	去	見	蟹		h	aet	8		h	ɐt	31		h	ɐt	31	
瞎	曉	開	二	刪	入	影	山		h	aet	8		h	ɐt	31		h	ɐt	31	
轄	溪	開	一	泰	去	見	蟹		h	aet	8		h	ɐt	31		h	ɐt	31	
覈									h	aet	8		h	ɐt	31		h	ɐt	31	
乞	溪	開	三	欣	入	見	臻		h	aet	6		h	ɐt	35		h	ɐt	35	
梯	透	開	四	齊	平	端	蟹		h	e	1		h	ɛ	23		h	ɛ	23	
睇									h	e	3		h	ɛ	35		h	ɛ	35	看
憩	溪	開	三	祭B	去	見	蟹		h	ei	1		h	ei	23		h	ei	23	
欺	溪	開	三	之	平	見	止		h	ei	1		h	ei	23		h	ei	23	
熙	曉	開	三	之	平	影	止		h	ei	1		h	ei	23		h	ei	23	
嘻	曉	開	三	之	平	影	止		h	ei	1		h	ei	23		h	ei	23	
嬉	曉	開	三	之	平	影	止		h	ei	1		h	ei	23		h	ei	23	
熹	曉	開	三	之	平	影	止		h	ei	1		h	ei	23		h	ei	23	
禧	曉	開	三	之	平	影	止		h	ei	1		h	ei	23		h	ei	23	
羲	曉	開	三	支B	平	影	止		h	ei	1		h	ei	23		h	ei	23	
曦	曉	開	三	支B	平	影	止		h	ei	1		h	ei	23		h	ei	23	
犧	曉	開	三	支B	平	影	止		h	ei	1		h	ei	23		h	ei	23	
戲	曉	開	三	支B	平	影	止		h	ei	1		h	ei	23		h	ei	23	
棄	溪	開	三	脂A	去	見	止		h	ei	1		h	ei	23		h	ei	23	
器	溪	開	三	脂B	去	見	止		h	ei	1		h	ei	23		h	ei	23	
氣	溪	開	三	微	去	見	止		h	ei	1		h	ei	23		h	ei	23	
希	曉	開	三	微	平	影	止		h	ei	1		h	ei	23		h	ei	23	
稀	曉	開	三	微	平	影	止		h	ei	1		h	ei	23		h	ei	23	
汽	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ei	1		h	ei	23		h	ei	23	
烯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ei	1		h	ei	23		h	ei	23	
釐									h	ei	1		h	ei	23		h	ei	23	恭賀新釐
起	溪	開	三	之	上	見	止		h	ei	3		h	ei	35		h	ei	35	
喜	曉	開	三	之	上	影	止		h	ei	3		h	ei	35		h	ei	35	
豈	溪	開	三	微	上	見	止		h	ei	3		h	ei	35		h	ei	35	
憩	溪	開	三	祭B	去	見	蟹		h	i	1		h	i	23		h	i	23	又音
欺	溪	開	三	之	平	見	止		h	i	1		h	i	23		h	i	23	又音
熙	曉	開	三	之	平	影	止		h	i	1		h	i	23		h	i	23	又音
嘻	曉	開	三	之	平	影	止		h	i	1		h	i	23		h	i	23	又音
嬉	曉	開	三	之	平	影	止		h	i	1		h	i	23		h	i	23	又音
熹	曉	開	三	之	平	影	止		h	i	1		h	i	23		h	i	23	又音
禧	曉	開	三	之	平	影	止		h	i	1		h	i	23		h	i	23	又音
羲	曉	開	三	支B	平	影	止		h	i	1		h	i	23		h	i	23	又音
曦	曉	開	三	支B	平	影	止		h	i	1		h	i	23		h	i	23	又音
犧	曉	開	三	支B	平	影	止		h	i	1		h	i	23		h	i	23	又音
戲	曉	開	三	支B	平	影	止		h	i	1		h	i	23		h	i	23	又音
棄	溪	開	三	脂A	去	見	止		h	i	1		h	i	23		h	i	23	又音
器	溪	開	三	脂B	去	見	止		h	i	1		h	i	23		h	i	23	又音
氣	溪	開	三	微	去	見	止		h	i	1		h	i	23		h	i	23	又音
希	曉	開	三	微	平	影	止		h	i	1		h	i	23		h	i	23	又音
稀	曉	開	三	微	平	影	止		h	i	1		h	i	23		h	i	23	又音
汽	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	i	1		h	i	23		h	i	23	又音
烯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	i	1		h	i	23		h	i	23	又音
釐									h	i	1		h	i	23		h	i	23	恭賀新釐，又音
起	溪	開	三	之	上	見	止		h	i	3		h	i	35		h	i	35	又音
喜	曉	開	三	之	上	影	止		h	i	3		h	i	35		h	i	35	又音
豈	溪	開	三	微	上	見	止		h	i	3		h	i	35		h	i	35	又音
靴	曉	合	三	歌	平	影	果		h	ia	1		h	ia	23		h	ɪᴀ	23	
踢	透	開	四	青	入	端	梗		h	iak	7		h	iak	23		h	ɪᴀk	23	
吃									h	iak	7		h	iak	23		h	ɪᴀk	23	吃飯
喫									h	iak	7		h	iak	23		h	ɪᴀk	23	喫飯
添	透	開	四	添	平	端	咸		h	iam	1		h	iam	23		h	ɪᴀm	23	
謙	溪	開	四	添	平	見	咸		h	iam	1		h	iam	23		h	ɪᴀm	23	
歉	溪	開	四	添	上	見	咸		h	iam	1		h	iam	23		h	ɪᴀm	23	
欠	溪	開	三	嚴	去	見	咸		h	iam	1		h	iam	23		h	ɪᴀm	23	
芡	群	開	三	鹽B	上	見	咸		h	iam	1		h	iam	23		h	ɪᴀm	23	
險	曉	開	三	鹽B	上	影	咸		h	iam	3		h	iam	35		h	ɪᴀm	35	
舔	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	iam	3		h	iam	35		h	ɪᴀm	35	
恬	定	開	四	添	平	端	咸		h	iam	2		h	iam	22		h	ɪᴀm	22	
甜	定	開	四	添	平	端	咸		h	iam	2		h	iam	22		h	ɪᴀm	22	
艇	定	開	四	青	上	端	梗		h	iang	1		h	iaŋ	23		h	ɪᴀŋ	23	
聽	透	開	四	青	平	端	梗		h	iang	1		h	iaŋ	23		h	ɪᴀŋ	23	聽力
廳	透	開	四	青	平	端	梗		h	iang	1		h	iaŋ	23		h	ɪᴀŋ	23	
香	曉	開	三	陽	平	影	宕		h	iang	1		h	iaŋ	23		h	ɪᴀŋ	23	
鄉	曉	開	三	陽	平	影	宕		h	iang	1		h	iaŋ	23		h	ɪᴀŋ	23	
嚮	曉	開	三	陽	上	影	宕		h	iang	1		h	iaŋ	23		h	ɪᴀŋ	23	
向	書	開	三	陽	去	章	宕		h	iang	1		h	iaŋ	23		h	ɪᴀŋ	23	
饗	曉	開	三	陽	上	影	宕		h	iang	3		h	iaŋ	35		h	ɪᴀŋ	35	
響	曉	開	三	陽	上	影	宕		h	iang	3		h	iaŋ	35		h	ɪᴀŋ	35	
嚮	曉	開	三	陽	上	影	宕		h	iang	3		h	iaŋ	35		h	ɪᴀŋ	35	
晌	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	iang	3		h	iaŋ	35		h	ɪᴀŋ	35	
享	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	iang	3		h	iaŋ	35		h	ɪᴀŋ	35	
艇	定	開	四	青	上	端	梗		h	iang	2		h	iaŋ	21		h	ɪᴀŋ	21	
帖	透	開	四	添	入	端	咸		h	iap	7		h	iap	23		h	ɪᴀp	23	
貼	透	開	四	添	入	端	咸		h	iap	7		h	iap	23		h	ɪᴀp	23	
愜	溪	開	四	添	入	見	咸		h	iap	7		h	iap	23		h	ɪᴀp	23	
協	匣	開	四	添	入	影	咸		h	iap	7		h	iap	23		h	ɪᴀp	23	
挾	匣	開	四	添	入	影	咸		h	iap	7		h	iap	23		h	ɪᴀp	23	
怯	溪	開	三	嚴	入	見	咸		h	iap	7		h	iap	23		h	ɪᴀp	23	
脅	曉	開	三	嚴	去	影	咸		h	iap	7		h	iap	23		h	ɪᴀp	23	
酵	見	開	二	肴	去	見	效		h	iau	1		h	iau	23		h	ɪᴀw	23	
敲	溪	開	二	肴	平	見	效		h	iau	1		h	iau	23		h	ɪᴀw	23	
哮	曉	開	二	肴	平	影	效		h	iau	1		h	iau	23		h	ɪᴀw	23	
孝	曉	開	二	肴	去	影	效		h	iau	1		h	iau	23		h	ɪᴀw	23	
拷	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	iau	1		h	iau	23		h	ɪᴀw	23	
烤	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	iau	1		h	iau	23		h	ɪᴀw	23	
跳	定	開	四	蕭	平	端	效		h	iau	1		h	iau	23		h	ɪᴀw	23	
挑	透	開	四	蕭	平	端	效		h	iau	1		h	iau	23		h	ɪᴀw	23	挑水
眺	透	開	四	蕭	去	端	效		h	iau	1		h	iau	23		h	ɪᴀw	23	
驍	見	開	四	蕭	平	見	效		h	iau	1		h	iau	23		h	ɪᴀw	23	
蹺	溪	開	三	宵A	平	見	效		h	iau	1		h	iau	23		h	ɪᴀw	23	
囂	曉	開	三	宵B	平	影	效		h	iau	1		h	iau	23		h	ɪᴀw	23	
僥	見	開	三	蕭	上	見	效		h	iau	1		h	iau	23		h	ɪᴀw	23	僥倖
巧	溪	開	二	肴	上	見	效		h	iau	3		h	iau	35		h	ɪᴀw	35	
曉	曉	開	四	蕭	上	影	效		h	iau	3		h	iau	35		h	ɪᴀw	35	
調	定	開	四	蕭	平	端	效		h	iau	2		h	iau	22		h	ɪᴀw	22	調味
條	定	開	四	蕭	平	端	效		h	iau	2		h	iau	22		h	ɪᴀw	22	
窕	定	開	四	蕭	上	端	效		h	iau	2		h	iau	22		h	ɪᴀw	22	
校	匣	開	二	肴	去	影	效		h	iau	4		h	iau	31		h	ɪᴀw	31	學校
效	匣	開	二	肴	去	影	效		h	iau	4		h	iau	31		h	ɪᴀw	31	
憩	溪	開	三	祭B	去	見	蟹		h	ie	1		h	iɛ	23		h	iɘ	23	又音
欺	溪	開	三	之	平	見	止		h	ie	1		h	iɛ	23		h	iɘ	23	又音
熙	曉	開	三	之	平	影	止		h	ie	1		h	iɛ	23		h	iɘ	23	又音
嘻	曉	開	三	之	平	影	止		h	ie	1		h	iɛ	23		h	iɘ	23	又音
嬉	曉	開	三	之	平	影	止		h	ie	1		h	iɛ	23		h	iɘ	23	又音
熹	曉	開	三	之	平	影	止		h	ie	1		h	iɛ	23		h	iɘ	23	又音
禧	曉	開	三	之	平	影	止		h	ie	1		h	iɛ	23		h	iɘ	23	又音
羲	曉	開	三	支B	平	影	止		h	ie	1		h	iɛ	23		h	iɘ	23	又音
曦	曉	開	三	支B	平	影	止		h	ie	1		h	iɛ	23		h	iɘ	23	又音
犧	曉	開	三	支B	平	影	止		h	ie	1		h	iɛ	23		h	iɘ	23	又音
戲	曉	開	三	支B	平	影	止		h	ie	1		h	iɛ	23		h	iɘ	23	又音
棄	溪	開	三	脂A	去	見	止		h	ie	1		h	iɛ	23		h	iɘ	23	又音
器	溪	開	三	脂B	去	見	止		h	ie	1		h	iɛ	23		h	iɘ	23	又音
氣	溪	開	三	微	去	見	止		h	ie	1		h	iɛ	23		h	iɘ	23	又音
希	曉	開	三	微	平	影	止		h	ie	1		h	iɛ	23		h	iɘ	23	又音
稀	曉	開	三	微	平	影	止		h	ie	1		h	iɛ	23		h	iɘ	23	又音
汽	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ie	1		h	iɛ	23		h	iɘ	23	又音
烯	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ie	1		h	iɛ	23		h	iɘ	23	又音
釐									h	ie	1		h	iɛ	23		h	iɘ	23	恭賀新釐，又音
起	溪	開	三	之	上	見	止		h	ie	3		h	iɛ	35		h	iɘ	35	又音
喜	曉	開	三	之	上	影	止		h	ie	3		h	iɛ	35		h	iɘ	35	又音
豈	溪	開	三	微	上	見	止		h	ie	3		h	iɛ	35		h	iɘ	35	又音
剔	透	開	四	青	入	端	梗		h	ik	6		h	ɪk	35		h	ɪk	35	
惕	透	開	四	青	入	端	梗		h	ik	6		h	ɪk	35		h	ɪk	35	
忑	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ik	6		h	ɪk	35		h	ɪk	35	
忒									h	ik	6		h	ɪk	35		h	ɪk	35	
絢	曉	合	四	先	去	影	山		h	in	1		h	in	23		h	in	23	
天	透	開	四	先	平	端	山		h	in	1		h	in	23		h	in	23	
牽	溪	開	四	先	平	見	山		h	in	1		h	in	23		h	in	23	
縴	溪	開	四	先	平	見	山		h	in	1		h	in	23		h	in	23	
禤									h	in	1		h	in	23		h	in	23	便嬛
嬛	曉	合	三	仙A	平	影	山		h	in	1		h	in	23		h	in	23	便嬛
騫	溪	開	三	仙B	平	見	山		h	in	1		h	in	23		h	in	23	
勸	溪	合	三	元	去	見	山		h	in	1		h	in	23		h	in	23	
喧	曉	合	三	元	平	影	山		h	in	1		h	in	23		h	in	23	
暄	曉	合	三	元	平	影	山		h	in	1		h	in	23		h	in	23	
掀	曉	開	三	元	平	影	山		h	in	1		h	in	23		h	in	23	
軒	曉	開	三	元	平	影	山		h	in	1		h	in	23		h	in	23	
憲	曉	開	三	元	去	影	山		h	in	1		h	in	23		h	in	23	
獻	心	開	一	歌	平	精	果		h	in	1		h	in	23		h	in	23	
圈									h	in	1		h	in	23		h	in	23	圓圈
犬	溪	合	四	先	上	見	山		h	in	3		h	in	35		h	in	35	
腆	透	開	四	先	上	端	山		h	in	3		h	in	35		h	in	35	
靦	透	開	四	先	上	端	山		h	in	3		h	in	35		h	in	35	靦顏事仇
顯	曉	開	四	先	上	影	山		h	in	3		h	in	35		h	in	35	
譴	溪	開	三	仙A	去	見	山		h	in	3		h	in	35		h	in	35	
遣	溪	開	三	仙A	上	見	山		h	in	3		h	in	35		h	in	35	
佃	定	開	四	先	平	端	山		h	in	2		h	in	22		h	in	22	佃作
田	定	開	四	先	平	端	山		h	in	2		h	in	22		h	in	22	
闐	定	開	四	先	平	端	山		h	in	2		h	in	22		h	in	22	
填	知	開	三	真B	平	知	臻		h	in	2		h	in	22		h	in	22	
糰	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	in	2		h	in	22		h	in	22	
挺	定	開	四	青	平	端	梗		h	ing	1		h	ɪŋ	23		h	ɛeŋ	23	
汀	透	開	四	青	平	端	梗		h	ing	1		h	ɪŋ	23		h	ɛeŋ	23	
聽	透	開	四	青	去	端	梗		h	ing	1		h	ɪŋ	23		h	ɛeŋ	23	聽任
罄	溪	開	四	青	去	見	梗		h	ing	1		h	ɪŋ	23		h	ɛeŋ	23	
馨	曉	開	四	青	平	影	梗		h	ing	1		h	ɪŋ	23		h	ɛeŋ	23	
兄	曉	合	三	庚	平	影	梗		h	ing	1		h	ɪŋ	23		h	ɛeŋ	23	
卿	溪	開	三	庚	平	見	梗		h	ing	1		h	ɪŋ	23		h	ɛeŋ	23	
慶	溪	開	三	庚	去	見	梗		h	ing	1		h	ɪŋ	23		h	ɛeŋ	23	
輕	溪	開	三	清A	平	見	梗		h	ing	1		h	ɪŋ	23		h	ɛeŋ	23	
興	曉	開	三	蒸	平	影	曾		h	ing	1		h	ɪŋ	23		h	ɛeŋ	23	
氫	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ing	1		h	ɪŋ	23		h	ɛeŋ	23	
廷	定	開	四	青	平	端	梗		h	ing	2		h	ɪŋ	22		h	ɛeŋ	22	
亭	定	開	四	青	平	端	梗		h	ing	2		h	ɪŋ	22		h	ɛeŋ	22	
庭	定	開	四	青	平	端	梗		h	ing	2		h	ɪŋ	22		h	ɛeŋ	22	
停	定	開	四	青	平	端	梗		h	ing	2		h	ɪŋ	22		h	ɛeŋ	22	
蜓	定	開	四	青	平	端	梗		h	ing	2		h	ɪŋ	22		h	ɛeŋ	22	
霆	定	開	四	青	平	端	梗		h	ing	2		h	ɪŋ	22		h	ɛeŋ	22	
婷	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ing	2		h	ɪŋ	22		h	ɛeŋ	22	
血	曉	合	四	先	入	影	山		h	it	7		h	it	23		h	it	23	
鐵	透	開	四	先	入	端	山		h	it	7		h	it	23		h	it	23	
歇	曉	開	三	元	入	影	山		h	it	7		h	it	23		h	it	23	
唾	透	合	一	歌	去	端	果		h	o	1		h	ɔ	23		h	ɔ	23	
妥	透	合	一	歌	上	端	果		h	o	1		h	ɔ	23		h	ɔ	23	
橢	透	合	一	歌	上	端	果		h	o	1		h	ɔ	23		h	ɔ	23	
拖	透	開	一	歌	去	端	果		h	o	1		h	ɔ	23		h	ɔ	23	
苛	匣	開	一	歌	平	影	果		h	o	1		h	ɔ	23		h	ɔ	23	
呵	曉	開	一	歌	平	影	果		h	o	1		h	ɔ	23		h	ɔ	23	
可	溪	開	一	歌	上	見	果		h	o	3		h	ɔ	35		h	ɔ	35	可以
坷	溪	開	一	歌	上	見	果		h	o	3		h	ɔ	35		h	ɔ	35	
佗	定	開	一	歌	平	端	果		h	o	2		h	ɔ	22		h	ɔ	22	
陀	定	開	一	歌	平	端	果		h	o	2		h	ɔ	22		h	ɔ	22	
沱	定	開	一	歌	平	端	果		h	o	2		h	ɔ	22		h	ɔ	22	
跎	定	開	一	歌	平	端	果		h	o	2		h	ɔ	22		h	ɔ	22	
馱	定	開	一	歌	平	端	果		h	o	2		h	ɔ	22		h	ɔ	22	
駝	定	開	一	歌	平	端	果		h	o	2		h	ɔ	22		h	ɔ	22	
舵	定	開	一	歌	上	端	果		h	o	2		h	ɔ	22		h	ɔ	22	
何	匣	開	一	歌	平	影	果		h	o	2		h	ɔ	22		h	ɔ	22	
河	匣	開	一	歌	平	影	果		h	o	2		h	ɔ	22		h	ɔ	22	
荷	匣	開	一	歌	平	影	果		h	o	2		h	ɔ	22		h	ɔ	22	荷花
蚵	匣	開	一	歌	平	影	果		h	o	2		h	ɔ	22		h	ɔ	22	
鴕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	o	2		h	ɔ	22		h	ɔ	22	
賀	匣	開	一	歌	去	影	果		h	o	4		h	ɔ	31		h	ɔ	31	
荷	匣	開	一	歌	上	影	果		h	o	4		h	ɔ	31		h	ɔ	31	負荷
嚏	端	開	四	齊	去	端	蟹		h	oi	1		h	ɔi	23		h	ɔj	23	
剃	透	開	四	齊	去	端	蟹		h	oi	1		h	ɔi	23		h	ɔj	23	
替	透	開	四	齊	去	端	蟹		h	oi	1		h	ɔi	23		h	ɔj	23	
涕	透	開	四	齊	上	端	蟹		h	oi	1		h	ɔi	23		h	ɔj	23	
屜	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	oi	1		h	ɔi	23		h	ɔj	23	
胎	透	開	一	咍	平	端	蟹		h	oi	1		h	ɔi	23		h	ɔj	23	
台	透	開	一	咍	平	端	蟹		h	oi	1		h	ɔi	23		h	ɔj	23	天台，地名
開	溪	開	一	咍	平	見	蟹		h	oi	1		h	ɔi	23		h	ɔj	23	
嗨	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	oi	1		h	ɔi	23		h	ɔj	23	
體	透	開	四	齊	上	端	蟹		h	oi	3		h	ɔi	35		h	ɔj	35	
凱	溪	開	一	咍	上	見	蟹		h	oi	3		h	ɔi	35		h	ɔj	35	
海	曉	開	一	咍	上	影	蟹		h	oi	3		h	ɔi	35		h	ɔj	35	
啼	定	開	四	齊	平	端	蟹		h	oi	2		h	ɔi	22		h	ɔj	22	
蹄	定	開	四	齊	平	端	蟹		h	oi	2		h	ɔi	22		h	ɔj	22	
題	定	開	四	齊	平	端	蟹		h	oi	2		h	ɔi	22		h	ɔj	22	
兮	匣	開	四	齊	平	影	蟹		h	oi	2		h	ɔi	22		h	ɔj	22	
奚	匣	開	四	齊	平	影	蟹		h	oi	2		h	ɔi	22		h	ɔj	22	
堤	常	開	三	支A	平	章	止		h	oi	2		h	ɔi	22		h	ɔj	22	
提	常	開	三	支A	平	章	止		h	oi	2		h	ɔi	22		h	ɔj	22	
苔	定	開	一	咍	平	端	蟹		h	oi	2		h	ɔi	22		h	ɔj	22	
臺	定	開	一	咍	平	端	蟹		h	oi	2		h	ɔi	22		h	ɔj	22	
檯	定	開	一	咍	平	端	蟹		h	oi	2		h	ɔi	22		h	ɔj	22	
咳	匣	開	一	咍	平	影	蟹		h	oi	2		h	ɔi	22		h	ɔj	22	
抬	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	oi	2		h	ɔi	22		h	ɔj	22	
颱	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	oi	2		h	ɔi	22		h	ɔj	22	
係	見	開	四	齊	去	見	蟹		h	oi	4		h	ɔi	31		h	ɔj	31	
繫	匣	開	四	齊	去	影	蟹		h	oi	4		h	ɔi	31		h	ɔj	31	
系	匣	開	四	齊	去	影	蟹		h	oi	4		h	ɔi	31		h	ɔj	31	
駭	匣	開	二	皆	上	影	蟹		h	oi	4		h	ɔi	31		h	ɔj	31	
害	匣	開	一	泰	去	影	蟹		h	oi	4		h	ɔi	31		h	ɔj	31	
亥	匣	開	一	咍	上	影	蟹		h	oi	4		h	ɔi	31		h	ɔj	31	
學	匣	開	二	江	入	影	江		h	ok	8		h	ɔk	31		h	ɔk	31	
鶴	匣	開	一	唐	入	影	宕		h	ok	8		h	ɔk	31		h	ɔk	31	
拓	透	開	一	唐	入	端	宕		h	ok	7		h	ɔk	23		h	ɔk	23	
託	透	開	一	唐	入	端	宕		h	ok	7		h	ɔk	23		h	ɔk	23	
壑	曉	開	一	唐	入	影	宕		h	ok	7		h	ɔk	23		h	ɔk	23	
殼	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ok	7		h	ɔk	23		h	ɔk	23	
托	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ok	7		h	ɔk	23		h	ɔk	23	
刊	溪	開	一	寒	平	見	山		h	on	1		h	ɔn	23		h	ɔn	23	
看	溪	開	一	寒	平	見	山		h	on	1		h	ɔn	23		h	ɔn	23	看守
漢	曉	開	一	寒	去	影	山		h	on	1		h	ɔn	23		h	ɔn	23	
侃	溪	開	一	寒	上	見	山		h	on	3		h	ɔn	35		h	ɔn	35	
罕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	on	3		h	ɔn	35		h	ɔn	35	
寒	匣	開	一	寒	平	影	山		h	on	2		h	ɔn	22		h	ɔn	22	
韓	匣	開	一	寒	平	影	山		h	on	2		h	ɔn	22		h	ɔn	22	
汗	匣	開	一	寒	平	影	山		h	on	2		h	ɔn	22		h	ɔn	22	可汗
鼾	曉	開	一	寒	平	影	山		h	on	2		h	ɔn	22		h	ɔn	22	
翰	匣	開	一	寒	平	影	山		h	on	4		h	ɔn	31		h	ɔn	31	
汗	匣	開	一	寒	去	影	山		h	on	4		h	ɔn	31		h	ɔn	31	流汗
悍	匣	開	一	寒	去	影	山		h	on	4		h	ɔn	31		h	ɔn	31	
瀚	匣	開	一	寒	去	影	山		h	on	4		h	ɔn	31		h	ɔn	31	
旱	匣	開	一	寒	上	影	山		h	on	4		h	ɔn	31		h	ɔn	31	
銲	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	on	4		h	ɔn	31		h	ɔn	31	
筐	溪	合	三	陽	平	見	宕		h	ong	1		h	ɔŋ	23		h	ɔŋ	23	
框	溪	合	三	陽	平	見	宕		h	ong	1		h	ɔŋ	23		h	ɔŋ	23	
湯	書	開	三	陽	平	章	宕		h	ong	1		h	ɔŋ	23		h	ɔŋ	23	
熨	影	合	三	微	去	影	止		h	ong	1		h	ɔŋ	23		h	ɔŋ	23	
趟	知	開	二	庚	平	知	梗		h	ong	1		h	ɔŋ	23		h	ɔŋ	23	
腔	溪	開	二	江	平	見	江		h	ong	1		h	ɔŋ	23		h	ɔŋ	23	
康	溪	開	一	唐	平	見	宕		h	ong	1		h	ɔŋ	23		h	ɔŋ	23	
炕	曉	開	一	唐	平	影	宕		h	ong	1		h	ɔŋ	23		h	ɔŋ	23	
燙	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ong	1		h	ɔŋ	23		h	ɔŋ	23	
吭									h	ong	1		h	ɔŋ	23		h	ɔŋ	23	吭聲
慷	溪	開	一	唐	上	見	宕		h	ong	3		h	ɔŋ	35		h	ɔŋ	35	
倘	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ong	3		h	ɔŋ	35		h	ɔŋ	35	
淌	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ong	3		h	ɔŋ	35		h	ɔŋ	35	
躺	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		h	ong	3		h	ɔŋ	35		h	ɔŋ	35	
