單字	聲紐	呼	等	韻部	聲調	組	攝	江拼	聲母_定	韻母_定	聲調_定	IPA(寬)	聲母_定	韻母_定	聲調_定	IPA(嚴)	聲母_定	韻母_定	聲調_定
皆	見	開	二	皆	平	見	蟹		g	ai	1		k	ai	23		k	ᴀj	23
階	見	開	二	皆	平	見	蟹		g	ai	1		k	ai	23		k	ᴀj	23
楷	見	開	二	皆	平	見	蟹		g	ai	1		k	ai	23		k	ᴀj	23
偕	見	開	二	皆	平	見	蟹		g	ai	1		k	ai	23		k	ᴀj	23
尬	見	開	二	皆	去	見	蟹		g	ai	1		k	ai	23		k	ᴀj	23
介	見	開	二	皆	去	見	蟹		g	ai	1		k	ai	23		k	ᴀj	23
戒	見	開	二	皆	去	見	蟹		g	ai	1		k	ai	23		k	ᴀj	23
芥	見	開	二	皆	去	見	蟹		g	ai	1		k	ai	23		k	ᴀj	23
屆	見	開	二	皆	去	見	蟹		g	ai	1		k	ai	23		k	ᴀj	23
界	見	開	二	皆	去	見	蟹		g	ai	1		k	ai	23		k	ᴀj	23
誡	見	開	二	皆	去	見	蟹		g	ai	1		k	ai	23		k	ᴀj	23
解	見	開	二	佳	上	見	蟹		g	ai	3		k	ai	45		k	ᴀj	45
街	見	開	二	佳	平	見	蟹		g	ai	2		k	ai	21		k	ᴀj	21
緘	見	開	二	咸	平	見	咸		g	am	1		k	am	23		k	ᴀm	23
監	見	開	二	銜	平	見	咸		g	am	1		k	am	23		k	ᴀm	23
鑑	見	開	二	銜	平	見	咸		g	am	1		k	am	23		k	ᴀm	23
橄	見	開	一	談	上	見	咸		g	am	1		k	am	23		k	ᴀm	23
尷	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	am	1		k	am	23		k	ᴀm	23
減	匣	開	二	咸	上	影	咸		g	am	3		k	am	45		k	ᴀm	45
艱	見	開	二	山	平	見	山		g	an	1		k	an	23		k	ᴀn	23
姦	見	開	二	刪	平	見	山		g	an	1		k	an	23		k	ᴀn	23
澗	見	開	二	刪	去	見	山		g	an	1		k	an	23		k	ᴀn	23
諫	見	開	二	刪	去	見	山		g	an	1		k	an	23		k	ᴀn	23
奸	見	開	一	寒	平	見	山		g	an	1		k	an	23		k	ᴀn	23
間	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	an	1		k	an	23		k	ᴀn	23
繭	見	開	四	先	上	見	山		g	an	3		k	an	45		k	ᴀn	45
鹼	清	開	三	鹽A	平	精	咸		g	an	3		k	an	45		k	ᴀn	45
揀	見	開	二	山	上	見	山		g	an	3		k	an	45		k	ᴀn	45
簡	見	開	二	山	上	見	山		g	an	3		k	an	45		k	ᴀn	45
澗	見	開	二	刪	去	見	山		g	an	3		k	an	45		k	ᴀn	45
甲	見	開	二	銜	入	見	咸		g	ap	8		k	ap	21		k	ᴀp	21
莢	見	開	四	添	入	見	咸		g	ap	6		k	ap	23		k	ᴀp	23
頰	見	開	四	添	入	見	咸		g	ap	6		k	ap	23		k	ᴀp	23
甲	見	開	二	銜	入	見	咸		g	ap	6		k	ap	23		k	ᴀp	23
夾	見	開	二	咸	入	見	咸		g	ap	6		k	ap	23		k	ᴀp	23
鴿	見	開	一	覃	入	見	咸		g	ap	6		k	ap	23		k	ᴀp	23
蛤	見	開	一	覃	入	見	咸		g	ap	6		k	ap	23		k	ᴀp	23
舺	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	ap	6		k	ap	23		k	ᴀp	23
嘎	見	開	二	山	入	見	山		g	at	6		k	at	23		k	ᴀt	23
交	見	開	二	肴	平	見	效		g	au	1		k	au	23		k	ᴀw	23
郊	見	開	二	肴	平	見	效		g	au	1		k	au	23		k	ᴀw	23
蛟	見	開	二	肴	平	見	效		g	au	1		k	au	23		k	ᴀw	23
膠	見	開	二	肴	平	見	效		g	au	1		k	au	23		k	ᴀw	23
教	見	開	二	肴	去	見	效		g	au	1		k	au	23		k	ᴀw	23
窖	見	開	二	肴	去	見	效		g	au	1		k	au	23		k	ᴀw	23
較	見	開	二	肴	去	見	效		g	au	1		k	au	23		k	ᴀw	23
覺	見	開	二	肴	去	見	效		g	au	1		k	au	23		k	ᴀw	23
校	見	開	二	肴	去	見	效		g	au	1		k	au	23		k	ᴀw	23
跤	溪	開	二	肴	平	見	效		g	au	1		k	au	23		k	ᴀw	23
皎	見	開	四	蕭	上	見	效		g	au	3		k	au	45		k	ᴀw	45
狡	見	開	二	肴	上	見	效		g	au	3		k	au	45		k	ᴀw	45
絞	見	開	二	肴	上	見	效		g	au	3		k	au	45		k	ᴀw	45
攪	見	開	二	肴	上	見	效		g	au	3		k	au	45		k	ᴀw	45
搞	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	au	3		k	au	45		k	ᴀw	45
餃	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	au	3		k	au	45		k	ᴀw	45
雞	見	開	四	齊	平	見	蟹		g	aei	1		k	ɐi	23		k	ɐi	23
計	見	開	四	齊	去	見	蟹		g	aei	1		k	ɐi	23		k	ɐi	23
髻	見	開	四	齊	去	見	蟹		g	aei	1		k	ɐi	23		k	ɐi	23
繼	見	開	四	齊	去	見	蟹		g	aei	1		k	ɐi	23		k	ɐi	23
鷄									g	aei	1		k	ɐi	23		k	ɐi	23
雞	見	開	四	齊	平	見	蟹		g	aei	2		k	ɐi	21		k	ɐi	21
鷄									g	aei	2		k	ɐi	21		k	ɐi	21
格	見	開	一	唐	入	見	宕		g	aek	8		k	ɐk	21		k	ɐk	21
骼	見	開	二	庚	入	見	梗		g	aek	6		k	ɐk	23		k	ɐk	23
革	見	開	二	耕	入	見	梗		g	aek	6		k	ɐk	23		k	ɐk	23
隔	見	開	二	耕	入	見	梗		g	aek	6		k	ɐk	23		k	ɐk	23
胳	見	開	一	唐	入	見	宕		g	aek	6		k	ɐk	23		k	ɐk	23
格	見	開	一	唐	入	見	宕		g	aek	6		k	ɐk	23		k	ɐk	23
今	見	開	三	侵B	平	見	深		g	aem	1		k	ɐm	23		k	ɐm	23
金	見	開	三	侵B	平	見	深		g	aem	1		k	ɐm	23		k	ɐm	23
禁	見	開	三	侵B	去	見	深		g	aem	1		k	ɐm	23		k	ɐm	23
甘	見	開	一	談	平	見	咸		g	aem	1		k	ɐm	23		k	ɐm	23
柑	見	開	一	談	平	見	咸		g	aem	1		k	ɐm	23		k	ɐm	23
錦	見	開	三	侵B	上	見	深		g	aem	3		k	ɐm	45		k	ɐm	45
感	見	開	一	覃	上	見	咸		g	aem	3		k	ɐm	45		k	ɐm	45
敢	見	開	一	談	上	見	咸		g	aem	3		k	ɐm	45		k	ɐm	45
今	見	開	三	侵B	平	見	深		g	aem	2		k	ɐm	21		k	ɐm	21
斤	見	開	三	欣	平	見	臻		g	aen	1		k	ɐn	23		k	ɐn	23
筋	見	開	三	欣	平	見	臻		g	aen	1		k	ɐn	23		k	ɐn	23
巾	見	開	三	真B	平	見	臻		g	aen	1		k	ɐn	23		k	ɐn	23
根	見	開	一	痕	平	見	臻		g	aen	1		k	ɐn	23		k	ɐn	23
跟	見	開	一	痕	平	見	臻		g	aen	1		k	ɐn	23		k	ɐn	23
觔	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	aen	1		k	ɐn	23		k	ɐn	23
槿	見	開	三	欣	上	見	臻		g	aen	3		k	ɐn	45		k	ɐn	45
謹	見	開	三	欣	上	見	臻		g	aen	3		k	ɐn	45		k	ɐn	45
緊	見	開	三	真A	上	見	臻		g	aen	3		k	ɐn	45		k	ɐn	45
僅	群	開	三	真B	去	見	臻		g	aen	3		k	ɐn	45		k	ɐn	45
瑾	群	開	三	真B	去	見	臻		g	aen	3		k	ɐn	45		k	ɐn	45
菫	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	aen	3		k	ɐn	45		k	ɐn	45
近	群	開	三	欣	去	見	臻		g	aen	4		k	ɐn	32		k	ɐn	32
庚	見	開	二	庚	平	見	梗		g	aeng	1		k	ɐŋ	23		k	ɐŋ	23
羹	見	開	二	庚	平	見	梗		g	aeng	1		k	ɐŋ	23		k	ɐŋ	23
更	見	開	二	庚	平	見	梗		g	aeng	1		k	ɐŋ	23		k	ɐŋ	23
耕	見	開	二	耕	平	見	梗		g	aeng	1		k	ɐŋ	23		k	ɐŋ	23
埂	見	開	二	庚	平	見	梗		g	aeng	3		k	ɐŋ	45		k	ɐŋ	45
哽	見	開	二	庚	上	見	梗		g	aeng	3		k	ɐŋ	45		k	ɐŋ	45
梗	見	開	二	庚	上	見	梗		g	aeng	3		k	ɐŋ	45		k	ɐŋ	45
耿	見	開	二	耕	上	見	梗		g	aeng	3		k	ɐŋ	45		k	ɐŋ	45
亙	見	開	一	登	去	見	曾		g	aeng	3		k	ɐŋ	45		k	ɐŋ	45
合	見	開	一	覃	入	見	咸		g	aep	7		k	ɐp	32		k	ɐp	32
汲	見	開	五	侵B	入	見	深		g	aep	7		k	ɐp	32		k	ɐp	32
急	見	開	三	侵B	入	見	深		g	aep	5		k	ɐp	45		k	ɐp	45
蛤	見	開	一	覃	入	見	咸		g	aep	5		k	ɐp	45		k	ɐp	45
吃	見	開	三	欣	入	見	臻		g	aet	7		k	ɐt	32		k	ɐt	32
桔	見	開	四	先	入	見	山		g	aet	5		k	ɐt	45		k	ɐt	45
橘	見	合	三	真A	入	見	臻		g	aet	5		k	ɐt	45		k	ɐt	45
吉	見	開	三	真A	入	見	臻		g	aet	5		k	ɐt	45		k	ɐt	45
鳩	見	開	三	尤	平	見	流		g	aeu	1		k	ɐu	23		k	ɐu	23
究	見	開	三	尤	去	見	流		g	aeu	1		k	ɐu	23		k	ɐu	23
疚	見	開	三	尤	去	見	流		g	aeu	1		k	ɐu	23		k	ɐu	23
救	見	開	三	尤	去	見	流		g	aeu	1		k	ɐu	23		k	ɐu	23
灸	見	開	三	尤	上	見	流		g	aeu	1		k	ɐu	23		k	ɐu	23
咎	見	開	一	豪	平	見	效		g	aeu	1		k	ɐu	23		k	ɐu	23
搆	見	開	一	侯	去	見	流		g	aeu	1		k	ɐu	23		k	ɐu	23
垢	見	開	一	侯	上	見	流		g	aeu	1		k	ɐu	23		k	ɐu	23
夠	溪	開	一	侯	平	見	流		g	aeu	1		k	ɐu	23		k	ɐu	23
勾									g	aeu	1		k	ɐu	23		k	ɐu	23
糾	見	開	三	幽	上	見	流		g	aeu	3		k	ɐu	45		k	ɐu	45
赳	見	開	三	幽	上	見	流		g	aeu	3		k	ɐu	45		k	ɐu	45
九	見	開	三	尤	上	見	流		g	aeu	3		k	ɐu	45		k	ɐu	45
久	見	開	三	尤	上	見	流		g	aeu	3		k	ɐu	45		k	ɐu	45
玖	見	開	三	尤	上	見	流		g	aeu	3		k	ɐu	45		k	ɐu	45
韭	見	開	三	尤	上	見	流		g	aeu	3		k	ɐu	45		k	ɐu	45
枸	見	開	一	侯	平	見	流		g	aeu	3		k	ɐu	45		k	ɐu	45
苟	見	開	一	侯	上	見	流		g	aeu	3		k	ɐu	45		k	ɐu	45
狗	見	開	一	侯	上	見	流		g	aeu	3		k	ɐu	45		k	ɐu	45
舊	群	開	三	尤	去	見	流		g	aeu	4		k	ɐu	32		k	ɐu	32
嘅	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	e	1		k	ɛ	23		k	ɛ	23
個									g	ee	1		k	ə	23		k	ə	23
基	見	開	三	之	平	見	止		g	ei	1		k	ei	23		k	ej	23
箕	見	開	三	之	平	見	止		g	ei	1		k	ei	23		k	ej	23
記	見	開	三	之	去	見	止		g	ei	1		k	ei	23		k	ej	23
期	群	開	三	之	平	見	止		g	ei	1		k	ei	23		k	ej	23
姬	以	開	三	之	平	以	止		g	ei	1		k	ei	23		k	ej	23
奇	見	開	三	支B	平	見	止		g	ei	1		k	ei	23		k	ej	23
寄	見	開	三	支B	去	見	止		g	ei	1		k	ei	23		k	ej	23
騎	群	開	三	支B	去	見	止		g	ei	1		k	ei	23		k	ej	23
犄	影	開	三	支B	平	影	止		g	ei	1		k	ei	23		k	ej	23
肌	見	開	三	脂B	平	見	止		g	ei	1		k	ei	23		k	ej	23
飢	見	開	三	脂B	平	見	止		g	ei	1		k	ei	23		k	ej	23
几	見	開	三	脂B	上	見	止		g	ei	1		k	ei	23		k	ej	23
嘰	見	開	三	微	平	見	止		g	ei	1		k	ei	23		k	ej	23
機	見	開	三	微	平	見	止		g	ei	1		k	ei	23		k	ej	23
磯	見	開	三	微	平	見	止		g	ei	1		k	ei	23		k	ej	23
譏	見	開	三	微	平	見	止		g	ei	1		k	ei	23		k	ej	23
饑	見	開	三	微	平	見	止		g	ei	1		k	ei	23		k	ej	23
幾	見	開	三	微	平	見	止		g	ei	1		k	ei	23		k	ej	23
既	見	開	三	微	去	見	止		g	ei	1		k	ei	23		k	ej	23
己	見	開	三	之	上	見	止		g	ei	3		k	ei	45		k	ej	45
紀	見	開	三	之	上	見	止		g	ei	3		k	ei	45		k	ej	45
杞	溪	開	三	之	上	見	止		g	ei	3		k	ei	45		k	ej	45
幾	群	開	三	微	平	見	止		g	ei	3		k	ei	45		k	ej	45
忌	群	開	三	之	去	見	止		g	ei	4		k	ei	32		k	ej	32
妓	見	開	三	支B	平	見	止		g	ei	4		k	ei	32		k	ej	32
技	群	開	三	支B	上	見	止		g	ei	4		k	ei	32		k	ej	32
敬	見	開	三	庚	去	見	梗		g	iang	1		k	iɐŋ	23		k	ɪɐŋ	23
鏡	見	開	三	庚	去	見	梗		g	iang	1		k	iɐŋ	23		k	ɪɐŋ	23
驚	見	開	三	清A	平	見	梗		g	iang	1		k	iɐŋ	23		k	ɪɐŋ	23
頸	群	開	三	清A	平	見	梗		g	iang	3		k	iɐŋ	45		k	ɪɐŋ	45
亟	見	開	三	蒸	入	見	曾		g	ik	7		k	ɪk	32		k	ɛek	32
極	群	開	三	蒸	入	見	曾		g	ik	7		k	ɪk	32		k	ɛek	32
擊	見	開	四	青	入	見	梗		g	ik	5		k	ɪk	45		k	ɛek	45
激	見	開	四	蕭	去	見	效		g	ik	5		k	ɪk	45		k	ɛek	45
棘	見	開	三	蒸	入	見	曾		g	ik	5		k	ɪk	45		k	ɛek	45
兼	見	開	四	添	平	見	咸		g	im	1		k	im	23		k	im	23
劍	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	im	1		k	im	23		k	im	23
撿	來	開	三	鹽A	上	來	咸		g	im	3		k	im	45		k	im	45
檢	見	開	三	鹽B	上	見	咸		g	im	3		k	im	45		k	im	45
瞼	見	開	三	鹽B	上	見	咸		g	im	3		k	im	45		k	im	45
儉	群	開	三	鹽B	上	見	咸		g	im	4		k	im	32		k	im	32
涓	見	合	四	先	平	見	山		g	in	1		k	in	23		k	in	23
鵑	見	合	四	先	平	見	山		g	in	1		k	in	23		k	in	23
肩	見	開	四	先	平	見	山		g	in	1		k	in	23		k	in	23
堅	見	開	四	先	平	見	山		g	in	1		k	in	23		k	in	23
見	見	開	四	先	去	見	山		g	in	1		k	in	23		k	in	23
絹	見	合	三	仙A	去	見	山		g	in	1		k	in	23		k	in	23
捐	以	合	三	仙A	平	以	山		g	in	1		k	in	23		k	in	23
娟	影	合	三	仙A	平	影	山		g	in	1		k	in	23		k	in	23
眷	見	合	三	仙B	去	見	山		g	in	1		k	in	23		k	in	23
券	溪	合	三	元	去	見	山		g	in	1		k	in	23		k	in	23
建	見	開	三	元	去	見	山		g	in	1		k	in	23		k	in	23
毽	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	in	1		k	in	23		k	in	23
卷	群	合	三	仙B	平	見	山		g	in	3		k	in	45		k	in	45
捲	群	合	三	仙B	平	見	山		g	in	3		k	in	45		k	in	45
卷	見	合	三	仙B	上	見	山		g	in	4		k	in	32		k	in	32
倦	群	合	三	仙B	去	見	山		g	in	4		k	in	32		k	in	32
鍵	群	開	三	仙B	平	見	山		g	in	4		k	in	32		k	in	32
件	群	開	三	仙B	上	見	山		g	in	4		k	in	32		k	in	32
圈	群	合	三	元	上	見	山		g	in	4		k	in	32		k	in	32
健	群	開	三	元	去	見	山		g	in	4		k	in	32		k	in	32
涇	見	開	四	青	平	見	梗		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23
經	見	開	四	青	平	見	梗		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23
逕	見	開	四	青	去	見	梗		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23
徑	見	開	四	青	去	見	梗		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23
京	見	開	三	庚	平	見	梗		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23
荊	見	開	三	庚	平	見	梗		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23
驚	見	開	三	庚	平	見	梗		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23
敬	見	開	三	庚	去	見	梗		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23
兢	見	開	三	蒸	平	見	曾		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23
莖	匣	開	二	耕	平	影	梗		g	ing	1		k	ɪŋ	23		k	ɛeŋ	23
迥	匣	合	四	青	上	影	梗		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45
炯	匣	合	四	青	上	影	梗		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45
憬	見	合	三	庚	上	見	梗		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45
竟	見	開	三	庚	去	見	梗		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45
景	見	開	三	庚	上	見	梗		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45
警	見	開	三	庚	上	見	梗		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45
境	見	開	三	庚	上	見	梗		g	ing	3		k	ɪŋ	45		k	ɛeŋ	45
競	群	開	三	庚	去	見	梗		g	ing	4		k	ɪŋ	32		k	ɛeŋ	32
勁	見	開	三	清A	去	見	梗		g	ing	4		k	ɪŋ	32		k	ɛeŋ	32
腳	見	開	三	陽	入	見	宕		g	iok	6		k	iɔk	23		k	ɪɔk	23
腳	見	開	三	陽	入	見	宕		g	iok	6		k	iɔk	23		k	ɪɔk	23
姜	見	開	三	陽	平	見	宕		g	iong	1		k	iɔŋ	23		k	ɪɔŋ	23
僵	見	開	三	陽	平	見	宕		g	iong	1		k	iɔŋ	23		k	ɪɔŋ	23
薑	見	開	三	陽	平	見	宕		g	iong	1		k	iɔŋ	23		k	ɪɔŋ	23
疆	見	開	三	陽	平	見	宕		g	iong	1		k	iɔŋ	23		k	ɪɔŋ	23
韁	見	開	三	陽	平	見	宕		g	iong	1		k	iɔŋ	23		k	ɪɔŋ	23
羌	溪	開	三	陽	平	見	宕		g	iong	1		k	iɔŋ	23		k	ɪɔŋ	23
強									g	iong	4		k	iɔŋ	32		k	ɪɔŋ	32
劫	見	開	三	嚴	入	見	咸		g	ip	6		k	ip	23		k	ip	23
杰	群	開	三	仙B	入	見	山		g	it	7		k	it	32		k	it	32
傑	群	開	三	仙B	入	見	山		g	it	7		k	it	32		k	it	32
橛	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	it	7		k	it	32		k	it	32
潔	見	開	四	先	入	見	山		g	it	5		k	it	45		k	it	45
結	見	開	四	先	入	見	山		g	it	6		k	it	23		k	it	23
潔	見	開	四	先	入	見	山		g	it	6		k	it	23		k	it	23
拮	見	開	三	真A	入	見	臻		g	it	6		k	it	23		k	it	23
澆	見	開	四	蕭	平	見	效		g	iu	1		k	iu	23		k	iw	23
叫	見	開	四	蕭	去	見	效		g	iu	1		k	iu	23		k	iw	23
嬌	見	開	三	宵B	平	見	效		g	iu	1		k	iu	23		k	iw	23
驕	見	開	三	宵B	平	見	效		g	iu	1		k	iu	23		k	iw	23
繳	見	開	四	蕭	上	見	效		g	iu	3		k	iu	45		k	iw	45
矯	見	開	三	宵B	上	見	效		g	iu	3		k	iu	45		k	iw	45
轎	群	開	三	宵B	平	見	效		g	iu	4		k	iu	32		k	iw	32
過	見	合	一	歌	平	見	果		g	o	1		k	ɔ	23		k	ɔ	23
渦	見	合	一	歌	平	見	果		g	o	1		k	ɔ	23		k	ɔ	23
戈	見	合	一	歌	平	見	果		g	o	1		k	ɔ	23		k	ɔ	23
哥	見	開	一	歌	平	見	果		g	o	1		k	ɔ	23		k	ɔ	23
歌	見	開	一	歌	平	見	果		g	o	1		k	ɔ	23		k	ɔ	23
個	見	開	一	歌	去	見	果		g	o	1		k	ɔ	23		k	ɔ	23
果	見	合	一	歌	上	見	果		g	o	3		k	ɔ	45		k	ɔ	45
裹	見	合	一	歌	上	見	果		g	o	3		k	ɔ	45		k	ɔ	45
粿	見	合	一	歌	上	見	果		g	o	3		k	ɔ	45		k	ɔ	45
蓋	見	開	一	泰	去	見	蟹		g	oi	1		k	ɔi	23		k	ɔj	23
賅	見	開	一	咍	平	見	蟹		g	oi	1		k	ɔi	23		k	ɔj	23
該	見	開	一	咍	平	見	蟹		g	oi	1		k	ɔi	23		k	ɔj	23
改	見	開	一	咍	上	見	蟹		g	oi	3		k	ɔi	45		k	ɔj	45
蓋	見	開	一	泰	去	見	蟹		g	oi	2		k	ɔi	21		k	ɔj	21
角	來	開	一	東	入	來	通		g	ok	8		k	ɔk	21		k	ɔk	21
角	來	開	二	東	入	來	通		g	ok	5		k	ɔk	45		k	ɔk	45
覺	見	開	二	江	入	見	江		g	ok	5		k	ɔk	45		k	ɔk	45
閣	見	開	一	唐	入	見	宕		g	ok	5		k	ɔk	45		k	ɔk	45
各	見	開	一	唐	入	見	宕		g	ok	5		k	ɔk	45		k	ɔk	45
覺	見	開	二	江	入	見	江		g	ok	6		k	ɔk	23		k	ɔk	23
國	見	合	一	登	入	見	曾		g	ok	6		k	ɔk	23		k	ɔk	23
郭	見	合	一	唐	入	見	宕		g	ok	6		k	ɔk	23		k	ɔk	23
角	來	開	一	東	入	來	通		g	ok	6		k	ɔk	23		k	ɔk	23
閤	見	開	一	唐	入	見	宕		g	ok	6		k	ɔk	23		k	ɔk	23
各	見	開	一	唐	入	見	宕		g	ok	6		k	ɔk	23		k	ɔk	23
擱	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	ok	6		k	ɔk	23		k	ɔk	23
咯									g	ok	6		k	ɔk	23		k	ɔk	23
肝	見	開	一	寒	平	見	山		g	on	1		k	ɔn	23		k	ɔn	23
竿	見	開	一	寒	平	見	山		g	on	1		k	ɔn	23		k	ɔn	23
干	見	開	一	寒	平	見	山		g	on	1		k	ɔn	23		k	ɔn	23
乾	見	開	一	寒	平	見	山		g	on	1		k	ɔn	23		k	ɔn	23
杆	見	開	一	寒	去	見	山		g	on	1		k	ɔn	23		k	ɔn	23
幹	見	開	一	寒	去	見	山		g	on	1		k	ɔn	23		k	ɔn	23
桿	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	on	1		k	ɔn	23		k	ɔn	23
稈	見	開	一	寒	上	見	山		g	on	3		k	ɔn	45		k	ɔn	45
趕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	on	3		k	ɔn	45		k	ɔn	45
肛	見	開	二	江	平	見	江		g	ong	1		k	ɔŋ	23		k	ɔŋ	23
江	見	開	二	江	平	見	江		g	ong	1		k	ɔŋ	23		k	ɔŋ	23
扛	見	開	二	江	平	見	江		g	ong	1		k	ɔŋ	23		k	ɔŋ	23
降	見	開	二	江	去	見	江		g	ong	1		k	ɔŋ	23		k	ɔŋ	23
缸	匣	開	二	江	平	影	江		g	ong	1		k	ɔŋ	23		k	ɔŋ	23
光	見	合	一	唐	平	見	宕		g	ong	1		k	ɔŋ	23		k	ɔŋ	23
胱	見	合	一	唐	平	見	宕		g	ong	1		k	ɔŋ	23		k	ɔŋ	23
岡	見	開	一	唐	平	見	宕		g	ong	1		k	ɔŋ	23		k	ɔŋ	23
剛	見	開	一	唐	平	見	宕		g	ong	1		k	ɔŋ	23		k	ɔŋ	23
崗	見	開	一	唐	平	見	宕		g	ong	1		k	ɔŋ	23		k	ɔŋ	23
綱	見	開	一	唐	平	見	宕		g	ong	1		k	ɔŋ	23		k	ɔŋ	23
鋼	見	開	一	唐	平	見	宕		g	ong	1		k	ɔŋ	23		k	ɔŋ	23
槓	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	ong	1		k	ɔŋ	23		k	ɔŋ	23
獷	見	合	三	陽	上	見	宕		g	ong	3		k	ɔŋ	45		k	ɔŋ	45
講	見	開	二	江	上	見	江		g	ong	3		k	ɔŋ	45		k	ɔŋ	45
廣	見	合	一	唐	上	見	宕		g	ong	3		k	ɔŋ	45		k	ɔŋ	45
葛	見	開	一	寒	入	見	山		g	ot	8		k	ɔt	21		k	ɔt	21
割	見	開	一	寒	入	見	山		g	ot	6		k	ɔt	23		k	ɔt	23
葛	見	開	一	寒	入	見	山		g	ot	6		k	ɔt	23		k	ɔt	23
高	見	開	一	豪	平	見	效		g	ou	1		k	ou	23		k	ow	23
羔	見	開	一	豪	平	見	效		g	ou	1		k	ou	23		k	ow	23
膏	見	開	一	豪	平	見	效		g	ou	1		k	ou	23		k	ow	23
篙	見	開	一	豪	平	見	效		g	ou	1		k	ou	23		k	ow	23
告	見	開	一	豪	去	見	效		g	ou	1		k	ou	23		k	ow	23
糕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	ou	1		k	ou	23		k	ow	23
睪									g	ou	1		k	ou	23		k	ow	23
睾									g	ou	1		k	ou	23		k	ow	23
稿	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	ou	3		k	ou	45		k	ow	45
沽	見	開	一	模	平	見	遇		g	u	1		k	u	23		k	u	23
孤	見	開	一	模	平	見	遇		g	u	1		k	u	23		k	u	23
姑	見	開	一	模	平	見	遇		g	u	1		k	u	23		k	u	23
辜	見	開	一	模	平	見	遇		g	u	1		k	u	23		k	u	23
固	見	開	一	模	去	見	遇		g	u	1		k	u	23		k	u	23
故	見	開	一	模	去	見	遇		g	u	1		k	u	23		k	u	23
錮	見	開	一	模	去	見	遇		g	u	1		k	u	23		k	u	23
鯝	見	開	一	模	去	見	遇		g	u	1		k	u	23		k	u	23
顧	見	開	一	模	去	見	遇		g	u	1		k	u	23		k	u	23
估	見	開	一	模	上	見	遇		g	u	1		k	u	23		k	u	23
雇	匣	開	一	模	上	影	遇		g	u	1		k	u	23		k	u	23
咕	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	u	1		k	u	23		k	u	23
菇	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	u	1		k	u	23		k	u	23
僱	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		g	u	1		k	u	23		k	u	23
家									g	u	1		k	u	23		k	u	23
估	見	開	一	模	上	見	遇		g	u	3		k	u	45		k	u	45
古	見	開	一	模	上	見	遇		g	u	3		k	u	45		k	u	45
股	見	開	一	模	上	見	遇		g	u	3		k	u	45		k	u	45
詁	見	開	一	模	上	見	遇		g	u	3		k	u	45		k	u	45
鼓	見	開	一	模	上	見	遇		g	u	3		k	u	45		k	u	45
賈	見	開	一	模	上	見	遇		g	u	3		k	u	45		k	u	45
居	見	開	三	之	平	見	止		g	ui	1		k	ui	23		k	uj	23
車	見	開	三	魚	平	見	遇		g	ui	1		k	ui	23		k	uj	23
据	見	開	三	魚	平	見	遇		g	ui	1		k	ui	23		k	uj	23
踞	見	開	三	魚	去	見	遇		g	ui	1		k	ui	23		k	uj	23
據	見	開	三	魚	去	見	遇		g	ui	1		k	ui	23		k	uj	23
鋸	見	開	三	魚	去	見	遇		g	ui	1		k	ui	23		k	uj	23
