繁体	简体	声母	韵母	聲調	拼音无调	拼音	IPA	备注		
暀	暀	w	ong	6	wong	wong6	wɔŋ³²			
網	网	m	ong	3	mong	mong3	mɔŋ¹¹			
輞	辋	m	ong	3	mong	mong3	mɔŋ¹¹			
妄	妄	m	ong	6	mong	mong6	mɔŋ³²			
忘	忘	m	ong	6	mong	mong6	mɔŋ³²			
旺	旺	w	ong	6	wong	wong6	wɔŋ³²			
望	望	m	ong	6	mong	mong6	mɔŋ³²			
危	危	ng	ai	2	ngai	ngai2	ŋɐi²¹			
威	威	w	a	1h	wa	wa1h	wɐ⁵⁵			
微	微	m	ai	2	mai	mai2	mɐi²¹			
煨	煨	w	ui	1h	wui	wui1h	wui⁵⁵			
為	为	w	a	2	wa	wa2	wɐ²¹	作~。		
為	为	w	a	6	wa	wa6	wɐ³²	~什么。		
桅	桅	ng	ai	2	ngai	ngai2	ŋɐi²¹			
唯	唯	w	a	3	wa	wa3	wɐ¹¹			
惟	惟	w	a	2	wa	wa2	wɐ²¹			
圍	围	w	a	2	wa	wa2	wɐ²¹			
違	违	w	a	2	wa	wa2	wɐ²¹			
維	维	w	a	2	wa	wa2	wɐ²¹			
尾	尾	m	ai	3	mai	mai3	mɐi¹¹			
委	委	w	a	3	wa	wa3	wɐ¹¹			
萎	萎	w	a	2	wa	wa2	wɐ²¹			
偉	伟	w	a	3	wa	wa3	wɐ¹¹			
葦	苇	w	a	3	wa	wa3	wɐ¹¹			
僞	伪	ng	ai	6	ngai	ngai6	ŋɐi³²			
緯	纬	w	a	3	wa	wa3	wɐ¹¹			
未	未	m	ai	6	mai	mai6	mɐi³²			
位	位	w	a	6	wa	wa6	wɐ³²			
味	味	m	ai	6	mai	mai6	mɐi³²			
畏	畏	w	a	6	wa	wa6	wɐ³²			
胃	胃	w	a	6	wa	wa6	wɐ³²			
尉	尉	t	ong	5	tong	tong5	tʰɔŋ²⁴			
蝟	猬	w	a	6	wa	wa6	wɐ³²			
慰	慰	w	a	3	wa	wa3	wɐ¹¹			
衞	卫	w	a	6	wa	wa6	wɐ³²			
餧	餧	w	a	6	wa	wa6	wɐ³²			
謂	谓	w	a	6	wa	wa6	wɐ³²			
魏	魏	ng	ai	6	ngai	ngai6	ŋɐi³²			
溫	温	w	ang	1	wang	wang1	wɐŋ³⁵			
溫	温	w	ang	1h	wang	wang1h	wɐŋ⁵⁵			
瘟	瘟	w	ang	1	wang	wang1	wɐŋ³⁵			
瘟	瘟	w	ang	1h	wang	wang1h	wɐŋ⁵⁵			
文	文	m	ang	2	mang	mang2	mɐŋ²¹			
蚊	蚊	m	ang	1h	mang	mang1h	mɐŋ⁵⁵			
紋	纹	m	ang	2	mang	mang2	mɐŋ²¹			
聞	闻	m	ang	2	mang	mang2	mɐŋ²¹			
蟁	蟁	m	ang	1h	mang	mang1h	mɐŋ⁵⁵			
刎	刎	m	ang	3	mang	mang3	mɐŋ¹¹			
抆	抆	m	ang	3	mang	mang3	mɐŋ¹¹			
吻	吻	m	ang	3	mang	mang3	mɐŋ¹¹			
穩	稳	w	ang	3	wang	wang3	wɐŋ¹¹			
問	问	m	ang	6	mang	mang6	mɐŋ³²			
璺	璺	m	ang	6	mang	mang6	mɐŋ³²	裂~。		
翁	翁	j	ung	1h	jung	jung1h	jʊŋ⁵⁵			
瓮	瓮	x	ung	5	ung	ung5	ʊŋ²⁴			
甕	瓮	x	ung	5	ung	ung5	ʊŋ²⁴			
倭	倭	w	o	1h	wo	wo1h	wɔ⁵⁵			
蝸	蜗	w	o	1h	wo	wo1h	wɔ⁵⁵			
踒	踒	w	o	1h	wo	wo1h	wɔ⁵⁵	~脚。		
我	我	w	o	3	wo	wo3	wɔ¹¹			
沃	沃	j	uq	7	juq	juq7	jʊʔ⁵⁵			
臥	卧	w	o	6	wo	wo6	wɔ³²			
握	握	x	aaq	7	aaq	aaq7	aʔ⁵⁵			
污	污	w	u	1h	wu	wu1h	wu⁵⁵			
巫	巫	m	ou	2	mou	mou2	mou²¹			
洿	洿	w	u	1h	wu	wu1h	wu⁵⁵			
屋	屋	x	uq	7	uq	uq7	ʊʔ⁵⁵			
烏	乌	w	u	1h	wu	wu1h	wu⁵⁵			
誣	诬	m	ou	2	mou	mou2	mou²¹			
吾	吾	x	ng	2	ng	ng2	ŋ̩²¹			
吳	吴	x	ng	2	ng	ng2	ŋ̩²¹			
梧	梧	x	ng	2	ng	ng2	ŋ̩²¹			
無	无	m	ou	2	mou	mou2	mou²¹			
蜈	蜈	x	ng	2	ng	ng2	ŋ̩²¹			
五	五	x	ng	3	ng	ng3	ŋ̩¹¹			
午	午	x	ng	3	ng	ng3	ŋ̩¹¹			
伍	伍	x	ng	3	ng	ng3	ŋ̩¹¹			
武	武	m	ou	2	mou	mou2	mou²¹			
侮	侮	m	ou	3	mou	mou3	mou¹¹			
舞	舞	m	ou	3	mou	mou3	mou¹¹			
儛	儛	m	ou	3	mou	mou3	mou¹¹			
鵡	鹉	m	ou	3	mou	mou3	mou¹¹			
勿	勿	m	aq	8	maq	maq8	mɐʔ²¹¹			
戊	戊	m	au	6	mau	mau6	mɐu³²			
杌	杌	ng	aq	7	ngaq	ngaq7	ŋɐʔ⁵⁵			
物	物	m	aq	8	maq	maq8	mɐʔ²¹¹			
悟	悟	x	m	6	m	m6	m̩³²			
務	务	m	ou	6	mou	mou6	mou³²			
隖	坞	w	u	1h	wu	wu1h	wu⁵⁵			
塢	坞	w	u	1h	wu	wu1h	wu⁵⁵			
誤	误	x	m	6	m	m6	m̩³²			
霚	霚	m	ou	6	mou	mou6	mou³²			
霧	雾	m	ou	6	mou	mou6	mou³²			
夕	夕	z	eq	8	zeq	zeq8	tseʔ²¹¹			
兮	兮	h	aai	2	haai	haai2	hai²¹			
西	西	s	ai	1h	sai	sai1h	sɐi⁵⁵			
吸	吸	k	aaq	7	kaaq	kaaq7	kʰaʔ⁵⁵			
希	希	h	ai	1h	hai	hai1h	hɐi⁵⁵			
昔	昔	s	eq	7	seq	seq7	seʔ⁵⁵			
析	析	s	eq	7	seq	seq7	seʔ⁵⁵			
卥	卥	s	ai	1h	sai	sai1h	sɐi⁵⁵			
息	息	s	eq	7	seq	seq7	seʔ⁵⁵			
奚	奚	h	aai	2	haai	haai2	hai²¹			
悉	悉	s	eq	7	seq	seq7	seʔ⁵⁵			
惜	惜	s	eq	7	seq	seq7	seʔ⁵⁵			
稀	稀	h	ai	1	hai	hai1	hɐi³⁵			
稀	稀	h	ai	1h	hai	hai1h	hɐi⁵⁵			
犀	犀	s	ai	1h	sai	sai1h	sɐi⁵⁵			
厀	厀	s	aq	7	saq	saq7	sɐʔ⁵⁵			
嵠	嵠	k	ai	1h	kai	kai1h	kʰɐi⁵⁵			
溪	溪	k	ai	1h	kai	kai1h	kʰɐi⁵⁵			
熙	熙	h	ai	1h	hai	hai1h	hɐi⁵⁵			
熄	熄	s	eq	7	seq	seq7	seʔ⁵⁵			
磎	磎	k	ai	1h	kai	kai1h	kʰɐi⁵⁵			
噏	噏	k	aaq	7	kaaq	kaaq7	kʰaʔ⁵⁵			
膝	膝	s	aq	7	saq	saq7	sɐʔ⁵⁵			
嬉	嬉	h	ai	1h	hai	hai1h	hɐi⁵⁵			
錫	锡	s	eq	7	seq	seq7	seʔ⁵⁵	文读。		
錫	锡	s	iaa	1	siaa	siaa1	sia³⁵	白读。		
谿	溪	k	ai	1h	kai	kai1h	kʰɐi⁵⁵			
犧	牺	h	ai	1h	hai	hai1h	hɐi⁵⁵			
席	席	z	eq	8	zeq	zeq8	tseʔ²¹¹			
習	习	z	aaq	8	zaaq	zaaq8	tsaʔ²¹¹			
襲	袭	z	aaq	8	zaaq	zaaq8	tsaʔ²¹¹			
洗	洗	s	ai	3	sai	sai3	sɐi¹¹			
徙	徙	s	aai	3	saai	saai3	sai¹¹			
喜	喜	h	ai	3	hai	hai3	hɐi¹¹			
壐	壐	s	aai	3	saai	saai3	sai¹¹			
蟢	蟢	h	ai	3	hai	hai3	hɐi¹¹			
璽	玺	s	aai	3	saai	saai3	sai¹¹			
系	系	h	ai	6	hai	hai6	hɐi³²			
係	系	h	ai	6	hai	hai6	hɐi³²			
細	细	s	ai	5	sai	sai5	sɐi²⁴			
戲	戏	h	ai	5	hai	hai5	hɐi²⁴			
瞎	瞎	h	aq	8	haq	haq8	hɐʔ²¹¹			
蝦	虾	h	aa	2	haa	haa2	ha²¹	~蟆。		
蝦	虾	h	aa	1h	haa	haa1h	ha⁵⁵	鱼~。		
匣	匣	h	aaq	8	haaq	haaq8	haʔ²¹¹			
陜	陜	h	aaq	8	haaq	haaq8	haʔ²¹¹			
峽	峡	h	aaq	8	haaq	haaq8	haʔ²¹¹			
狹	狭	h	aaq	8	haaq	haaq8	haʔ²¹¹			
陿	陿	h	aaq	8	haaq	haaq8	haʔ²¹¹			
遐	遐	h	aa	2	haa	haa2	ha²¹			
瑕	瑕	h	aa	2	haa	haa2	ha²¹			
暇	暇	h	aa	6	haa	haa6	ha³²			
轄	辖	h	aaq	8	haaq	haaq8	haʔ²¹¹			
霞	霞	h	aa	2	haa	haa2	ha²¹			
下	下	h	aa	6	haa	haa6	ha³²			
夏	夏	h	aa	6	haa	haa6	ha³²			
嚇	吓	h	aa	5	haa	haa5	ha²⁴	~一跳。		
嚇	吓	h	ae	1	hae	hae1	hæ³⁵	恐~。		
仙	仙	s	ing	1	sing	sing1	siŋ³⁵			
仙	仙	s	ing	1h	sing	sing1h	siŋ⁵⁵			
先	先	s	ing	1	sing	sing1	siŋ³⁵			
先	先	s	ing	1h	sing	sing1h	siŋ⁵⁵			
掀	掀	h	ing	1h	hing	hing1h	hiŋ⁵⁵			
僊	僊	s	ing	1	sing	sing1	siŋ³⁵			
僊	僊	s	ing	1h	sing	sing1h	siŋ⁵⁵			
鮮	鲜	s	ing	3	sing	sing3	siŋ¹¹	~少。		
鮮	鲜	s	ing	1	sing	sing1	siŋ³⁵	新~。		
鮮	鲜	s	ing	1h	sing	sing1h	siŋ⁵⁵	新鲜~。		
弦	弦	j	ing	2	jing	jing2	jiŋ²¹			
咸	咸	h	aang	2	haang	haang2	haŋ²¹			
涎	涎	j	ing	2	jing	jing2	jiŋ²¹			
絃	弦	j	ing	2	jing	jing2	jiŋ²¹			
閑	闲	h	aeng	2	haeng	haeng2	hæŋ²¹			
閒	闲	g	aeng	5	gaeng	gaeng5	kæŋ²⁴	~断。		
閒	闲	g	aeng	1h	gaeng	gaeng1h	kæŋ⁵⁵	中~。		
嫌	嫌	h	ing	2	hing	hing2	hiŋ²¹			
銜	衔	h	aang	2	haang	haang2	haŋ²¹			
賢	贤	j	ing	2	jing	jing2	jiŋ²¹			
醎	醎	h	aang	2	haang	haang2	haŋ²¹			
險	险	h	ing	3	hing	hing3	hiŋ¹¹			
顯	显	h	ing	3	hing	hing3	hiŋ¹¹			
限	限	h	aeng	6	haeng	haeng6	hæŋ³²			
莧	苋	h	ing	6	hing	hing6	hiŋ³²			
陷	陷	h	aang	6	haang	haang6	haŋ³²			
現	现	h	in	6	hin	hin6	hin³²			
羨	羡	s	ing	6	sing	sing6	siŋ³²			
綫	线	s	ing	5	sing	sing5	siŋ²⁴			
線	线	s	ing	5	sing	sing5	siŋ²⁴			
縣	县	j	ong	2	jong	jong2	jɔŋ²¹			
縣	县	j	ong	6	jong	jong6	jɔŋ³²			
憲	宪	h	ing	5	hing	hing5	hiŋ²⁴			
獻	献	h	ing	5	hing	hing5	hiŋ²⁴			
相	相	s	iong	1	siong	siong1	siɔŋ³⁵	互~。		
相	相	s	iong	1h	siong	siong1h	siɔŋ⁵⁵	互~。		
相	相	s	iong	6	siong	siong6	siɔŋ³²	~貌。		
香	香	h	iong	1	hiong	hiong1	hiɔŋ³⁵			
香	香	h	iong	1h	hiong	hiong1h	hiɔŋ⁵⁵			
鄉	乡	h	iong	1	hiong	hiong1	hiɔŋ³⁵			
鄉	乡	h	iong	1h	hiong	hiong1h	hiɔŋ⁵⁵			
廂	厢	s	iong	1	siong	siong1	siɔŋ³⁵			
廂	厢	s	iong	1h	siong	siong1h	siɔŋ⁵⁵			
湘	湘	s	iong	1	siong	siong1	siɔŋ³⁵			
湘	湘	s	iong	1h	siong	siong1h	siɔŋ⁵⁵			
箱	箱	s	iong	1	siong	siong1	siɔŋ³⁵			
箱	箱	s	iong	1h	siong	siong1h	siɔŋ⁵⁵			
襄	襄	s	iong	1	siong	siong1	siɔŋ³⁵			
襄	襄	s	iong	1h	siong	siong1h	siɔŋ⁵⁵			
鑲	镶	s	iong	1	siong	siong1	siɔŋ³⁵			
鑲	镶	s	iong	1h	siong	siong1h	siɔŋ⁵⁵			
瓨	瓨	g	ong	1h	gong	gong1h	kɔŋ⁵⁵			
祥	祥	c	iong	2	ciong	ciong2	tsʰiɔŋ²¹			
詳	详	c	iong	2	ciong	ciong2	tsʰiɔŋ²¹			
亯	亯	h	iong	3	hiong	hiong3	hiɔŋ¹¹			
想	想	s	iong	3	siong	siong3	siɔŋ¹¹			
餉	饷	h	iong	5	hiong	hiong5	hiɔŋ²⁴			
響	响	h	iong	3	hiong	hiong3	hiɔŋ¹¹			
向	向	h	iong	5	hiong	hiong5	hiɔŋ²⁴			
巷	巷	h	ong	6	hong	hong6	hɔŋ³²			
象	象	z	iong	6	ziong	ziong6	tsiɔŋ³²			
項	项	h	ong	3	hong	hong3	hɔŋ¹¹			
像	像	z	iong	6	ziong	ziong6	tsiɔŋ³²			
橡	橡	z	iong	6	ziong	ziong6	tsiɔŋ³²			
枵	枵	h	iu	1h	hiu	hiu1h	hiu⁵⁵			
消	消	s	iu	1h	siu	siu1h	siu⁵⁵			
宵	宵	s	iu	1h	siu	siu1h	siu⁵⁵			
硝	硝	s	iu	1h	siu	siu1h	siu⁵⁵			
霄	霄	s	iu	1h	siu	siu1h	siu⁵⁵			
銷	销	s	iu	1h	siu	siu1h	siu⁵⁵			
蕭	萧	s	iu	1h	siu	siu1h	siu⁵⁵			
簫	箫	s	iu	1h	siu	siu1h	siu⁵⁵			
嚻	嚣	h	iu	1h	hiu	hiu1h	hiu⁵⁵			
淆	淆	ng	aau	2	ngaau	ngaau2	ŋau²¹			
小	小	s	iu	3	siu	siu3	siu¹¹			
曉	晓	h	iu	3	hiu	hiu3	hiu¹¹			
孝	孝	h	aau	5	haau	haau5	hau²⁴			
効	効	h	aau	5	haau	haau5	hau²⁴			
校	校	h	aau	5	haau	haau5	hau²⁴	学~、~对。		
效	效	h	aau	5	haau	haau5	hau²⁴			
些	些	s	iiaa	1h	siiaa	siiaa1h	siia⁵⁵			
楔	楔	s	ie	1	sie	sie1	sie³⁵			
歇	歇	h	ie	1	hie	hie1	hie³⁵			
蠍	蝎	h	ie	1	hie	hie1	hie³⁵			
邪	邪	c	iaa	2	ciaa	ciaa2	tsʰia²¹			
協	协	h	ie	1	hie	hie1	hie³⁵			
挾	挟	g	aa	1	gaa	gaa1	ka³⁵	~菜。		
脅	胁	h	ie	1	hie	hie1	hie³⁵			
斜	斜	c	iaa	2	ciaa	ciaa2	tsʰia²¹			
携	携	kw	ai	2	kwai	kwai2	kʷʰɐi²¹			
鞋	鞋	h	aai	2	haai	haai2	hai²¹			
鞋	鞋	h	aai	2	haai	haai2	hai²¹			
諧	谐	h	aai	2	haai	haai2	hai²¹			
鞵	鞵	h	aai	2	haai	haai2	hai²¹			
攜	携	kw	ai	2	kwai	kwai2	kʷʰɐi²¹			
寫	写	s	iaa	3	siaa	siaa3	sia¹¹			
泄	泄	s	ie	1	sie	sie1	sie³⁵			
卸	卸	s	iaa	6	siaa	siaa6	sia³²			
屑	屑	s	ie	1	sie	sie1	sie³⁵			
械	械	h	aai	5	haai	haai5	hai²⁴			
懈	懈	h	aai	6	haai	haai6	hai³²			
謝	谢	z	iaa	6	ziaa	ziaa6	tsia³²			
瀉	泻	s	iaa	6	siaa	siaa6	sia³²			
蟹	蟹	h	aai	3	haai	haai3	hai¹¹			
心	心	s	ang	1	sang	sang1	sɐŋ³⁵			
心	心	s	ang	1h	sang	sang1h	sɐŋ⁵⁵			
辛	辛	s	ang	1h	sang	sang1h	sɐŋ⁵⁵			
忻	忻	h	ang	1h	hang	hang1h	hɐŋ⁵⁵			
欣	欣	h	ang	1h	hang	hang1h	hɐŋ⁵⁵			
新	新	s	ang	1	sang	sang1	sɐŋ³⁵			
新	新	s	ang	1h	sang	sang1h	sɐŋ⁵⁵			
薪	薪	s	ang	1h	sang	sang1h	sɐŋ⁵⁵			
馨	馨	h	eng	1h	heng	heng1h	heŋ⁵⁵			
信	信	s	ang	5	sang	sang5	sɐŋ²⁴			
衅	衅	j	an	6	jan	jan6	jɐn³²			
舋	舋	j	an	6	jan	jan6	jɐn³²			
釁	衅	j	an	6	jan	jan6	jɐn³²			
星	星	s	eng	1h	seng	seng1h	seŋ⁵⁵	文读。		
星	星	s	iaang	1	siaang	siaang1	siaŋ³⁵	白读。		
腥	腥	s	eng	1h	seng	seng1h	seŋ⁵⁵	文读。		
腥	腥	s	iaang	1	siaang	siaang1	siaŋ³⁵	白读。		
刑	刑	j	eng	2	jeng	jeng2	jeŋ²¹			
形	形	j	eng	2	jeng	jeng2	jeŋ²¹			
型	型	j	eng	2	jeng	jeng2	jeŋ²¹			
硎	硎	h	aeng	1	haeng	haeng1	hæŋ³⁵			
硎	硎	h	aeng	1h	haeng	haeng1h	hæŋ⁵⁵			
醒	醒	s	eng	3	seng	seng3	seŋ¹¹	文读。		
醒	醒	s	iaang	3	siaang	siaang3	siaŋ¹¹	白读。		
杏	杏	h	ang	6	hang	hang6	hɐŋ³²			
幸	幸	h	ang	3	hang	hang3	hɐŋ¹¹			
性	性	s	eng	5	seng	seng5	seŋ²⁴			
姓	姓	s	eng	5	seng	seng5	seŋ²⁴			
興	兴	h	eng	5	heng	heng5	heŋ²⁴	高~。		
興	兴	h	eng	1	heng	heng1	heŋ³⁵	~旺。		
興	兴	h	eng	1h	heng	heng1h	heŋ⁵⁵	~旺。		
凶	凶	h	ung	1h	hung	hung1h	hʊŋ⁵⁵			
兄	兄	h	eng	1	heng	heng1	heŋ³⁵			
兄	兄	h	eng	1h	heng	heng1h	heŋ⁵⁵			
胷	胷	h	ung	1h	hung	hung1h	hʊŋ⁵⁵			
雄	雄	h	ung	2	hung	hung2	hʊŋ²¹			
熊	熊	h	ung	2	hung	hung2	hʊŋ²¹			
熊	熊	j	ung	2	jung	jung2	jʊŋ²¹			
休	休	j	au	1	jau	jau1	jɐu³⁵			
休	休	j	au	1h	jau	jau1h	jɐu⁵⁵			
茠	茠	h	ou	1	hou	hou1	hou³⁵	除田草。		
修	修	s	au	1	sau	sau1	sɐu³⁵			
修	修	s	au	1h	sau	sau1h	sɐu⁵⁵			
羞	羞	s	au	1h	sau	sau1h	sɐu⁵⁵			
朽	朽	n	au	3	nau	nau3	nɐu¹¹			
宿	宿	s	ok	7	sok	sok7	sok⁵⁵			
秀	秀	s	au	5	sau	sau5	sɐu²⁴			
袖	袖	z	au	6	zau	zau6	tsɐu³²			
嗅	嗅	c	au	1	cau	cau1	tsʰɐu³⁵			
銹	锈	s	au	5	sau	sau5	sɐu²⁴			
繡	绣	s	au	5	sau	sau5	sɐu²⁴			
齅	齅	c	au	5	cau	cau5	tsʰɐu²⁴			
戌	戌	s	aq	7	saq	saq7	sɐʔ⁵⁵			
吁	吁	j	yu	1h	jyu	jyu1h	jy⁵⁵			
虛	虚	h	ui	1h	hui	hui1h	hui⁵⁵			
須	须	s	ui	1h	sui	sui1h	sui⁵⁵			
墟	墟	h	ui	1h	hui	hui1h	hui⁵⁵	~市。		
需	需	s	ou	1	sou	sou1	sou³⁵			
需	需	s	ui	1h	sui	sui1h	sui⁵⁵			
噓	嘘	h	ui	1h	hui	hui1h	hui⁵⁵			
鬚	须	s	ou	1	sou	sou1	sou³⁵			
徐	徐	c	ui	2	cui	cui2	tsʰui²¹			
序	序	z	ui	6	zui	zui6	tsui³²			
恤	恤	s	aq	7	saq	saq7	sɐʔ⁵⁵			
敘	叙	z	ui	6	zui	zui6	tsui³²			
壻	壻	s	ai	5	sai	sai5	sɐi²⁴			
絮	絮	s	ui	6	sui	sui6	sui³²			
蓄	蓄	c	uq	7	cuq	cuq7	tsʰʊʔ⁵⁵			
緒	绪	s	ui	6	sui	sui6	sui³²			
續	续	z	uq	8	zuq	zuq8	tsʊʔ²¹¹			
宣	宣	s	iong	1h	siong	siong1h	siɔŋ⁵⁵			
軒	轩	h	ing	1h	hing	hing1h	hiŋ⁵⁵			
喧	喧	s	iong	1h	siong	siong1h	siɔŋ⁵⁵			
煖	暖	n	iong	3	niong	niong3	niɔŋ¹¹			
玄	玄	j	ong	2	jong	jong2	jɔŋ²¹			
旋	旋	s	iong	5	siong	siong5	siɔŋ²⁴	~吃~做。		
旋	旋	s	iong	2	siong	siong2	siɔŋ²¹			
懸	悬	j	ong	2	jong	jong2	jɔŋ²¹			
選	选	s	iong	3	siong	siong3	siɔŋ¹¹			
癬	癣	s	ing	3	sing	sing3	siŋ¹¹			
眩	眩	j	ong	2	jong	jong2	jɔŋ²¹			
楦	楦	s	iong	1h	siong	siong1h	siɔŋ⁵⁵	鞋~。		
鏇	旋	s	iong	5	siong	siong5	siɔŋ²⁴	~状。		
削	削	s	io	1	sio	sio1	siɔ³⁵			
靴	靴	h	io	1h	hio	hio1h	hiɔ⁵⁵			
薛	薛	s	ie	1	sie	sie1	sie³⁵			
鞾	鞾	h	io	1h	hio	hio1h	hiɔ⁵⁵			
穴	穴	j	oq	8	joq	joq8	jɔʔ²¹¹			
學	学	h	oq	8	hoq	hoq8	hɔʔ²¹¹			
雪	雪	s	io	1	sio	sio1	siɔ³⁵			
血	血	h	io	1	hio	hio1	hiɔ³⁵			
勛	勋	f	ang	1h	fang	fang1h	fɐŋ⁵⁵			
熏	熏	f	ang	1h	fang	fang1h	fɐŋ⁵⁵			
勳	勋	f	ang	1h	fang	fang1h	fɐŋ⁵⁵			
薰	熏	f	ang	1h	fang	fang1h	fɐŋ⁵⁵			
燻	熏	f	ang	1h	fang	fang1h	fɐŋ⁵⁵			
旬	旬	c	ang	2	cang	cang2	tsʰɐŋ²¹			
巡	巡	c	ang	2	cang	cang2	tsʰɐŋ²¹			
荀	荀	s	ang	2	sang	sang2	sɐŋ²¹			
循	循	c	ang	2	cang	cang2	tsʰɐŋ²¹			
尋	寻	c	ang	2	cang	cang2	tsʰɐŋ²¹			
迅	迅	s	ang	6	sang	sang6	sɐŋ³²			
殉	殉	s	ang	6	sang	sang6	sɐŋ³²			
訓	训	f	ang	5	fang	fang5	fɐŋ²⁴			
訙	訙	s	ang	5	sang	sang5	sɐŋ²⁴			
訊	讯	s	ang	5	sang	sang5	sɐŋ²⁴			
遜	逊	s	ang	6	sang	sang6	sɐŋ³²			
丫	丫	x	aa	1h	aa	aa1h	a⁵⁵			
押	押	x	ae	1	ae	ae1	æ³⁵			
椏	桠	x	aa	1h	aa	aa1h	a⁵⁵			
鴉	鸦	x	aa	1h	aa	aa1h	a⁵⁵			
鴨	鸭	x	aa	1	aa	aa1	a³⁵			
壓	压	x	ae	1	ae	ae1	æ³⁵			
牙	牙	ng	aa	2	ngaa	ngaa2	ŋa²¹			
芽	芽	ng	aa	2	ngaa	ngaa2	ŋa²¹			
崖	崖	ng	aai	2	ngaai	ngaai2	ŋai²¹			
涯	涯	ng	aai	2	ngaai	ngaai2	ŋai²¹			
衙	衙	ng	aa	2	ngaa	ngaa2	ŋa²¹			
啞	哑	x	aa	3	aa	aa3	a¹¹			
雅	雅	ng	aa	3	ngaa	ngaa3	ŋa¹¹			
瘂	痖	x	aa	3	aa	aa3	a¹¹			
亞	亚	x	aa	6	aa	aa6	a³²			
軋	轧	z	aa	1	zaa	zaa1	tsa³⁵			
砑	砑	ng	aa	6	ngaa	ngaa6	ŋa³²			
咽	咽	j	ing	2	jing	jing2	jiŋ²¹			
烟	烟	j	ing	1	jing	jing1	jiŋ³⁵			
烟	烟	j	ing	1h	jing	jing1h	jiŋ⁵⁵			
焉	焉	j	ing	2	jing	jing2	jiŋ²¹			
淹	淹	j	ing	2	jing	jing2	jiŋ²¹			
腌	腌	j	e	1	je	je1	je³⁵	白读。		
腌	腌	j	ing	1h	jing	jing1h	jiŋ⁵⁵	文读。		
煙	烟	j	ing	1	jing	jing1	jiŋ³⁵			
煙	烟	j	ing	1h	jing	jing1h	jiŋ⁵⁵			
醃	腌	j	e	1	je	je1	je³⁵	白读。		
醃	腌	j	ing	1h	jing	jing1h	jiŋ⁵⁵	文读。		
閹	阉	j	ing	1h	jing	jing1h	jiŋ⁵⁵			
延	延	j	ing	2	jing	jing2	jiŋ²¹			
言	言	j	ing	2	jing	jing2	jiŋ²¹			
炎	炎	j	ing	2	jing	jing2	jiŋ²¹			
沿	沿	j	ong	2	jong	jong2	jɔŋ²¹			
研	研	j	ing	2	jing	jing2	jiŋ²¹			
筵	筵	j	ing	2	jing	jing2	jiŋ²¹			
閻	阎	j	ing	2	jing	jing2	jiŋ²¹			
檐	檐	j	ing	2	jing	jing2	jiŋ²¹			
顏	颜	ng	aeng	2	ngaeng	ngaeng2	ŋæŋ²¹			
嚴	严	j	ing	2	jing	jing2	jiŋ²¹			
簷	檐	j	ing	2	jing	jing2	jiŋ²¹			
櫩	櫩	j	ing	2	jing	jing2	jiŋ²¹			
巖	岩	ng	aang	2	ngaang	ngaang2	ŋaŋ²¹			
鹽	盐	j	ing	2	jing	jing2	jiŋ²¹			
掩	掩	j	ing	3	jing	jing3	jiŋ¹¹			
眼	眼	ng	aeng	3	ngaeng	ngaeng3	ŋæŋ¹¹			
演	演	j	ing	3	jing	jing3	jiŋ¹¹			
儼	俨	j	ing	2	jing	jing2	jiŋ²¹			
魘	魇	j	ing	3	jing	jing3	jiŋ¹¹			
晏	晏	x	aeng	5	aeng	aeng5	æŋ²⁴			
宴	宴	j	ing	2	jing	jing2	jiŋ²¹			
堰	堰	j	ing	5	jing	jing5	jiŋ²⁴			
硯	砚	j	ing	6	jing	jing6	jiŋ³²			
雁	雁	ng	aeng	6	ngaeng	ngaeng6	ŋæŋ³²			
焰	焰	j	ing	5	jing	jing5	jiŋ²⁴			
鳫	鳫	ng	aeng	6	ngaeng	ngaeng6	ŋæŋ³²			
厭	厌	j	ing	5	jing	jing5	jiŋ²⁴			
鴈	鴈	ng	aeng	6	ngaeng	ngaeng6	ŋæŋ³²			
燕	燕	j	ing	2	jing	jing2	jiŋ²¹			
諺	谚	j	ing	5	jing	jing5	jiŋ²⁴			
嚥	咽	j	ing	2	jing	jing2	jiŋ²¹			
艶	艶	j	ing	5	jing	jing5	jiŋ²⁴			
爓	爓	j	ing	5	jing	jing5	jiŋ²⁴			
驗	验	j	ing	6	jing	jing6	jiŋ³²			
鷰	燕	j	ing	2	jing	jing2	jiŋ²¹			
釅	酽	j	ung	2	jung	jung2	jʊŋ²¹	~茶。		
豔	艳	j	ing	5	jing	jing5	jiŋ²⁴			
央	央	j	ong	1	jong	jong1	jɔŋ³⁵			
央	央	j	ong	1h	jong	jong1h	jɔŋ⁵⁵			
殃	殃	j	ong	1	jong	jong1	jɔŋ³⁵			
殃	殃	j	ong	1h	jong	jong1h	jɔŋ⁵⁵			
秧	秧	j	ong	1	jong	jong1	jɔŋ³⁵			
秧	秧	j	ong	1h	jong	jong1h	jɔŋ⁵⁵			
羊	羊	j	ong	2	jong	jong2	jɔŋ²¹			
洋	洋	j	ong	2	jong	jong2	jɔŋ²¹			
陽	阳	j	ong	2	jong	jong2	jɔŋ²¹			
揚	扬	j	ong	2	jong	jong2	jɔŋ²¹			
楊	杨	j	ong	2	jong	jong2	jɔŋ²¹			
瘍	疡	j	ong	2	jong	jong2	jɔŋ²¹			
