ID	汉字	注释	拼音	声母	韵母	声调
3985	梁	文读	liang5	l	iang	5
3986	梁	白读	nio5	n	io	5
3987	粱	白读	nio5	n	io	5
3988	粱	文读	liang5	l	iang	5
3989	兩	文读	liang2	l	iang	2
3990	兩	白读	nio2	n	io	2
3991	兩	白读	no6	n	o	6
3992	亮		liang6	l	iang	6
3993	輛		liang2	l	iang	2
3999	諒		liang6	l	iang	6
4000	將		tsiang1	ts	iang	1
4001	將		tsiang3	ts	iang	3
4002	漿		tsionn1	ts	ionn	1
4003	蔣		tsionn2	ts	ionn	2
4004	槳		tsionn2	ts	ionn	2
4005	獎		tsiang3	ts	iang	3
4008	醬		tsionn6	ts	ionn	6
4009	槍		tshionn1	tsh	ionn	1
4010	搶		tshionn2	tsh	ionn	2
4011	牆		tshionn5	tsh	ionn	5
4012	戕		tshiang1	tsh	iang	1
4013	匠		tshionn7	tsh	ionn	7
4014	相	文读	siang1	s	iang	1
4015	相	文读	siang3	s	iang	3
4016	相	白读	sionn1	s	ionn	1
4017	相	白读	sio1	s	io	1
4018	相	白读	sionn3	s	ionn	3
4019	厢	包厢，白读	sionn1	s	ionn	1
4020	厢	一厢情愿，文读	siang1	s	iang	1
4021	鑲	白读	sionn1	s	ionn	1
4022	鑲	文读	siang1	s	iang	1
4023	箱		sionn1	s	ionn	1
4024	襄		siang1	s	iang	1
4025	想	白读	sionn6	s	ionn	6
4026	想	文读	siang2	s	iang	2
4027	鯗		siang2	s	iang	2
4033	詳		siang5	s	iang	5
4034	祥		siang5	s	iang	5
4035	像	文读	siang3	s	iang	3
4036	像	老派白读	tshionn3	tsh	ionn	3
4037	像	老派白读	tshionn6	tsh	ionn	6
4038	像	老派白读	tshionn7	tsh	ionn	7
4039						
4040	像	文读	siang6	s	iang	6
4041	象	白读	tshionn6	tsh	ionn	6
4042	象	文读	siang6	s	iang	6
4043	象	印象，文读	siang3	s	iang	3
4044	張	姓，白读	tionn1	t	ionn	1
4045	張	文读	tsiang1	ts	iang	1
4046	漲	文读	tsiang2	ts	iang	2
4047	長	文读	tshiang5	tsh	iang	5
4048	長	文读	tsiang2	ts	iang	2
4049	長	白读	tionn2	t	ionn	2
4050	帳		tionn3	t	ionn	3
4051	賬		tionn3	t	ionn	3
4052	脹	白读	tionn3	t	ionn	3
4053	脹	文读	tsiang3	ts	iang	3
4054	暢		thiang3	th	iang	3
4055	暢	直畅	thang3	th	ang	3
4056	悵		thiang3	th	iang	3
4060	腸	文读	tshiang5	tsh	iang	5
4061	場	白读	tionn5	t	ionn	5
4062	場	文读	tshiang5	tsh	iang	5
4063	丈	文读	tsiang6	ts	iang	6
4064	丈	丈人，白读	tionn6	t	ionn	6
4065	杖		tsiang6	ts	iang	6
4066	仗		tsiang6	ts	iang	6
4067	莊	庄严，文读	tsang1	ts	ang	1
4068	莊	文读	tsuang1	ts	uang	1
4069	裝	文读	tsuang1	ts	uang	1
4070	壯		tsang3	ts	ang	3
4071	瘡	文读	tshang1	tsh	ang	1
4072	創	文读	tshang3	tsh	ang	3
4073	牀	笼床	sung5	s	ung	5
4074	狀	文读	tsuang6	ts	uang	6
4075	狀	状元，白读	tso6	ts	o	6
4076	霜	霜降，文读	sang1	s	ang	1
4077	霜	文读	suang1	s	uang	1
4078	孀	文读	suang1	s	uang	1
4079	爽	文读	suang2	s	uang	2
4080	爽	爽快，文读	song2	s	ong	2
4081	章	文读	tsiang1	ts	iang	1
4082	章	白读	tsionn1	ts	ionn	1
4083	樟	文读	tsiang1	ts	iang	1
4084	樟	白读	tsionn1	ts	ionn	1
4085	掌	白读	tsionn2	ts	ionn	2
4086	掌	文读	tsiang2	ts	iang	2
4087	障		tsiang3	ts	iang	3
4088	昌		tshiang1	tsh	iang	1
4089	倡		tshiang3	tsh	iang	3
4090	廠		tshiang2	tsh	iang	2
4091	唱	文读	tshiang3	tsh	iang	3
4092	唱	唱曲，白读	tshio3	tsh	io	3
4094	商	文读	siang1	s	iang	1
4095	商	商量，白读	sionn1	s	ionn	1
4096	傷	白读	sionn1	s	ionn	1
4097	傷	文读	siang1	s	iang	1
4098	賞	白读	sionn2	s	ionn	2
4099	賞	品赏，文读	siang2	s	iang	2
4100	餉		hiang3	h	iang	3
4101	常	白读	sionn5	s	ionn	5
4102	常	文读	siang5	s	iang	5
4103	常	文读	tshiang5	tsh	iang	5
4104	嘗	白读	sionn5	s	ionn	5
4105	嘗	文读	siang5	s	iang	5
4106	㼦	瓶子、杯子，替字	kong2	k	ong	2
4107	䃭	埋	kam2	k	am	2
4108	償		sionn5	s	ionn	5
4109	裳		siang5	s	iang	5
4110	上	文读	siang6	s	iang	6
4111	上	白读	tsionn6	ts	ionn	6
4112	上	白读	tsionn7	ts	ionn	7
4113	上	上坟，白读	tshionn6	tsh	ionn	6
4114	上	上油，白读	tshionn7	tsh	ionn	7
4115	尚	文读	siang6	s	iang	6
4116	尚	和尚，白读	sionn7	s	ionn	7
4122	瓤	文读	dziang5	dz	iang	5
4123	壤		dziang2	dz	iang	2
4124	攘		dziang2	dz	iang	2
4125	嚷		dziang2	dz	iang	2
4126	讓	文读	dziang6	dz	iang	6
4127	讓	文读	dziang7	dz	iang	7
4128	讓	白读	nio7	n	io	7
4129	疆		kiang1	k	iang	1
4130	僵		kiang1	k	iang	1
4131	姜	薑	kionn1	k	ionn	1
4132	姜	姜	kiang1	k	iang	1
4133	薑	薑	kionn1	k	ionn	1
4134	薑	姜	kiang1	k	iang	1
4135	羌		kiang1	k	iang	1
4136	強	文读	khiang5	kh	iang	5
4137	強	厉害，本字“彊”	khiang3	kh	iang	3
4138	強	胜过，白读	kionn5	k	ionn	5
4139	強	勉强	khiang2	kh	iang	2
4144	仰	文读	ngiang2	ng	iang	2
4145	仰	仰头，白读	ngo3	ng	o	3
4146	香	文读	hiang1	h	iang	1
4147	香	白读	hionn1	h	ionn	1
4148	鄉	白读	hionn1	h	ionn	1
4149	鄉	文读	hiang1	h	iang	1
4150	享		hiang2	h	iang	2
4151	響		hiang2	h	iang	2
4152	向	文读	hiang3	h	iang	3
4153	向	白读	hionn3	h	ionn	3
4154	向	替字	hiann3	h	iann	3
4155	央	文读	iang1		iang	1
4156	央	中央，白读	ionn1		ionn	1
4157	秧	文读	iang1		iang	1
4158	殃		iang1		iang	1
4159	羊	白读	ionn5		ionn	5
4160	羊	文读	iang5		iang	5
4161	洋	白读	ionn5		ionn	5
4162	洋	文读	iang5		iang	5
4163	楊	白读	ionn5		ionn	5
4164	楊	文读	iang5		iang	5
4165	揚	文读	iang5		iang	5
4166	揚	白读	tshionn5	tsh	ionn	5
4167	陽	文读	iang5		iang	5
4168	陽	白读	ionn5		ionn	5
4169	養	文读	iang2		iang	2
4170	養	白读	ionn2		ionn	2
4171	癢	白读	tsionn6	ts	ionn	6
4172	癢	文读	iang6		iang	6
4173	癢	文读	iang2		iang	2
4174	樣	白读	ionn7		ionn	7
4175	樣	文读	iang6		iang	6
4176	恙		iang6		iang	6
4177	博	文读	phak4	ph	ak	4
4178	博	白读	pfuah8	pf	uah	8
4179	薄		poh8	p	oh	8
4180	泊		poh4	p	oh	4
4181	泊	淡泊	poh8	p	oh	8
4182	莫		mok8	m	ok	8
4183	膜		moh8	m	oh	8
4184	摸		mou5	m	ou	5
4185	摸	沾染、沾上、触碰	mak4	m	ak	4
4186	寞		mok8	m	ok	8
4187	幕		mou6	m	ou	6
4188	託		thoh4	th	oh	4
4189	托		thoh4	th	oh	4
4190	托		tho1	th	o	1
4191	鐸		tak8	t	ak	8
4192	踱		tak8	t	ak	8
4193	踱		tok8	t	ok	8
4196	諾		nap8	n	ap	8
4197	落		loh8	l	oh	8
4198	落		lak4	l	ak	4
4199	落		lauh4	l	auh	4
4200	落		lau5	l	au	5
4201	落	落苏	lak8	l	ak	8
4202	落		lok8	l	ok	8
4203	洛		lok8	l	ok	8
4204	駱		loh8	l	oh	8
4205	絡	联络	loh8	l	oh	8
4206	絡	网络	lok8	l	ok	8
4207	酪		lok8	l	ok	8
4208	烙		lok8	l	ok	8
4209	烙	替字	luah4	l	uah	4
4210	樂	快乐，白读	lak8	l	ak	8
4211	樂	娱乐，文读	lok8	l	ok	8
4212	樂	音乐	ngauh8	ng	auh	8
4213	樂	音乐	gauh8	g	auh	8
4214	樂	音乐，新派音	ngau2	ng	au	2
4215	樂	乐意	haunn3	h	aunn	3
4216	作	文读	tsak4	ts	ak	4
4217	作	白读	tsoh4	ts	oh	4
	作	同“做”	tso3	ts	o	3
4219	鑿		tshak8	tsh	ak	8
4220	昨	昨日，昨天	tsa1	ts	a	1
4221	昨	昨日，前天	tsoh4	ts	oh	4
4222	索	白读	soh4	s	oh	4
4223	索	文读	sok4	s	ok	4
4224	各	各位	kak4	k	ak	4
4225	各	各侬	kah4	k	ah	4
4226	各	各样	koh4	k	oh	4
4227	各	头各插	khah4	kh	ah	4
4228	閣		koh4	k	oh	4
4229	胳		koh4	k	oh	4
4230	胳	胳卵跤	koih4	k	oih	4
4231	鄂		ngak8	ng	ak	8
4232	鱷		ngak8	ng	ak	8
4233	壑		hak4	h	ak	4
4234	鶴		hoh8	h	oh	8
4239	掠		liah8	l	iah	8
4240	略	白读	lioh8	l	ioh	8
4241	略	文读	liak8	l	iak	8
4242	爵		tsiak4	ts	iak	4
4243	雀	孔雀	tshiak4	tsh	iak	4
4244	雀	孔雀	tshioh4	tsh	ioh	4
4245	雀	麻雀	tsiauh4	ts	iauh	4
4246	雀	麻雀	tsiah4	ts	iah	4
4247	鵲		tshiak4	tsh	iak	4
4248	嚼		tsiak4	ts	iak	4
4249	削		siah4	s	iah	4
4251	著	着	tioh4	t	ioh	4
4252	著	着	tioh8	t	ioh	8
4253	著	着	tiah8	t	iah	8
4258	酌		tsiak4	ts	iak	4
4259	酌		tiak4	t	iak	4
4260	綽		tshok4	tsh	ok	4
4261	綽		tshiak4	tsh	iak	4
4262	勺	白读	tshiah8	tsh	iah	8
4263	勺	文读	tsiak4	ts	iak	4
4264	勺	白读	siah8	s	iah	8
4265	勺	白读	sioh4	s	ioh	4
4266	芍		tsiak4	ts	iak	4
4267	若	文读	dziak8	dz	iak	8
4268	若	白读	dzioh8	dz	ioh	8
4269	弱		dziak8	dz	iak	8
4270	腳	训读，本字“跤”或“骹”	kha1	kh	a	1
4271	腳		kioh4	k	ioh	4
4272	腳		kiok4	k	iok	4
4273	卻		kiak4	k	iak	4
4274	虐		ngiak8	ng	iak	8
4275	瘧		ngiak8	ng	iak	8
4276	約	白读	ioh4		ioh	4
4277	約	文读	iak4		iak	4
4278	鉻		kak4	k	ak	4
4279	鑰		iak4		iak	4
4280	躍	文读	iak4		iak	4
4281	躍	白读	iaunnh4		iaunnh	4
4282	躍	白读	iauh4		iauh	4
4283	光	文读	kuang1	k	uang	1
4284	廣	文读	kuang2	k	uang	2
4285	曠		khuang3	kh	uang	3
4286	荒	文读	huang1	h	uang	1
4287	慌		huang1	h	uang	1
4288	恍		huang2	h	uang	2
4289	謊		huang1	h	uang	1
4290	黃	黄帝，老派文读	huang5	h	uang	5
4291	蝗		huang5	h	uang	5
4292	皇		huang5	h	uang	5
4293	汪		uang1		uang	1
4294	方	文读	huang1	h	uang	1
4295	方	白读	pang1	p	ang	1
4296	肪	文读	huang2	h	uang	2
4297	肪	朥肪，白读	pang1	p	ang	1
4298	仿		huang2	h	uang	2
4299	放	白读	pang3	p	ang	3
4300	放	文读	huang3	h	uang	3
4301	芳	文读	huang1	h	uang	1
4302	芳	香，白读	phang1	ph	ang	1
4303	妨		huang5	h	uang	5
4304	紡	文读	huang2	h	uang	2
4305	紡	白读	phang2	ph	ang	2
4307	彷	彷徨	phang5	ph	ang	5
4308	彷	彷佛	huang2	h	uang	2
4309	訪		huang2	h	uang	2
4310	房	白读	pang5	p	ang	5
4311	房	文读	huang5	h	uang	5
4312	防		huang5	h	uang	5
4313	亡		bvuang5	bv	uang	5
4314	忘		bvuang5	bv	uang	5
4315	忘		bvuang7	bv	uang	7
4316	網		mang6	m	ang	6
4317	望	白读	mo7	m	o	7
4318	望		bvuang6	bv	uang	6
4320	忘		bvang7	bv	ang	7
4321	妄		bvuang2	bv	uang	2
4322	逛		kuang3	k	uang	3
4323	匡		khang1	kh	ang	1
4324	筐	白读	kheng1	kh	eng	1
4325	筐	篮筐，文读	khuang1	kh	uang	1
4326	狂	文读	khuang5	kh	uang	5
4327	況		khuang3	kh	uang	3
4328	枉		uang2		uang	2
4329	王	文读	uang5		uang	5
4330	王	姓，白读	heng5	h	eng	5
4331	往		uang2		uang	2
4332	旺		uang6		uang	6
4333	郭	姓	kueh4	k	ueh	4
4334	郭	城郭	kuak4	k	uak	4
4335	擴		khuak4	kh	uak	4
4336	廓		kuak4	k	uak	4
4337	霍		khak4	kh	ak	4
4338	霍		khah4	kh	ah	4
4339	藿		khak4	kh	ak	4
4340	鑊		uek8		uek	8
4341	縛		pak8	p	ak	8
4342	钁		khiak4	kh	iak	4
4343	邦		pang1	p	ang	1
4344	綁		pang2	p	ang	2
4345	胖		pfhuang3	pfh	uang	3
4346	胖		phong3	ph	ong	3
4347	龐		phang5	ph	ang	5
4348	棒		pang3	p	ang	3
4349	蚌	鹬蚌	hong2	h	ong	2
4350	蚌	蚌埠	pang2	p	ang	2
4351	蚌	象拔蚌	pang6	p	ang	6
4352	樁		tsuang1	ts	uang	1
4353	撞	文读	tsuang6	ts	uang	6
4355	窗		theng1	th	eng	1
4356	雙	白读	sang1	s	ang	1
4357	雙	无双，文读	suang1	s	uang	1
4358	江		kang1	k	ang	1
4359	肛		kang1	k	ang	1
4360	扛	文读	kang1	k	ang	1
4361	講		kang2	k	ang	2
4362	講		kong2	k	ong	2
4363	港		kang2	k	ang	2
4364	耩		kang2	k	ang	2
4365	降	降落	kang3	k	ang	3
4366	降	投降	hang5	h	ang	5
4367	降	降头术	kong3	k	ong	3
4368	虹	文读	hong5	h	ong	5
4369	虹	白读	kheng6	kh	eng	6
4370	腔		khionn1	kh	ionn	1
4374	項		hang6	h	ang	6
4375	巷		hang7	h	ang	7
4376	剝		pak4	p	ak	4
4377	駁		poh4	p	oh	4
4378	駁	驳杂	pak4	p	ak	4
4379	璞		phok4	ph	ok	4
4380	雹		phak8	ph	ak	8
4381	卓		toh4	t	oh	4
4382	桌		toh4	t	oh	4
4383	琢		toh4	t	oh	4
4384	啄		toh4	t	oh	4
4385	啄	陈店音	tok4	t	ok	4
4386	啄		toh8	t	oh	8
4387	戳		tshok4	tsh	ok	4
4388	戳		thok4	th	ok	4
4389	戳		tshak4	tsh	ak	4
4390	戳	戳破，点破	thak4	th	ak	4
4391	濁		tsuak8	ts	uak	8
4392	濁	陈店音	dzuak8	dz	uak	8
4393	濯		tsuak8	ts	uak	8
4394	捉		tshok4	tsh	ok	4
4395	鐲		tsuak8	ts	uak	8
4396	鐲	陈店音	dzuak8	dz	uak	8
4397	朔		sok4	s	ok	4
	朔		suak4	s	uak	4
4399	角		kak4	k	ak	4
4400	角	训读，本字“脚”	kioh4	k	ioh	4
4401	角	训读，本字“脚”	kiok4	k	iok	4
4402	角	宫商角徵羽	kok4	k	ok	4
4403	餃		kiau2	k	iau	2
4404	確		khak4	kh	ak	4
4405	殼		khak4	kh	ak	4
4406	嶽		ngak8	ng	ak	8
4407	岳		ngak8	ng	ak	8
4414	學	文读	hak8	h	ak	8
4415	學	白读	oh8		oh	8
4416	握		ok4		ok	4
4417	崩		pang1	p	ang	1
4418	朋		pheng5	ph	eng	5
4419	登		teng1	t	eng	1
4420	燈		teng1	t	eng	1
4421	等		teng2	t	eng	2
4422	等		tang2	t	ang	2
4423	凳		teng3	t	eng	3
4424	藤	文读	theng5	th	eng	5
4425	藤	白读	ting5	t	ing	5
4426	騰		theng5	th	eng	5
4427	疼		thong5	th	ong	5
4428	謄		theng5	th	eng	5
4429	鄧		teng6	t	eng	6
4430	能		leng5	l	eng	5
4431	楞		leng5	l	eng	5
4432	增		tseng1	ts	eng	1
4433	憎		tseng1	ts	eng	1
4434	曾	文读	tseng1	ts	eng	1
4435	曾	姓，白读	tsang1	ts	ang	1
4436	曾	文读	tseng5	ts	eng	5
4440	層		tsang5	ts	ang	5
4441	贈		tsang7	ts	ang	7
4442	贈		tsang6	ts	ang	6
4443	僧		tseng1	ts	eng	1
4444	亘		keng3	k	eng	3
4445	肯		khiang2	kh	iang	2
4446	恆		hueng5	h	ueng	5
4447	冰		piann1	p	iann	1
4448	憑	文凭	peng5	p	eng	5
4449	憑	凭什么	pheng5	ph	eng	5
4450	凌		leng5	l	eng	5
4451	菱		leng5	l	eng	5
4452	菱	俗读	nai5	n	ai	5
4453	陵		leng5	l	eng	5
4454	徵	特征	teng1	t	eng	1
4455	徵	出征	tseng1	ts	eng	1
4456	澄		theng5	th	eng	5
4457	懲		theng2	th	eng	2
4458	橙		tsheng5	tsh	eng	5
4459	瞪		teng3	t	eng	3
4460	蒸		tseng1	ts	eng	1
4461	拯		tseng2	ts	eng	2
4462	證		tseng3	ts	eng	3
4463	症		tseng3	ts	eng	3
4464	稱	称呼	tsheng1	tsh	eng	1
4465	稱	称重	teng2	t	eng	2
4468	秤		tshing3	tsh	ing	3
4469	乘		seng5	s	eng	5
4470	繩		sing5	s	ing	5
4471	剩	峡山音	seng5	s	eng	5
4473	升		seng1	s	eng	1
4474	勝		seng3	s	eng	3
4476	承		seng5	s	eng	5
4477	丞		seng5	s	eng	5
4478	仍	峡山、棉城音	dzeng5	dz	eng	5
4479	仍	陈店音	dziong5	dz	iong	5
4480	仍	陈店音	dzing5	dz	ing	5
4481	扔	峡山音	dzeng5	dz	eng	5
4482	扔	普宁军埠音	dzing5	dz	ing	5
4483	兢		keng1	k	eng	1
4484	凝	文读	ngeng5	ng	eng	5
4485	凝	冷，白读	ngang5	ng	ang	5
4486	凝	凝冻，白读	king5	k	ing	5
4487	興	兴旺	heng1	h	eng	1
4488	興	高兴	heng3	h	eng	3
4491	杠		kang3	k	ang	3
	杠	杠杆	kong3	k	ong	3
	杠	轿杠	kng3	k	ng	3
4492	應	答应	eng3		eng	3
4493	應	答应	ing3		ing	3
4494	鷹		eng1		eng	1
4498	蠅		sing5	s	ing	5
4499	孕	文读	ueng6		ueng	6
4500	孕	白读	hung7	h	ung	7
4501	北		pak4	p	ak	4
4502	墨		bak8	b	ak	8
4503	默		mek8	m	ek	8
4504	德		tek4	t	ek	4
4505	得		tik4	t	ik	4
4506	得		tik8	t	ik	8
4507	忒	文读	thek4	th	ek	4
4508	忒	白读	thih4	th	ih	4
4509	特		tek8	t	ek	8
4510	肋		lek8	l	ek	8
4511	勒		lek8	l	ek	8
4512	勒		tek8	t	ek	8
4513	則		tseh4	ts	eh	4
4514	則		tsek4	ts	ek	4
4515	賊	白读	tshak8	tsh	ak	8
4516	賊	蟊贼，文读	tsok8	ts	ok	8
4517	塞		sak4	s	ak	4
4518	刻	文读	khek4	kh	ek	4
4519	刻	刻苦，白读	khak4	kh	ak	4
4520	克	文读	khiok4	kh	iok	4
4521	克	白读	khek4	kh	ek	4
4522	黑		hek4	h	ek	4
4523	逼		pek4	p	ek	4
4524	匿		nek8	n	ek	8
4525	力	白读	lak8	l	ak	8
4526	力	魄力，文读	lek8	l	ek	8
4528	即	文读	tsiak4	ts	iak	4
4529	即	即时，白读	tsek4	ts	ek	4
4530	鯽		tsik4	ts	ik	4
4531	稷		tsek4	ts	ek	4
4532	息		sek4	s	ek	4
4533	熄		sek4	s	ek	4
4534	媳		sek4	s	ek	4
4535	飭		thek4	th	ek	4
4536	直		tik8	t	ik	8
4537	值	价值	tak8	t	ak	8
4538	值	值日	tek8	t	ek	8
4539	側		tshek4	tsh	ek	4
4540	測		tshek4	tsh	ek	4
4541	惻		tshek4	tsh	ek	4
4542	色		sek4	s	ek	4
4543	織		tsik4	ts	ik	4
4544	職		tseh4	ts	eh	4
4545	食	白读	tsiah8	ts	iah	8
4546	食	文读	sik8	s	ik	8
4547	食	文读	sek8	s	ek	8
4548	蝕	文读	sik8	s	ik	8
4549	蝕	白读	sih8	s	ih	8
4550	識		sek4	s	ek	4
4551	式		sek4	s	ek	4
4552	飾		sek4	s	ek	4
4553	殖		sik8	s	ik	8
4554	植		sik8	s	ik	8
4555	棘		kek4	k	ek	4
4556	極		kek8	k	ek	8
4557	憶	文读	ek8		ek	8
4558	憶	白读	ik4		ik	4
4559	憶	白读	ik8		ik	8
4560	憶	忆得	inn3		inn	3
4561	億		ek8		ek	8
4562	抑		ak4		ak	4
4563	抑		ah4		ah	4
4564	弋		ek8		ek	8
4565	翼	文读	ek8		ek	8
4566	翼	翅膀，白读	sik8	s	ik	8
4567	弘	白读	khueng5	kh	ueng	5
4568	弘	文读	hong5	h	ong	5
4569	國		kok4	k	ok	4
4570	或		huek8	h	uek	8
4571	惑		uek8		uek	8
4572	域		uek8		uek	8
4573	烹		pheng1	ph	eng	1
4574	彭	姓，白读	phenn5	ph	enn	5
4575	彭	彭德怀，文读	phong5	ph	ong	5
4576	膨	白读	phenn5	ph	enn	5
4577	膨	文读	pheng5	ph	eng	5
4578	盲	文读	mang5	m	ang	5
4579	盲	白读	menn5	m	enn	5
4580	盲	文读	meng5	m	eng	5
4581	猛	白读	menn2	m	enn	2
4582	猛	文读	meng2	m	eng	2
4583	孟		meng2	m	eng	2
4584	打		ta2	t	a	2
4585	打	训读，本字“搏”，也写作“拍”	phah4	ph	ah	4
4586	冷		ne2	n	e	2
4587	撐		thenn1	th	enn	1
4588	撐		thenn3	th	enn	3
4589	撐		thenn2	th	enn	2
4591	鐺		tang1	t	ang	1
4592	生	白读	senn1	s	enn	1
4593	生	白读	tshenn1	tsh	enn	1
4594	生	文读	seng1	s	eng	1
4595	牲	白读	senn1	s	enn	1
4596	牲	文读	seng1	s	eng	1
4597	笙		seng1	s	eng	1
4598	甥		seng1	s	eng	1
4599	省	白读	senn2	s	enn	2
4600	省	文读	seng2	s	eng	2
4601	更	更改，文读	keng1	k	eng	1
4602	更	三更，白读	kenn1	k	enn	1
4603	更	更好，文读	keng3	k	eng	3
4604	庚	白读	kenn1	k	enn	1
4605	庚	文读	keng1	k	eng	1
4606	羹		kenn1	k	enn	1
4607	哽		kenn2	k	enn	2
4611	坑		khenn1	kh	enn	1
4612	硬		nge6	ng	e	6
4613	亨		heng1	h	eng	1
4616	行	银行，文读	hang5	h	ang	5
4618	衡		hueng5	h	ueng	5
4619	杏		kheng6	kh	eng	6
4624	浜		piang1	p	iang	1
4625	迸		peng3	p	eng	3
4626	棚		penn5	p	enn	5
4627	萌		meng5	m	eng	5
4629	爭		tsenn1	ts	enn	1
4630	箏		tseng1	ts	eng	1
4631	睜		tseng1	ts	eng	1
4632	耕	白读	kenn1	k	enn	1
4633	耕	文读	keng1	k	eng	1
4634	耿		kueng2	k	ueng	2
4635	莖		kheng5	kh	eng	5
4636	幸		heng6	h	eng	6
4637	鶯		eng1		eng	1
4638	鸚		eng1		eng	1
4639	櫻		eng1		eng	1
4640	兵		piann1	p	iann	1
4641	丙	白读	piann2	p	iann	2
4642	丙	文读	peng2	p	eng	2
4643	秉		peng2	p	eng	2
4644	柄		penn3	p	enn	3
4645	平	文读	pheng5	ph	eng	5
4646	平	白读	penn5	p	enn	5
4647	平	平白无故，也写作“凭”，文读	peng5	p	eng	5
4648	評		pheng5	ph	eng	5
4649	病		penn7	p	enn	7
4650	明	文读	meng5	m	eng	5
4651	明	明年，白读	me5	m	e	5
4652	明	明日，一说是“明旦”合音	ma3	m	a	3
4653	明	柴明，松明，白读	mia5	m	ia	5
4654	鳴		meng5	m	eng	5
4655	盟		meng5	m	eng	5
4656	皿		meng2	m	eng	2
4657	命	生命，白读	mia7	m	ia	7
4658	命	命令，文读	meng6	m	eng	6
4659	命	司命公，白读	ming7	m	ing	7
4660	京		kiann1	k	iann	1
4661	荆	文读	keng1	k	eng	1
4662	荆	荆芥，白读	king5	k	ing	5
4663	驚	白读	kiann1	k	iann	1
4664	驚	文读	keng1	k	eng	1
4665	境		keng2	k	eng	2
4666	景		keng2	k	eng	2
4667	警		keng2	k	eng	2
4668	敬		keng3	k	eng	3
4669	竟		keng2	k	eng	2
4670	鏡		kiann3	k	iann	3
4671	卿		kheng1	kh	eng	1
4672	慶		kheng3	kh	eng	3
4673	擎		kheng5	kh	eng	5
4674	擎	持、拿，替字	khia5	kh	ia	5
4675	鯨		kheng1	kh	eng	1
4676	鯨		khueng1	kh	ueng	1
4677	競		keng2	k	eng	2
4678	迎	文读	ngeng5	ng	eng	5
4679	迎	迎神，白读	iann5		iann	5
4680	英		eng1		eng	1
4681	影		iann2		iann	2
4682	映		iang3		iang	3
4683	餅		piann2	p	iann	2
4684	并		peng3	p	eng	3
4685	并		peng6	p	eng	6
4686	聘	文读	pheng3	ph	eng	3
4687	聘	聘金，白读	phiann3	ph	iann	3
4688	名	白读	mia5	m	ia	5
4689	名	文读	meng5	m	eng	5
4690	令		leng6	l	eng	6
4691	領		nia2	n	ia	2
4692	嶺		nia2	n	ia	2
4694	精	文读	tseng1	ts	eng	1
4695	精	白读	tsiann1	ts	iann	1
4696	晶		tsiann1	ts	iann	1
4697	旌		seng1	s	eng	1
4698	睛		tseng1	ts	eng	1
4699	井		tsenn2	ts	enn	2
4700	清		tsheng1	tsh	eng	1
4701	清	清澈	tsing1	ts	ing	1
4702	請		tshiann2	tsh	iann	2
4703	情	文读	tsheng5	tsh	eng	5
4704	情	侬情，白读	tsiann5	ts	iann	5
4705	晴		tsenn5	ts	enn	5
4706	靜		tsenn6	ts	enn	6
4707	净		tseng6	ts	eng	6
4708	省	省略，白读	senn2	s	enn	2
4709	省	反省，文读	seng2	s	eng	2
4710	性		senn3	s	enn	3
4711	姓		senn3	s	enn	3
4712	貞		tseng1	ts	eng	1
4713	貞	人名	tiang1	t	iang	1
4714	蟶		thang1	th	ang	1
4715	偵		tseng1	ts	eng	1
4716	逞		theng2	th	eng	2
4717	呈	呈现	thiann5	th	iann	5
4718	呈	呈报	tiann5	t	iann	5
4719	程	路程，白读	thiann5	th	iann	5
4720	程	工程，工序，文读	theng5	th	eng	5
4721	程	行程，流程，白读	tiann5	t	iann	5
4722	鄭		tenn7	t	enn	7
4723	正	白读	tsiann3	ts	iann	3
4724	正	正月，白读	tsiann1	ts	iann	1
4725	正	文读	tseng3	ts	eng	3
4726	正	正经，白读	tsing3	ts	ing	3
4727	征		tseng1	ts	eng	1
4728	整		tsiann2	ts	iann	2
4729	政		tseng3	ts	eng	3
4734	聲	白读	siann1	s	iann	1
4735	聖	白读	siann3	s	iann	3
4736	聖	文读	seng3	s	eng	3
4737	城		siann5	s	iann	5
4738	成	文读	seng5	s	eng	5
4739	成	十成，白读	siann5	s	iann	5
4740	成	毋成，白读	tsiann5	ts	iann	5
4741	成	牵成，文读	siang5	s	iang	5
4742	成	修改，白读	tshiann5	tsh	iann	5
4743	誠		seng5	s	eng	5
4744	盛	茂盛，文读	seng6	s	eng	6
4745	盛	盛水，白读	sing5	s	ing	5
4746	盛	盛饭，文读	seng5	s	eng	5
4747	盛	一种用木或竹编制的器具，白读	siann7	s	iann	7
4752	頸		kenn3	k	enn	3
4754	輕		khing1	kh	ing	1
4755	嬰		eng1		eng	1
4756	纓		eng1		eng	1
4757	盈		ueng1		ueng	1
4758	贏	白读	ionn5		ionn	5
4759	贏	白读	iann5		iann	5
4760	贏	赢利，也写作盈利，文读	ueng1		ueng	1
4761	姘		pheng1	ph	eng	1
4762	拼		pheng1	ph	eng	1
4763	瓶	文读	phing5	ph	ing	5
4764	瓶	酒瓶，白读	pang5	p	ang	5
4765	屏		phing5	ph	ing	5
4766	並		peng3	p	eng	3
4767	並		peng6	p	eng	6
4768	銘		meng5	m	eng	5
4769	冥		meng5	m	eng	5
4770	丁		teng1	t	eng	1
