繁体字	简体字	国际音标	吴语拼音	备注		调类	调值							
閒	闲	ɦæ24	ghae2	【白读】~话。		2	24	gh	ae	ɦ	æ		ghae2	ɦæ24
閒	闲	ɦie24	ye2	【文读】休~。		2	24	y	e	ɦ	ie		ye2	ɦie24
限	限	ɦæ31	ghae4			4	31	gh	ae	ɦ	æ		ghae4	ɦæ31
八	八	poʔ5	poq7			7	5	p	oq	p	oʔ		poq7	poʔ5
拔	拔	baʔ23	baeq8			8	23	b	aeq	b	aʔ		baeq8	baʔ23
札	札	tsaʔ5	tsaeq7			7	5	ts	aeq	ts	aʔ		tsaeq7	tsaʔ5
察	察	tsʰaʔ5	tshaeq7			7	5	tsh	aeq	tsʰ	aʔ		tshaeq7	tsʰaʔ5
殺	杀	saʔ5	saeq7			7	5	s	aeq	s	aʔ		saeq7	saʔ5
斑	斑	pæ53	pae1			1	53	p	ae	p	æ		pae1	pæ53
班	班	pæ53	pae1			1	53	p	ae	p	æ		pae1	pæ53
頒	颁	pæ53	pae1			1	53	p	ae	p	æ		pae1	pæ53
扳	扳	pæ53	pae1			1	53	p	ae	p	æ		pae1	pæ53
板	板	pæ44	pae3			3	44	p	ae	p	æ		pae3	pæ44
版	版	pæ44	pae3			3	44	p	ae	p	æ		pae3	pæ44
蠻	蛮	mæ24	mae2			2	24	m	ae	m	æ		mae2	mæ24
慢	慢	mæ213	mae6			6	213	m	ae	m	æ		mae6	mæ213
刪	删	sæ53	sae1			1	53	s	ae	s	æ		sae1	sæ53
顏	颜	ŋæ24	ngae2			2	24	ng	ae	ŋ	æ		ngae2	ŋæ24
雁	雁	ŋæ213	ngae6	【白读】		6	213	ng	ae	ŋ	æ		ngae6	ŋæ213
雁	雁	ɦie213	ye6	【文读】		6	213	y	e	ɦ	ie		ye6	ɦie213
晏	晏	æ423	ae5	【白读】迟，晚。		5	423		ae		æ		ae5	æ423
晏	晏	ie423	ie5	【文读】~子。		5	423		ie		ie		ie5	ie423
鍘	铡	zaʔ23	zaeq8			8	23	z	aeq	z	aʔ		zaeq8	zaʔ23
瞎	瞎	haʔ5	haeq7			7	5	h	aeq	h	aʔ		haeq7	haʔ5
鞭	鞭	pie53	pie1			1	53	p	ie	p	ie		pie1	pie53
編	编	pie53	pie1			1	53	p	ie	p	ie		pie1	pie53
變	变	pie423	pie5			5	423	p	ie	p	ie		pie5	pie423
篇	篇	pʰie53	phie1			1	53	ph	ie	pʰ	ie		phie1	pʰie53
偏	偏	pʰie53	phie1			1	53	ph	ie	pʰ	ie		phie1	pʰie53
騙	骗	pʰie423	phie5			5	423	ph	ie	pʰ	ie		phie5	pʰie423
便	便	bie24	bie2	~宜。		2	24	b	ie	b	ie		bie2	bie24
便	便	bie213	bie6	方~。		6	213	b	ie	b	ie		bie6	bie213
辨	辨	bie31	bie4			4	31	b	ie	b	ie		bie4	bie31
辯	辩	bie31	bie4			4	31	b	ie	b	ie		bie4	bie31
棉	棉	mie24	mie2			2	24	m	ie	m	ie		mie2	mie24
綿	绵	mie24	mie2			2	24	m	ie	m	ie		mie2	mie24
免	免	mie31	mie4			4	31	m	ie	m	ie		mie4	mie31
勉	勉	mie31	mie4			4	31	m	ie	m	ie		mie4	mie31
娩	娩	mie31	mie4			4	31	m	ie	m	ie		mie4	mie31
面	面	mie213	mie6			6	213	m	ie	m	ie		mie6	mie213
連	连	lie24	lie2			2	24	l	ie	l	ie		lie2	lie24
聯	联	lie24	lie2			2	24	l	ie	l	ie		lie2	lie24
煎	煎	tsie53	tsie1			1	53	ts	ie	ts	ie		tsie1	tsie53
剪	剪	tsie44	tsie3			3	44	ts	ie	ts	ie		tsie3	tsie44
箭	箭	tsie423	tsie5			5	423	ts	ie	ts	ie		tsie5	tsie423
遷	迁	tsʰie53	tshie1			1	53	tsh	ie	tsʰ	ie		tshie1	tsʰie53
淺	浅	tsʰie44	tshie3			3	44	tsh	ie	tsʰ	ie		tshie3	tsʰie44
錢	钱	zie24	zie2	姓。		2	24	z	ie	z	ie		zie2	zie24
錢	钱	die24	die2	铜~，洋~（钱）；几~（多少钱）。俗写作“钿”。		2	24	d	ie	d	ie		die2	die24
賤	贱	zie213	zie6			6	213	z	ie	z	ie		zie6	zie213
仙	仙	sie53	sie1			1	53	s	ie	s	ie		sie1	sie53
鮮	鲜	sie53	sie1			1	53	s	ie	s	ie		sie1	sie53
癬	癣	sie44	sie3			3	44	s	ie	s	ie		sie3	sie44
線	线	sie423	sie5			5	423	s	ie	s	ie		sie5	sie423
展	展	tʂᴇ44	cei3			3	44	c	ei	tʂ	ᴇ		cei3	tʂᴇ44
纏	缠	dʐᴇ24	jei2			2	24	j	ei	dʐ	ᴇ		jei2	dʐᴇ24
戰	战	tʂᴇ423	cei5			5	423	c	ei	tʂ	ᴇ		cei5	tʂᴇ423
扇	扇	ʂᴇ423	shei5			5	423	sh	ei	ʂ	ᴇ		shei5	ʂᴇ423
禪	禅	ʐᴇ24	zhei2			2	24	zh	ei	ʐ	ᴇ		zhei2	ʐᴇ24
禪	禅	ʐᴇ213	zhei6			6	213	zh	ei	ʐ	ᴇ		zhei6	ʐᴇ213
遣	遣	tɕʰie44	chie3			3	44	ch	ie	tɕʰ	ie		chie3	tɕʰie44
譴	谴	tɕʰie423	chie5			5	423	ch	ie	tɕʰ	ie		chie5	tɕʰie423
善	善	ʐᴇ31	zhei4			4	31	zh	ei	ʐ	ᴇ		zhei4	ʐᴇ31
然	然	ʐᴇ24	zhei2			2	24	zh	ei	ʐ	ᴇ		zhei2	ʐᴇ24
燃	燃	ʐᴇ24	zhei2			2	24	zh	ei	ʐ	ᴇ		zhei2	ʐᴇ24
揵	揵	dʑie24	jie2	举起。		2	24	j	ie	dʑ	ie		jie2	dʑie24
掮	掮	dʑie24	jie2	以肩扛物。		2	24	j	ie	dʑ	ie		jie2	dʑie24
乾	乾	dʑie24	jie2	~坤；~隆（清朝年号）；~元山（浙江德清地名）。		2	24	j	ie	dʑ	ie		jie2	dʑie24
件	件	dʑie31	jie4			4	31	j	ie	dʑ	ie		jie4	dʑie31
諺	谚	ȵie213	gnie6			6	213	gn	ie	ȵ	ie		gnie6	ȵie213
延	延	ɦie24	ye2			2	24	y	e	ɦ	ie		ye2	ɦie24
筵	筵	ɦie24	ye2			2	24	y	e	ɦ	ie		ye2	ɦie24
演	演	ɦie31	ye4			4	31	y	e	ɦ	ie		ye4	ɦie31
鱉	鳖	piɪʔ5	piq7			7	5	p	iq	p	iɪʔ		piq7	piɪʔ5
別	别	bᴇʔ23	beq8			8	23	b	eq	b	ᴇʔ		beq8	bᴇʔ23
別	别	biɪʔ23	biq8			8	23	b	iq	b	iɪʔ		biq8	biɪʔ23
滅	灭	miɪʔ23	miq8			8	23	m	iq	m	iɪʔ		miq8	miɪʔ23
列	列	liɪʔ23	liq8			8	23	l	iq	l	iɪʔ		liq8	liɪʔ23
烈	烈	liɪʔ23	liq8			8	23	l	iq	l	iɪʔ		liq8	liɪʔ23
裂	裂	liɪʔ23	liq8			8	23	l	iq	l	iɪʔ		liq8	liɪʔ23
洩	泄	siɪʔ5	siq7			7	5	s	iq	s	iɪʔ		siq7	siɪʔ5
薛	薛	siɪʔ5	siq7			7	5	s	iq	s	iɪʔ		siq7	siɪʔ5
哲	哲	tʂᴇʔ5	ceq7			7	5	c	eq	tʂ	ᴇʔ		ceq7	tʂᴇʔ5
撤	撤	tʂʰᴇʔ5	cheq7			7	5	ch	eq	tʂʰ	ᴇʔ		cheq7	tʂʰᴇʔ5
徹	彻	tʂʰᴇʔ5	cheq7			7	5	ch	eq	tʂʰ	ᴇʔ		cheq7	tʂʰᴇʔ5
折	折	tʂᴇʔ5	ceq7			7	5	c	eq	tʂ	ᴇʔ		ceq7	tʂᴇʔ5
浙	浙	tʂᴇʔ5	ceq7			7	5	c	eq	tʂ	ᴇʔ		ceq7	tʂᴇʔ5
舌	舌	ʐᴇʔ23	zheq8			8	23	zh	eq	ʐ	ᴇʔ		zheq8	ʐᴇʔ23
設	设	ʂᴇʔ5	sheq7			7	5	sh	eq	ʂ	ᴇʔ		sheq7	ʂᴇʔ5
熱	热	ȵiɪʔ23	gniq8			8	23	gn	iq	ȵ	iɪʔ		gniq8	ȵiɪʔ23
傑	杰	dʑiɪʔ23	jiq8			8	23	j	iq	dʑ	iɪʔ		jiq8	dʑiɪʔ23
孽	孽	ȵiɪʔ23	gniq8			8	23	gn	iq	ȵ	iɪʔ		gniq8	ȵiɪʔ23
建	建	tɕie423	cie5			5	423	c	ie	tɕ	ie		cie5	tɕie423
健	健	dʑie213	jie6			6	213	j	ie	dʑ	ie		jie6	dʑie213
言	言	ɦie24	ye2			2	24	y	e	ɦ	ie		ye2	ɦie24
掀	掀	ɕie53	shie1			1	53	sh	ie	ɕ	ie		shie1	ɕie53
憲	宪	ɕie423	shie5			5	423	sh	ie	ɕ	ie		shie5	ɕie423
獻	献	ɕie423	shie5			5	423	sh	ie	ɕ	ie		shie5	ɕie423
揭	揭	tɕiɪʔ5	ciq7			7	5	c	iq	tɕ	iɪʔ		ciq7	tɕiɪʔ5
歇	歇	ɕiɪʔ5	shiq7			7	5	sh	iq	ɕ	iɪʔ		shiq7	ɕiɪʔ5
邊	边	pie53	pie1			1	53	p	ie	p	ie		pie1	pie53
蝙	蝙	pie53	pie1			1	53	p	ie	p	ie		pie1	pie53
扁	扁	pie44	pie3			3	44	p	ie	p	ie		pie3	pie44
匾	匾	pie44	pie3			3	44	p	ie	p	ie		pie3	pie44
遍	遍	pie423	pie5	一~。		5	423	p	ie	p	ie		pie5	pie423
遍	遍	pʰie423	phie5	普~；~地。		5	423	ph	ie	pʰ	ie		phie5	pʰie423
片	片	pʰie423	phie5			5	423	ph	ie	pʰ	ie		phie5	pʰie423
辮	辫	bie31	bie4			4	31	b	ie	b	ie		bie4	bie31
眠	眠	mie24	mie2			2	24	m	ie	m	ie		mie2	mie24
麵	面	mie213	mie6	~食。		6	213	m	ie	m	ie		mie6	mie213
面	面	mie213	mie6	~孔。		6	213	m	ie	m	ie		mie6	mie213
顛	颠	tie53	tie1			1	53	t	ie	t	ie		tie1	tie53
典	典	tie44	tie3			3	44	t	ie	t	ie		tie3	tie44
天	天	tʰie53	thie1			1	53	th	ie	tʰ	ie		thie1	tʰie53
田	田	die24	die2			2	24	d	ie	d	ie		die2	die24
填	填	die24	die2			2	24	d	ie	d	ie		die2	die24
滇	滇	die24	die2			2	24	d	ie	d	ie		die2	die24
電	电	die213	die6			6	213	d	ie	d	ie		die6	die213
殿	殿	die213	die6			6	213	d	ie	d	ie		die6	die213
墊	垫	die213	die6			6	213	d	ie	d	ie		die6	die213
年	年	ȵie24	gnie2			2	24	gn	ie	ȵ	ie		gnie2	ȵie24
憐	怜	lie24	lie2			2	24	l	ie	l	ie		lie2	lie24
蓮	莲	lie24	lie2			2	24	l	ie	l	ie		lie2	lie24
練	练	lie213	lie6			6	213	l	ie	l	ie		lie6	lie213
煉	炼	lie213	lie6			6	213	l	ie	l	ie		lie6	lie213
箋	笺	tsʰie53	tshie1			1	53	tsh	ie	tsʰ	ie		tshie1	tsʰie53
千	千	tsʰie53	tshie1			1	53	tsh	ie	tsʰ	ie		tshie1	tsʰie53
前	前	zie24	zie2			2	24	z	ie	z	ie		zie2	zie24
先	先	sie53	sie1			1	53	s	ie	s	ie		sie1	sie53
肩	肩	tɕie53	cie1			1	53	c	ie	tɕ	ie		cie1	tɕie53
堅	坚	tɕie53	cie1			1	53	c	ie	tɕ	ie		cie1	tɕie53
繭	茧	tɕie44	cie3			3	44	c	ie	tɕ	ie		cie3	tɕie44
見	见	tɕie423	cie5			5	423	c	ie	tɕ	ie		cie5	tɕie423
牽	牵	tɕʰie53	chie1			1	53	ch	ie	tɕʰ	ie		chie1	tɕʰie53
汧	汧	tɕʰie53	chie1			1	53	ch	ie	tɕʰ	ie		chie1	tɕʰie53
研	研	ȵie53	gnie1	【文读】~究。		1	53	gn	ie	ȵ	ie		gnie1	ȵie53
研	研	ȵie24	gnie2	【白读】~墨；~粉。		2	24	gn	ie	ȵ	ie		gnie2	ȵie24
硯	砚	ȵie213	gnie6			6	213	gn	ie	ȵ	ie		gnie6	ȵie213
顯	显	ɕie44	shie3			3	44	sh	ie	ɕ	ie		shie3	ɕie44
賢	贤	ɦie24	ye2			2	24	y	e	ɦ	ie		ye2	ɦie24
弦	弦	ɦie24	ye2			2	24	y	e	ɦ	ie		ye2	ɦie24
現	现	ɦie213	ye6			6	213	y	e	ɦ	ie		ye6	ɦie213
煙	烟	ie53	ie1			1	53		ie		ie		ie1	ie53
燕	燕	ie53	ie1	~山；~国。		1	53		ie		ie		ie1	ie53
燕	燕	ie423	ie5	~子。		5	423		ie		ie		ie5	ie423
咽	咽	ie53	ie1	~喉。		1	53		ie		ie		ie1	ie53
咽	咽	ie423	ie5	~下去。		5	423		ie		ie		ie5	ie423
咽	咽	iɪʔ5	iq7	哽~；呜~。		7	5		iq		iɪʔ		iq7	iɪʔ5
宴	宴	ie423	ie5			5	423		ie		ie		ie5	ie423
撤	撤	tʂʰᴇʔ5	cheq7			7	5	ch	eq	tʂʰ	ᴇʔ		cheq7	tʂʰᴇʔ5
鐵	铁	tʰiɪʔ5	thiq7			7	5	th	iq	tʰ	iɪʔ		thiq7	tʰiɪʔ5
跌	跌	tiɪʔ5	tiq7			7	5	t	iq	t	iɪʔ		tiq7	tiɪʔ5
捏	捏	ȵiaʔ23	gniaeq8			8	23	gn	iaeq	ȵ	iaʔ		gniaeq8	ȵiaʔ23
節	节	tsiɪʔ5	tsiq7			7	5	ts	iq	ts	iɪʔ		tsiq7	tsiɪʔ5
切	切	tsʰiɪʔ5	tshiq7			7	5	tsh	iq	tsʰ	iɪʔ		tshiq7	tsʰiɪʔ5
截	截	dziɪʔ23	dziq8			8	23	dz	iq	dz	iɪʔ		dziq8	dziɪʔ23
屑	屑	siɪʔ5	siq7			7	5	s	iq	s	iɪʔ		siq7	siɪʔ5
結	结	tɕiɪʔ5	ciq7			7	5	c	iq	tɕ	iɪʔ		ciq7	tɕiɪʔ5
潔	洁	tɕiɪʔ5	ciq7			7	5	c	iq	tɕ	iɪʔ		ciq7	tɕiɪʔ5
鍥	锲	tɕʰiɪʔ5	chiq7			7	5	ch	iq	tɕʰ	iɪʔ		chiq7	tɕʰiɪʔ5
擷	撷	ɦiɪʔ23	yiq8			8	23	y	iq	ɦ	iɪʔ		yiq8	ɦiɪʔ23
頁	页	ɦiɪʔ23	yiq8			8	23	y	iq	ɦ	iɪʔ		yiq8	ɦiɪʔ23
噎	噎	iɪʔ5	iq7			7	5		iq		iɪʔ		iq7	iɪʔ5
般	般	pɤ53	poe1			1	53	p	oe	p	ɤ		poe1	pɤ53
般	般	pæ53	pae1	【文读】一~。		1	53	p	ae	p	æ		pae1	pæ53
搬	搬	pɤ53	poe1			1	53	p	oe	p	ɤ		poe1	pɤ53
半	半	pɤ423	poe5			5	423	p	oe	p	ɤ		poe5	pɤ423
絆	绊	bɤ213	boe6			6	213	b	oe	b	ɤ		boe6	bɤ213
絆	绊	pæ423	pae5	[扌班]的训读。		5	423	p	ae	p	æ		pae5	pæ423
潘	潘	pʰɤ53	phoe1			1	53	ph	oe	pʰ	ɤ		phoe1	pʰɤ53
判	判	pʰɤ423	phoe5			5	423	ph	oe	pʰ	ɤ		phoe5	pʰɤ423
盤	盘	bɤ24	boe2			2	24	b	oe	b	ɤ		boe2	bɤ24
伴	伴	bɤ213	boe6			6	213	b	oe	b	ɤ		boe6	bɤ213
拌	拌	bɤ31	boe4			4	31	b	oe	b	ɤ		boe4	bɤ31
叛	叛	bɤ213	boe6			6	213	b	oe	b	ɤ		boe6	bɤ213
瞞	瞒	mɤ24	moe2			2	24	m	oe	m	ɤ		moe2	mɤ24
滿	满	mɤ31	moe4			4	31	m	oe	m	ɤ		moe4	mɤ31
漫	漫	mɤ213	moe6	水~金山。		6	213	m	oe	m	ɤ		moe6	mɤ213
端	端	tɤ53	toe1			1	53	t	oe	t	ɤ		toe1	tɤ53
短	短	tɤ44	toe3			3	44	t	oe	t	ɤ		toe3	tɤ44
斷	断	tɤ423	toe5	判~；决~。		5	423	t	oe	t	ɤ		toe5	tɤ423
斷	断	dɤ213	doe6	~裂；~绝。		6	213	d	oe	d	ɤ		doe6	dɤ213
鍛	锻	tɤ423	toe5			5	423	t	oe	t	ɤ		toe5	tɤ423
煅	煅	tɤ423	toe5			5	423	t	oe	t	ɤ		toe5	tɤ423
團	团	dɤ24	doe2			2	24	d	oe	d	ɤ		doe2	dɤ24
糰	团	dɤ24	doe2	圆团状食品：圆~，饭~。		2	24	d	oe	d	ɤ		doe2	dɤ24
段	段	dɤ213	doe6			6	213	d	oe	d	ɤ		doe6	dɤ213
緞	缎	dɤ31	doe4			4	31	d	oe	d	ɤ		doe4	dɤ31
暖	暖	nɤ31	noe4			4	31	n	oe	n	ɤ		noe4	nɤ31
卵	卵	lɯ31	lou4	~巢，~子，~磷脂。雅化发音。		4	31	l	ou	l	ɯ		lou4	lɯ31
卵	卵	lɤ31	loe4	男阴。		4	31	l	oe	l	ɤ		loe4	lɤ31
亂	乱	lɤ213	loe6			6	213	l	oe	l	ɤ		loe6	lɤ213
鑽	钻	tsɤ53	tsoe1	~洞。		1	53	ts	oe	ts	ɤ		tsoe1	tsɤ53
鑽	钻	tsɤ423	tsoe5	~石；~头。		5	423	ts	oe	ts	ɤ		tsoe5	tsɤ423
鑽	钻	tsʰɤ423	tshoe5	~子。		5	423	tsh	oe	tsʰ	ɤ		tshoe5	tsʰɤ423
酸	酸	sɤ53	soe1			1	53	s	oe	s	ɤ		soe1	sɤ53
算	算	sɤ423	soe5			5	423	s	oe	s	ɤ		soe5	sɤ423
蒜	蒜	sɤ423	soe5			5	423	s	oe	s	ɤ		soe5	sɤ423
官	官	kuɤ53	kuoe1			1	53	k	uoe	k	uɤ		kuoe1	kuɤ53
觀	观	kuɤ53	kuoe1	~察；~看。		1	53	k	uoe	k	uɤ		kuoe1	kuɤ53
觀	观	kuɤ423	kuoe5	楼~；玄妙~，~前街（江苏苏州地名）。		5	423	k	uoe	k	uɤ		kuoe5	kuɤ423
冠	冠	kuæ53	kuae1	鸡~花；鸡~。		1	53	k	uae	k	uæ		kuae1	kuæ53
冠	冠	kuɤ53	kuoe1	衣~。		1	53	k	uoe	k	uɤ		kuoe1	kuɤ53
冠	冠	kuɤ423	kuoe5	~军。		5	423	k	uoe	k	uɤ		kuoe5	kuɤ423
棺	棺	kuɤ53	kuoe1			1	53	k	uoe	k	uɤ		kuoe1	kuɤ53
管	管	kuɤ44	kuoe3			3	44	k	uoe	k	uɤ		kuoe3	kuɤ44
館	馆	kuɤ44	kuoe3			3	44	k	uoe	k	uɤ		kuoe3	kuɤ44
貫	贯	kuɤ423	kuoe5			5	423	k	uoe	k	uɤ		kuoe5	kuɤ423
罐	罐	kuɤ423	kuoe5			5	423	k	uoe	k	uɤ		kuoe5	kuɤ423
灌	灌	kuɤ423	kuoe5			5	423	k	uoe	k	uɤ		kuoe5	kuɤ423
寬	宽	kʰuɤ53	khuoe1			1	53	kh	uoe	kʰ	uɤ		khuoe1	kʰuɤ53
款	款	kʰuɤ44	khuoe3			3	44	kh	uoe	kʰ	uɤ		khuoe3	kʰuɤ44
玩	玩	ɦuɤ24	woe2			2	24	w	oe	ɦ	uɤ		woe2	ɦuɤ24
玩	玩	mæ24	mae2	【白读】		2	24	m	ae	m	æ		mae2	mæ24
歡	欢	huɤ53	huoe1			1	53	h	uoe	h	uɤ		huoe1	huɤ53
喚	唤	huɤ423	huoe5			5	423	h	uoe	h	uɤ		huoe5	huɤ423
完	完	ɦuɤ24	woe2			2	24	w	oe	ɦ	uɤ		woe2	ɦuɤ24
緩	缓	uɤ44	uoe3			3	44		uoe		uɤ		uoe3	uɤ44
皖	皖	ɦuɤ31	woe4			4	31	w	oe	ɦ	uɤ		woe4	ɦuɤ31
換	换	ɦuɤ213	woe6			6	213	w	oe	ɦ	uɤ		woe6	ɦuɤ213
豌	豌	uɤ53	uoe1			1	53		uoe		uɤ		uoe1	uɤ53
蜿	蜿	uɤ53	uoe1			1	53		uoe		uɤ		uoe1	uɤ53
宛	宛	uɤ44	uoe3			3	44		uoe		uɤ		uoe3	uɤ44
婉	婉	uɤ44	uoe3			3	44		uoe		uɤ		uoe3	uɤ44
碗	碗	uɤ44	uoe3			3	44		uoe		uɤ		uoe3	uɤ44
腕	腕	uɤ423	uoe5			5	423		uoe		uɤ		uoe5	uɤ423
撥	拨	poʔ5	poq7			7	5	p	oq	p	oʔ		poq7	poʔ5
潑	泼	pʰoʔ5	phoq7			7	5	ph	oq	pʰ	oʔ		phoq7	pʰoʔ5
抹	抹	moʔ23	moq8			8	23	m	oq	m	oʔ		moq8	moʔ23
末	末	moʔ23	moq8			8	23	m	oq	m	oʔ		moq8	moʔ23
脫	脱	tʰoʔ5	thoq7	动词：~衣裳。		7	5	th	oq	tʰ	oʔ		thoq7	tʰoʔ5
脫	脱	tʰᴇʔ5	theq7	助词，用在动词后表示动作完成，相当于“掉”：做~；坏~。		7	5	th	eq	tʰ	ᴇʔ		theq7	tʰᴇʔ5
奪	夺	doʔ23	doq8			8	23	d	oq	d	oʔ		doq8	doʔ23
捋	捋	loʔ23	loq8			8	23	l	oq	l	oʔ		loq8	loʔ23
撮	撮	tsʰoʔ5	tshoq7			7	5	tsh	oq	tsʰ	oʔ		tshoq7	tsʰoʔ5
括	括	kuaʔ5	kuaeq7			7	5	k	uaeq	k	uaʔ		kuaeq7	kuaʔ5
闊	阔	kʰuoʔ5	khuoq7			7	5	kh	uoq	kʰ	uoʔ		khuoq7	kʰuoʔ5
豁	豁	huaʔ5	huaeq7			7	5	h	uaeq	h	uaʔ		huaeq7	huaʔ5
甩	甩	huaʔ5	huaeq7			7	5	h	uaeq	h	uaʔ		huaeq7	huaʔ5
活	活	ɦuoʔ23	woq8			8	23	w	oq	ɦ	uoʔ		woq8	ɦuoʔ23
頑	顽	ɦuæ24	wae2			2	24	w	ae	ɦ	uæ		wae2	ɦuæ24
滑	滑	ɦuaʔ23	waeq8			8	23	w	aeq	ɦ	uaʔ		waeq8	ɦuaʔ23
猾	猾	ɦuaʔ23	waeq8			8	23	w	aeq	ɦ	uaʔ		waeq8	ɦuaʔ23
挖	挖	uaʔ5	uaeq7			7	5		uaeq		uaʔ		uaeq7	uaʔ5
閂	闩	ʂᴇ53	shei1			1	53	sh	ei	ʂ	ᴇ		shei1	ʂᴇ53
簒	篡	tʂʰᴇ423	chei5			5	423	ch	ei	tʂʰ	ᴇ		chei5	tʂʰᴇ423
撰	撰	dʐᴇ31	jei4			4	31	j	ei	dʐ	ᴇ		jei4	dʐᴇ31
饌	馔	dʐᴇ213	jei6			6	213	j	ei	dʐ	ᴇ		jei6	dʐᴇ213
關	关	kuæ53	kuae1			1	53	k	uae	k	uæ		kuae1	kuæ53
慣	惯	kuæ423	kuae5			5	423	k	uae	k	uæ		kuae5	kuæ423
還	还	ɦuæ24	wae2			2	24	w	ae	ɦ	uæ		wae2	ɦuæ24
環	环	guæ24	guae2			2	24	g	uae	g	uæ		guae2	guæ24
患	患	ɦuæ213	wae6			6	213	w	ae	ɦ	uæ		wae6	ɦuæ213
幻	幻	ɦuæ213	wae6			6	213	w	ae	ɦ	uæ		wae6	ɦuæ213
幻	幻	ɦu213	wu6	~溇（浙江湖州地名）。		6	213	w	u	ɦ	u		wu6	ɦu213
彎	弯	uæ53	uae1			1	53		uae		uæ		uae1	uæ53
灣	湾	uæ53	uae1			1	53		uae		uæ		uae1	uæ53
刷	刷	ʂᴇʔ5	sheq7			7	5	sh	eq	ʂ	ᴇʔ		sheq7	ʂᴇʔ5
刮	刮	kuaʔ5	kuaeq7			7	5	k	uaeq	k	uaʔ		kuaeq7	kuaʔ5
戀	恋	lie213	lie6			6	213	l	ie	l	ie		lie6	lie213
攣	挛	lɤ24	loe2			2	24	l	oe	l	ɤ		loe2	lɤ24
孌	娈	lɤ24	loe2			2	24	l	oe	l	ɤ		loe2	lɤ24
孿	孪	lɤ24	loe2			2	24	l	oe	l	ɤ		loe2	lɤ24
泉	泉	dzie24	dzie2			2	24	dz	ie	dz	ie		dzie2	dzie24
全	全	zie24	zie2			2	24	z	ie	z	ie		zie2	zie24
宣	宣	sie53	sie1			1	53	s	ie	s	ie		sie1	sie53
選	选	sie44	sie3			3	44	s	ie	s	ie		sie3	sie44
旋	旋	dzie24	dzie2			2	24	dz	ie	dz	ie		dzie2	dzie24
轉	转	tʂᴇ44	cei3			3	44	c	ei	tʂ	ᴇ		cei3	tʂᴇ44
傳	传	dʐᴇ24	jei2			2	24	j	ei	dʐ	ᴇ		jei2	dʐᴇ24
椽	椽	dʐᴇ24	jei2			2	24	j	ei	dʐ	ᴇ		jei2	dʐᴇ24
專	专	tʂᴇ53	cei1			1	53	c	ei	tʂ	ᴇ		cei1	tʂᴇ53
磚	砖	tʂᴇ53	cei1			1	53	c	ei	tʂ	ᴇ		cei1	tʂᴇ53
川	川	tʂʰᴇ53	chei1			1	53	ch	ei	tʂʰ	ᴇ		chei1	tʂʰᴇ53
穿	穿	tʂʰᴇ53	chei1			1	53	ch	ei	tʂʰ	ᴇ		chei1	tʂʰᴇ53
喘	喘	tʂʰᴇ44	chei3			3	44	ch	ei	tʂʰ	ᴇ		chei3	tʂʰᴇ44
串	串	tʂʰᴇ423	chei5			5	423	ch	ei	tʂʰ	ᴇ		chei5	tʂʰᴇ423
船	船	ʐᴇ24	zhei2			2	24	zh	ei	ʐ	ᴇ		zhei2	ʐᴇ24
軟	软	ŋᴇ̃31	ngen4			4	31	ng	en	ŋ	ᴇ̃		ngen4	ŋᴇ̃31
卷	卷	tɕiɤ44	cioe3			3	44	c	ioe	tɕ	iɤ		cioe3	tɕiɤ44
卷	卷	tɕiɤ423	cioe5			5	423	c	ioe	tɕ	iɤ		cioe5	tɕiɤ423
眷	眷	tɕiɤ423	cioe5			5	423	c	ioe	tɕ	iɤ		cioe5	tɕiɤ423
絹	绢	tɕiɤ423	cioe5			5	423	c	ioe	tɕ	iɤ		cioe5	tɕiɤ423
圈	圈	tɕʰiɤ53	chioe1	圆~。		1	53	ch	ioe	tɕʰ	iɤ		chioe1	tɕʰiɤ53
圈	圈	dʑiɤ31	jioe4	养家畜的栅栏：猪~。		4	31	j	ioe	dʑ	iɤ		jioe4	dʑiɤ31
權	权	dʑiɤ24	jioe2			2	24	j	ioe	dʑ	iɤ		jioe2	dʑiɤ24
拳	拳	dʑiɤ24	jioe2			2	24	j	ioe	dʑ	iɤ		jioe2	dʑiɤ24
顴	颧	dʑiɤ24	jioe2			2	24	j	ioe	dʑ	iɤ		jioe2	dʑiɤ24
倦	倦	dʑiɤ213	jioe6			6	213	j	ioe	dʑ	iɤ		jioe6	dʑiɤ213
員	员	ɦiɤ24	yoe2			2	24	y	oe	ɦ	iɤ		yoe2	ɦiɤ24
圓	圆	ɦiɤ24	yoe2			2	24	y	oe	ɦ	iɤ		yoe2	ɦiɤ24
院	院	ɦiɤ213	yoe6			6	213	y	oe	ɦ	iɤ		yoe6	ɦiɤ213
緣	缘	ɦiɤ24	yoe2			2	24	y	oe	ɦ	iɤ		yoe2	ɦiɤ24
鉛	铅	ɦie24	ye2	~山（江西地名）。		2	24	y	e	ɦ	ie		ye2	ɦie24
鉛	铅	kʰæ53	khae1	~笔。		1	53	kh	ae	kʰ	æ		khae1	kʰæ53
沿	沿	ɦie24	ye2			2	24	y	e	ɦ	ie		ye2	ɦie24
捐	捐	tɕiɤ53	cioe1			1	53	c	ioe	tɕ	iɤ		cioe1	tɕiɤ53
涓	涓	tɕiɤ53	cioe1			1	53	c	ioe	tɕ	iɤ		cioe1	tɕiɤ53
