字目	读音	注释	声母	韵母	声调	(声母)	(声母序)	(韵母序)	(调序)	最后一个同音字?1为是	同音字汇(连字音beta!)	声韵组合	最后一个同音异调?1为是	同音字汇(同音异调!)	同音字汇连声韵
蒲	pfʰu44		pfʰ	u	44	pfʰ	6	9	2	0	蒲	pfʰu	0	[2]蒲	pfʰu[2]蒲
莆	pfʰu44		pfʰ	u	44	pfʰ	6	9	2	0	莆	pfʰu	0	[2]蒲莆	pfʰu[2]蒲莆
葡	pfʰu44		pfʰ	u	44	pfʰ	6	9	2	0	葡	pfʰu	0	[2]蒲莆葡	pfʰu[2]蒲莆葡
芙	pfʰu44		pfʰ	u	44	pfʰ	6	9	2	0	芙	pfʰu	0	[2]蒲莆葡芙	pfʰu[2]蒲莆葡芙
菩	pfʰu44	～提	pfʰ	u	44	pfʰ	6	9	2	0	菩{～提}	pfʰu	0	[2]蒲莆葡芙菩{～提}	pfʰu[2]蒲莆葡芙菩{～提}
浮	pfʰu44		pfʰ	u	44	pfʰ	6	9	2	0	浮	pfʰu	0	[2]蒲莆葡芙菩{～提}浮	pfʰu[2]蒲莆葡芙菩{～提}浮
烰	pfʰu44	油炸，本字泡	pfʰ	u	44	pfʰ	6	9	2	1	烰{油炸，本字泡}	pfʰu	0	[2]蒲莆葡芙菩{～提}浮烰{油炸，本字泡}	pfʰu[2]蒲莆葡芙菩{～提}浮烰{油炸，本字泡}
□	pfʰu53	性交；la～，huaʔ～，指吹牛	pfʰ	u	53	pfʰ	6	9	3	1	□{性交；la～，huaʔ～，指吹牛}	pfʰu	1	[2]蒲莆葡芙菩{～提}浮烰{油炸，本字泡}[3]□{性交；la～，huaʔ～，指吹牛}	pfʰu[2]蒲莆葡芙菩{～提}浮烰{油炸，本字泡}[3]□{性交；la～，huaʔ～，指吹牛}
巫	bvu44		bv	u	44	bv	7	9	2	0	巫	bvu	0	[2]巫	bvu[2]巫
誣	bvu44		bv	u	44	bv	7	9	2	0	誣	bvu	0	[2]巫誣	bvu[2]巫誣
蕪	bvu44		bv	u	44	bv	7	9	2	1	蕪	bvu	0	[2]巫誣蕪	bvu[2]巫誣蕪
武	bvu53		bv	u	53	bv	7	9	3	0	武	bvu	0	[2]巫誣蕪[3]武	bvu[2]巫誣蕪[3]武
舞	bvu53		bv	u	53	bv	7	9	3	0	舞	bvu	0	[2]巫誣蕪[3]武舞	bvu[2]巫誣蕪[3]武舞
侮	bvu53		bv	u	53	bv	7	9	3	0	侮	bvu	0	[2]巫誣蕪[3]武舞侮	bvu[2]巫誣蕪[3]武舞侮
撫	bvu53		bv	u	53	bv	7	9	3	0	撫	bvu	0	[2]巫誣蕪[3]武舞侮撫	bvu[2]巫誣蕪[3]武舞侮撫
鹉	bvu53		bv	u	53	bv	7	9	3	1	鹉	bvu	0	[2]巫誣蕪[3]武舞侮撫鹉	bvu[2]巫誣蕪[3]武舞侮撫鹉
務	bvu13		bv	u	13	bv	7	9	4	1	務	bvu	0	[2]巫誣蕪[3]武舞侮撫鹉[4]務	bvu[2]巫誣蕪[3]武舞侮撫鹉[4]務
孵	bvu311		bv	u	311	bv	7	9	6	0	孵	bvu	0	[2]巫誣蕪[3]武舞侮撫鹉[4]務[6]孵	bvu[2]巫誣蕪[3]武舞侮撫鹉[4]務[6]孵
霧	bvu311		bv	u	311	bv	7	9	6	1	霧	bvu	1	[2]巫誣蕪[3]武舞侮撫鹉[4]務[6]孵霧	bvu[2]巫誣蕪[3]武舞侮撫鹉[4]務[6]孵霧
蛛	tu22		t	u	22	t	9	9	1	0	蛛	tu	0	[1]蛛	tu[1]蛛
株	tu22		t	u	22	t	9	9	1	0	株	tu	0	[1]蛛株	tu[1]蛛株
豬	tu22		t	u	22	t	9	9	1	0	豬	tu	0	[1]蛛株豬	tu[1]蛛株豬
誅	tu22		t	u	22	t	9	9	1	1	誅	tu	0	[1]蛛株豬誅	tu[1]蛛株豬誅
除	tu44		t	u	44	t	9	9	2	0	除	tu	0	[1]蛛株豬誅[2]除	tu[1]蛛株豬誅[2]除
锄	tu44	～头	t	u	44	t	9	9	2	0	锄{～头}	tu	0	[1]蛛株豬誅[2]除锄{～头}	tu[1]蛛株豬誅[2]除锄{～头}
鋤	tu44		t	u	44	t	9	9	2	0	鋤	tu	0	[1]蛛株豬誅[2]除锄{～头}鋤	tu[1]蛛株豬誅[2]除锄{～头}鋤
滁	tu44		t	u	44	t	9	9	2	1	滁	tu	0	[1]蛛株豬誅[2]除锄{～头}鋤滁	tu[1]蛛株豬誅[2]除锄{～头}鋤滁
堵	tu53		t	u	53	t	9	9	3	0	堵	tu	0	[1]蛛株豬誅[2]除锄{～头}鋤滁[3]堵	tu[1]蛛株豬誅[2]除锄{～头}鋤滁[3]堵
睹	tu53		t	u	53	t	9	9	3	0	睹	tu	0	[1]蛛株豬誅[2]除锄{～头}鋤滁[3]堵睹	tu[1]蛛株豬誅[2]除锄{～头}鋤滁[3]堵睹
拄	tu53		t	u	53	t	9	9	3	0	拄	tu	0	[1]蛛株豬誅[2]除锄{～头}鋤滁[3]堵睹拄	tu[1]蛛株豬誅[2]除锄{～头}鋤滁[3]堵睹拄
赌	tu53		t	u	53	t	9	9	3	1	赌	tu	0	[1]蛛株豬誅[2]除锄{～头}鋤滁[3]堵睹拄赌	tu[1]蛛株豬誅[2]除锄{～头}鋤滁[3]堵睹拄赌
著	tu21		t	u	21	t	9	9	5	1	著	tu	0	[1]蛛株豬誅[2]除锄{～头}鋤滁[3]堵睹拄赌[5]著	tu[1]蛛株豬誅[2]除锄{～头}鋤滁[3]堵睹拄赌[5]著
箸	tu311		t	u	311	t	9	9	6	1	箸	tu	1	[1]蛛株豬誅[2]除锄{～头}鋤滁[3]堵睹拄赌[5]著[6]箸	tu[1]蛛株豬誅[2]除锄{～头}鋤滁[3]堵睹拄赌[5]著[6]箸
拖	tʰu22	白	tʰ	u	22	tʰ	10	9	1	1	拖{白}	tʰu	0	[1]拖{白}	tʰu[1]拖{白}
徒	tʰu44		tʰ	u	44	tʰ	10	9	2	0	徒	tʰu	0	[1]拖{白}[2]徒	tʰu[1]拖{白}[2]徒
屠	tʰu44		tʰ	u	44	tʰ	10	9	2	0	屠	tʰu	0	[1]拖{白}[2]徒屠	tʰu[1]拖{白}[2]徒屠
途	tʰu44		tʰ	u	44	tʰ	10	9	2	0	途	tʰu	0	[1]拖{白}[2]徒屠途	tʰu[1]拖{白}[2]徒屠途
塗	tʰu44		tʰ	u	44	tʰ	10	9	2	0	塗	tʰu	0	[1]拖{白}[2]徒屠途塗	tʰu[1]拖{白}[2]徒屠途塗
圖	tʰu44		tʰ	u	44	tʰ	10	9	2	0	圖	tʰu	0	[1]拖{白}[2]徒屠途塗圖	tʰu[1]拖{白}[2]徒屠途塗圖
捈	tʰu44		tʰ	u	44	tʰ	10	9	2	1	捈	tʰu	0	[1]拖{白}[2]徒屠途塗圖捈	tʰu[1]拖{白}[2]徒屠途塗圖捈
儲	tʰu53		tʰ	u	53	tʰ	10	9	3	1	儲	tʰu	0	[1]拖{白}[2]徒屠途塗圖捈[3]儲	tʰu[1]拖{白}[2]徒屠途塗圖捈[3]儲
□	tʰu311	拟声词，形容鼾声响	tʰ	u	311	tʰ	10	9	6	1	□{拟声词，形容鼾声响}	tʰu	0	[1]拖{白}[2]徒屠途塗圖捈[3]儲[6]□{拟声词，形容鼾声响}	tʰu[1]拖{白}[2]徒屠途塗圖捈[3]儲[6]□{拟声词，形容鼾声响}
搓	tʰu32	训	tʰ	u	32	tʰ	10	9	7	1	搓{训}	tʰu	1	[1]拖{白}[2]徒屠途塗圖捈[3]儲[6]□{拟声词，形容鼾声响}[7]搓{训}	tʰu[1]拖{白}[2]徒屠途塗圖捈[3]儲[6]□{拟声词，形容鼾声响}[7]搓{训}
擼	lu22		l	u	22	l	11	9	1	1	擼	lu	0	[1]擼	lu[1]擼
顱	lu44		l	u	44	l	11	9	2	0	顱	lu	0	[1]擼[2]顱	lu[1]擼[2]顱
廬	lu44		l	u	44	l	11	9	2	0	廬	lu	0	[1]擼[2]顱廬	lu[1]擼[2]顱廬
驢	lu44		l	u	44	l	11	9	2	0	驢	lu	0	[1]擼[2]顱廬驢	lu[1]擼[2]顱廬驢
勞	lu44		l	u	44	l	11	9	2	1	勞	lu	0	[1]擼[2]顱廬驢勞	lu[1]擼[2]顱廬驢勞
旅	lu53		l	u	53	l	11	9	3	0	旅	lu	0	[1]擼[2]顱廬驢勞[3]旅	lu[1]擼[2]顱廬驢勞[3]旅
汝	lu53		l	u	53	l	11	9	3	0	汝	lu	0	[1]擼[2]顱廬驢勞[3]旅汝	lu[1]擼[2]顱廬驢勞[3]旅汝
你	lu53	训	l	u	53	l	11	9	3	0	你{训}	lu	0	[1]擼[2]顱廬驢勞[3]旅汝你{训}	lu[1]擼[2]顱廬驢勞[3]旅汝你{训}
魯	lu53		l	u	53	l	11	9	3	0	魯	lu	0	[1]擼[2]顱廬驢勞[3]旅汝你{训}魯	lu[1]擼[2]顱廬驢勞[3]旅汝你{训}魯
縷	lu53		l	u	53	l	11	9	3	0	縷	lu	0	[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷	lu[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷
屢	lu53		l	u	53	l	11	9	3	0	屢	lu	0	[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢	lu[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢
摟	lu53		l	u	53	l	11	9	3	0	摟	lu	0	[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢摟	lu[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢摟
攄	lu53		l	u	53	l	11	9	3	0	攄	lu	0	[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢摟攄	lu[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢摟攄
您	lu53		l	u	53	l	11	9	3	1	您	lu	0	[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢摟攄您	lu[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢摟攄您
呂	lu13		l	u	13	l	11	9	4	0	呂	lu	0	[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢摟攄您[4]呂	lu[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢摟攄您[4]呂
鋁	lu13		l	u	13	l	11	9	4	0	鋁	lu	0	[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢摟攄您[4]呂鋁	lu[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢摟攄您[4]呂鋁
慮	lu13		l	u	13	l	11	9	4	0	慮	lu	0	[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢摟攄您[4]呂鋁慮	lu[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢摟攄您[4]呂鋁慮
濾	lu13		l	u	13	l	11	9	4	0	濾	lu	0	[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢摟攄您[4]呂鋁慮濾	lu[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢摟攄您[4]呂鋁慮濾
榈	lu13		l	u	13	l	11	9	4	0	榈	lu	0	[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢摟攄您[4]呂鋁慮濾榈	lu[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢摟攄您[4]呂鋁慮濾榈
侶	lu13		l	u	13	l	11	9	4	1	侶	lu	1	[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢摟攄您[4]呂鋁慮濾榈侶	lu[1]擼[2]顱廬驢勞[3]旅汝你{训}魯縷屢摟攄您[4]呂鋁慮濾榈侶
朱	tsu22		ts	u	22	ts	13	9	1	0	朱	tsu	0	[1]朱	tsu[1]朱
珠	tsu22		ts	u	22	ts	13	9	1	0	珠	tsu	0	[1]朱珠	tsu[1]朱珠
姿	tsu22		ts	u	22	ts	13	9	1	0	姿	tsu	0	[1]朱珠姿	tsu[1]朱珠姿
滋	tsu22		ts	u	22	ts	13	9	1	0	滋	tsu	0	[1]朱珠姿滋	tsu[1]朱珠姿滋
淄	tsu22		ts	u	22	ts	13	9	1	0	淄	tsu	0	[1]朱珠姿滋淄	tsu[1]朱珠姿滋淄
之	tsu22		ts	u	22	ts	13	9	1	0	之	tsu	0	[1]朱珠姿滋淄之	tsu[1]朱珠姿滋淄之
芝	tsu22		ts	u	22	ts	13	9	1	0	芝	tsu	0	[1]朱珠姿滋淄之芝	tsu[1]朱珠姿滋淄之芝
組	tsu22		ts	u	22	ts	13	9	1	0	組	tsu	0	[1]朱珠姿滋淄之芝組	tsu[1]朱珠姿滋淄之芝組
諸	tsu22		ts	u	22	ts	13	9	1	0	諸	tsu	0	[1]朱珠姿滋淄之芝組諸	tsu[1]朱珠姿滋淄之芝組諸
書	tsu22		ts	u	22	ts	13	9	1	0	書	tsu	0	[1]朱珠姿滋淄之芝組諸書	tsu[1]朱珠姿滋淄之芝組諸書
資	tsu22		ts	u	22	ts	13	9	1	0	資	tsu	0	[1]朱珠姿滋淄之芝組諸書資	tsu[1]朱珠姿滋淄之芝組諸書資
諮	tsu22		ts	u	22	ts	13	9	1	0	諮	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮	tsu[1]朱珠姿滋淄之芝組諸書資諮
俎	tsu22		ts	u	22	ts	13	9	1	0	俎	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮俎	tsu[1]朱珠姿滋淄之芝組諸書資諮俎
兹	tsu22		ts	u	22	ts	13	9	1	0	兹	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮俎兹	tsu[1]朱珠姿滋淄之芝組諸書資諮俎兹
潴	tsu22		ts	u	22	ts	13	9	1	0	潴	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮俎兹潴	tsu[1]朱珠姿滋淄之芝組諸書資諮俎兹潴
孜	tsu22		ts	u	22	ts	13	9	1	1	孜	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜	tsu[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜
薯	tsu44		ts	u	44	ts	13	9	2	1	薯	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯	tsu[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯
煮	tsu53		ts	u	53	ts	13	9	3	0	煮	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮	tsu[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮
主	tsu53		ts	u	53	ts	13	9	3	0	主	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主	tsu[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主
子	tsu53		ts	u	53	ts	13	9	3	0	子	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子	tsu[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子
梓	tsu53		ts	u	53	ts	13	9	3	0	梓	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓	tsu[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓
丶	tsu53		ts	u	53	ts	13	9	3	0	丶	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶	tsu[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶
乼	tsu53		ts	u	53	ts	13	9	3	0	乼	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼	tsu[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼
渚	tsu53		ts	u	53	ts	13	9	3	0	渚	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼渚	tsu[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼渚
煑	tsu53		ts	u	53	ts	13	9	3	1	煑	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼渚煑	tsu[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼渚煑
聚	tsu13		ts	u	13	ts	13	9	4	0	聚	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼渚煑[4]聚	tsu[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼渚煑[4]聚
住	tsu13		ts	u	13	ts	13	9	4	0	住	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼渚煑[4]聚住	tsu[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼渚煑[4]聚住
自	tsu13		ts	u	13	ts	13	9	4	0	自	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼渚煑[4]聚住自	tsu[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼渚煑[4]聚住自
佇	tsu13	～立	ts	u	13	ts	13	9	4	1	佇{～立}	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼渚煑[4]聚住自佇{～立}	tsu[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼渚煑[4]聚住自佇{～立}
注	tsu21		ts	u	21	ts	13	9	5	0	注	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼渚煑[4]聚住自佇{～立}[5]注	tsu[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼渚煑[4]聚住自佇{～立}[5]注
蛀	tsu21		ts	u	21	ts	13	9	5	0	蛀	tsu	0	[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼渚煑[4]聚住自佇{～立}[5]注蛀	tsu[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼渚煑[4]聚住自佇{～立}[5]注蛀
駐	tsu21		ts	u	21	ts	13	9	5	1	駐	tsu	1	[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼渚煑[4]聚住自佇{～立}[5]注蛀駐	tsu[1]朱珠姿滋淄之芝組諸書資諮俎兹潴孜[2]薯[3]煮主子梓丶乼渚煑[4]聚住自佇{～立}[5]注蛀駐
疵	tsʰu22		tsʰ	u	22	tsʰ	14	9	1	0	疵	tsʰu	0	[1]疵	tsʰu[1]疵
趨	tsʰu22		tsʰ	u	22	tsʰ	14	9	1	0	趨	tsʰu	0	[1]疵趨	tsʰu[1]疵趨
刍	tsʰu22		tsʰ	u	22	tsʰ	14	9	1	1	刍	tsʰu	0	[1]疵趨刍	tsʰu[1]疵趨刍
徐	tsʰu44		tsʰ	u	44	tsʰ	14	9	2	0	徐	tsʰu	0	[1]疵趨刍[2]徐	tsʰu[1]疵趨刍[2]徐
雌	tsʰu44		tsʰ	u	44	tsʰ	14	9	2	0	雌	tsʰu	0	[1]疵趨刍[2]徐雌	tsʰu[1]疵趨刍[2]徐雌
瓷	tsʰu44		tsʰ	u	44	tsʰ	14	9	2	0	瓷	tsʰu	0	[1]疵趨刍[2]徐雌瓷	tsʰu[1]疵趨刍[2]徐雌瓷
慈	tsʰu44		tsʰ	u	44	tsʰ	14	9	2	0	慈	tsʰu	0	[1]疵趨刍[2]徐雌瓷慈	tsʰu[1]疵趨刍[2]徐雌瓷慈
磁	tsʰu44		tsʰ	u	44	tsʰ	14	9	2	0	磁	tsʰu	0	[1]疵趨刍[2]徐雌瓷慈磁	tsʰu[1]疵趨刍[2]徐雌瓷慈磁
雛	tsʰu44		tsʰ	u	44	tsʰ	14	9	2	0	雛	tsʰu	0	[1]疵趨刍[2]徐雌瓷慈磁雛	tsʰu[1]疵趨刍[2]徐雌瓷慈磁雛
兹	tsʰu44		tsʰ	u	44	tsʰ	14	9	2	1	兹	tsʰu	0	[1]疵趨刍[2]徐雌瓷慈磁雛兹	tsʰu[1]疵趨刍[2]徐雌瓷慈磁雛兹
取	tsʰu53		tsʰ	u	53	tsʰ	14	9	3	0	取	tsʰu	0	[1]疵趨刍[2]徐雌瓷慈磁雛兹[3]取	tsʰu[1]疵趨刍[2]徐雌瓷慈磁雛兹[3]取
娶	tsʰu53		tsʰ	u	53	tsʰ	14	9	3	0	娶	tsʰu	0	[1]疵趨刍[2]徐雌瓷慈磁雛兹[3]取娶	tsʰu[1]疵趨刍[2]徐雌瓷慈磁雛兹[3]取娶
此	tsʰu53		tsʰ	u	53	tsʰ	14	9	3	0	此	tsʰu	0	[1]疵趨刍[2]徐雌瓷慈磁雛兹[3]取娶此	tsʰu[1]疵趨刍[2]徐雌瓷慈磁雛兹[3]取娶此
鼠	tsʰu53		tsʰ	u	53	tsʰ	14	9	3	1	鼠	tsʰu	0	[1]疵趨刍[2]徐雌瓷慈磁雛兹[3]取娶此鼠	tsʰu[1]疵趨刍[2]徐雌瓷慈磁雛兹[3]取娶此鼠
措	tsʰu21		tsʰ	u	21	tsʰ	14	9	5	0	措	tsʰu	0	[1]疵趨刍[2]徐雌瓷慈磁雛兹[3]取娶此鼠[5]措	tsʰu[1]疵趨刍[2]徐雌瓷慈磁雛兹[3]取娶此鼠[5]措
趣	tsʰu21		tsʰ	u	21	tsʰ	14	9	5	0	趣	tsʰu	0	[1]疵趨刍[2]徐雌瓷慈磁雛兹[3]取娶此鼠[5]措趣	tsʰu[1]疵趨刍[2]徐雌瓷慈磁雛兹[3]取娶此鼠[5]措趣
次	tsʰu21		tsʰ	u	21	tsʰ	14	9	5	0	次	tsʰu	0	[1]疵趨刍[2]徐雌瓷慈磁雛兹[3]取娶此鼠[5]措趣次	tsʰu[1]疵趨刍[2]徐雌瓷慈磁雛兹[3]取娶此鼠[5]措趣次
處	tsʰu21		tsʰ	u	21	tsʰ	14	9	5	0	處	tsʰu	0	[1]疵趨刍[2]徐雌瓷慈磁雛兹[3]取娶此鼠[5]措趣次處	tsʰu[1]疵趨刍[2]徐雌瓷慈磁雛兹[3]取娶此鼠[5]措趣次處
乲	tsʰu21		tsʰ	u	21	tsʰ	14	9	5	1	乲	tsʰu	1	[1]疵趨刍[2]徐雌瓷慈磁雛兹[3]取娶此鼠[5]措趣次處乲	tsʰu[1]疵趨刍[2]徐雌瓷慈磁雛兹[3]取娶此鼠[5]措趣次處乲
如	dzu44		dz	u	44	dz	15	9	2	0	如	dzu	0	[2]如	dzu[2]如
儒	dzu44		dz	u	44	dz	15	9	2	0	儒	dzu	0	[2]如儒	dzu[2]如儒
俞	dzu44		dz	u	44	dz	15	9	2	0	俞	dzu	0	[2]如儒俞	dzu[2]如儒俞
逾	dzu44		dz	u	44	dz	15	9	2	0	逾	dzu	0	[2]如儒俞逾	dzu[2]如儒俞逾
而	dzu44		dz	u	44	dz	15	9	2	0	而	dzu	0	[2]如儒俞逾而	dzu[2]如儒俞逾而
揉	dzu44		dz	u	44	dz	15	9	2	0	揉	dzu	0	[2]如儒俞逾而揉	dzu[2]如儒俞逾而揉
髵	dzu44	乱	dz	u	44	dz	15	9	2	1	髵{乱}	dzu	0	[2]如儒俞逾而揉髵{乱}	dzu[2]如儒俞逾而揉髵{乱}
汝	dzu53		dz	u	53	dz	15	9	3	0	汝	dzu	0	[2]如儒俞逾而揉髵{乱}[3]汝	dzu[2]如儒俞逾而揉髵{乱}[3]汝
乳	dzu53		dz	u	53	dz	15	9	3	0	乳	dzu	0	[2]如儒俞逾而揉髵{乱}[3]汝乳	dzu[2]如儒俞逾而揉髵{乱}[3]汝乳
愈	dzu53		dz	u	53	dz	15	9	3	0	愈	dzu	0	[2]如儒俞逾而揉髵{乱}[3]汝乳愈	dzu[2]如儒俞逾而揉髵{乱}[3]汝乳愈
耳	dzu53		dz	u	53	dz	15	9	3	0	耳	dzu	0	[2]如儒俞逾而揉髵{乱}[3]汝乳愈耳	dzu[2]如儒俞逾而揉髵{乱}[3]汝乳愈耳
尓	dzu53		dz	u	53	dz	15	9	3	0	尓	dzu	0	[2]如儒俞逾而揉髵{乱}[3]汝乳愈耳尓	dzu[2]如儒俞逾而揉髵{乱}[3]汝乳愈耳尓
尔	dzu53		dz	u	53	dz	15	9	3	0	尔	dzu	0	[2]如儒俞逾而揉髵{乱}[3]汝乳愈耳尓尔	dzu[2]如儒俞逾而揉髵{乱}[3]汝乳愈耳尓尔
爾	dzu53		dz	u	53	dz	15	9	3	0	爾	dzu	0	[2]如儒俞逾而揉髵{乱}[3]汝乳愈耳尓尔爾	dzu[2]如儒俞逾而揉髵{乱}[3]汝乳愈耳尓尔爾
迩	dzu53		dz	u	53	dz	15	9	3	1	迩	dzu	0	[2]如儒俞逾而揉髵{乱}[3]汝乳愈耳尓尔爾迩	dzu[2]如儒俞逾而揉髵{乱}[3]汝乳愈耳尓尔爾迩
喩	dzu13		dz	u	13	dz	15	9	4	0	喩	dzu	0	[2]如儒俞逾而揉髵{乱}[3]汝乳愈耳尓尔爾迩[4]喩	dzu[2]如儒俞逾而揉髵{乱}[3]汝乳愈耳尓尔爾迩[4]喩
裕	dzu13		dz	u	13	dz	15	9	4	0	裕	dzu	0	[2]如儒俞逾而揉髵{乱}[3]汝乳愈耳尓尔爾迩[4]喩裕	dzu[2]如儒俞逾而揉髵{乱}[3]汝乳愈耳尓尔爾迩[4]喩裕
吁	dzu13	呼～	dz	u	13	dz	15	9	4	0	吁{呼～}	dzu	0	[2]如儒俞逾而揉髵{乱}[3]汝乳愈耳尓尔爾迩[4]喩裕吁{呼～}	dzu[2]如儒俞逾而揉髵{乱}[3]汝乳愈耳尓尔爾迩[4]喩裕吁{呼～}
喻	dzu13		dz	u	13	dz	15	9	4	1	喻	dzu	1	[2]如儒俞逾而揉髵{乱}[3]汝乳愈耳尓尔爾迩[4]喩裕吁{呼～}喻	dzu[2]如儒俞逾而揉髵{乱}[3]汝乳愈耳尓尔爾迩[4]喩裕吁{呼～}喻
胥	su22		s	u	22	s	16	9	1	0	胥	su	0	[1]胥	su[1]胥
舒	su22		s	u	22	s	16	9	1	0	舒	su	0	[1]胥舒	su[1]胥舒
需	su22		s	u	22	s	16	9	1	0	需	su	0	[1]胥舒需	su[1]胥舒需
斯	su22		s	u	22	s	16	9	1	0	斯	su	0	[1]胥舒需斯	su[1]胥舒需斯
私	su22	文	s	u	22	s	16	9	1	0	私{文}	su	0	[1]胥舒需斯私{文}	su[1]胥舒需斯私{文}
司	su22		s	u	22	s	16	9	1	0	司	su	0	[1]胥舒需斯私{文}司	su[1]胥舒需斯私{文}司
思	su22	～考	s	u	22	s	16	9	1	0	思{～考}	su	0	[1]胥舒需斯私{文}司思{～考}	su[1]胥舒需斯私{文}司思{～考}
紓	su22		s	u	22	s	16	9	1	0	紓	su	0	[1]胥舒需斯私{文}司思{～考}紓	su[1]胥舒需斯私{文}司思{～考}紓
須	su22		s	u	22	s	16	9	1	0	須	su	0	[1]胥舒需斯私{文}司思{～考}紓須	su[1]胥舒需斯私{文}司思{～考}紓須
輸	su22		s	u	22	s	16	9	1	0	輸	su	0	[1]胥舒需斯私{文}司思{～考}紓須輸	su[1]胥舒需斯私{文}司思{～考}紓須輸
師	su22		s	u	22	s	16	9	1	0	師	su	0	[1]胥舒需斯私{文}司思{～考}紓須輸師	su[1]胥舒需斯私{文}司思{～考}紓須輸師
