正體	简体	国际音标（丰利）	声调符号	国际音标带调（丰利）	调值	调类	泰如拼音（丰利）	泰如拼音带调（丰利）	备注
耶	耶	iɑ	˨˩	iɑ˨˩	21	1	ia	ia1	
爺	爷	iɑ	˨˦	iɑ˨˦	24	2	ia	ia2	父親
衙	衙	iɑ	˨˦	iɑ˨˦	24	2	ia	ia2	
也	也	iɑ	˧˨˨	iɑ˧˨˨	322	3	ia	ia3	
野	野	iɑ	˧˨˨	iɑ˧˨˨	322	3	ia	ia3	
雅	雅	iɑ	˧˨˨	iɑ˧˨˨	322	3	ia	ia3	
亞	亚	iɑ	˦˥	iɑ˦˥	45	5	ia	ia5	
夜	夜	iɑ	˧	iɑ˧	33	6	ia	ia6	
訝	讶	iɑ	˧	iɑ˧	33	6	ia	ia6	
喲	哟	iaʔ		iaʔ	0	0	iah	iah0	
約	约	iaʔ	˦˥	iaʔ˦˥	45	7	iah	iah7	
樂	乐	iaʔ	˧	iaʔ˧	33	8	iah	iah8	
藥	药	iaʔ	˧	iaʔ˧	33	8	iah	iah8	
鑰	钥	iaʔ	˧	iaʔ˧	33	8	iah	iah8	
央	央	iã	˨˩	iã˨˩	21	1	ian	ian1	
秧	秧	iã	˨˩	iã˨˩	21	1	ian	ian1	
殃	殃	iã	˨˩	iã˨˩	21	1	ian	ian1	
鴦	鸯	iã	˨˩	iã˨˩	21	1	ian	ian1	
陽	阳	iã	˨˦	iã˨˦	24	2	ian	ian2	
洋	洋	iã	˨˦	iã˨˦	24	2	ian	ian2	
揚	扬	iã	˨˦	iã˨˦	24	2	ian	ian2	
楊	杨	iã	˨˦	iã˨˦	24	2	ian	ian2	
羊	羊	iã	˨˦	iã˨˦	24	2	ian	ian2	
瘍	疡	iã	˨˦	iã˨˦	24	2	ian	ian2	
颺	扬	iã	˨˦	iã˨˦	24	2	ian	ian2	
養	养	iã	˧˨˨	iã˧˨˨	322	3	ian	ian3	
氧	氧	iã	˧˨˨	iã˧˨˨	322	3	ian	ian3	
仰	仰	iã	˧˨˨	iã˧˨˨	322	3	ian	ian3	文讀
癢	痒	iã	˧˨˨	iã˧˨˨	322	3	ian	ian3	
䬬	䬬	iã	˦˥	iã˦˥	45	5	ian	ian5	膩
漾	漾	iã	˧	iã˧	33	6	ian	ian6	
樣	样	iã	˧	iã˧	33	6	ian	ian6	
一	一	iəʔ	˦˥	iəʔ˦˥	45	7	ieh	ieh7	
益	益	iəʔ	˦˥	iəʔ˦˥	45	7	ieh	ieh7	
乙	乙	iəʔ	˦˥	iəʔ˦˥	45	7	ieh	ieh7	
抑	抑	iəʔ	˦˥	iəʔ˦˥	45	7	ieh	ieh7	
壹	壹	iəʔ	˦˥	iəʔ˦˥	45	7	ieh	ieh7	
憶	忆	iəʔ	˦˥	iəʔ˦˥	45	7	ieh	ieh7	～頭
亦	亦	iəʔ	˦˥	iəʔ˦˥	45	7	ieh	ieh7	
翼	翼	iəʔ	˦˥	iəʔ˦˥	45	7	ieh	ieh7	
驛	驿	iəʔ	˦˥	iəʔ˦˥	45	7	ieh	ieh7	～站
易	易	iəʔ	˧	iəʔ˧	33	8	ieh	ieh8	
譯	译	iəʔ	˧	iəʔ˧	33	8	ieh	ieh8	
音	音	iŋ	˨˩	iŋ˨˩	21	1	ien	ien1	
英	英	iŋ	˨˩	iŋ˨˩	21	1	ien	ien1	
陰	阴	iŋ	˨˩	iŋ˨˩	21	1	ien	ien1	
姻	姻	iŋ	˨˩	iŋ˨˩	21	1	ien	ien1	
嬰	婴	iŋ	˨˩	iŋ˨˩	21	1	ien	ien1	
櫻	樱	iŋ	˨˩	iŋ˨˩	21	1	ien	ien1	
鷹	鹰	iŋ	˨˩	iŋ˨˩	21	1	ien	ien1	
纓	缨	iŋ	˨˩	iŋ˨˩	21	1	ien	ien1	
鸚	鹦	iŋ	˨˩	iŋ˨˩	21	1	ien	ien1	
應	应	iŋ	˨˩	iŋ˨˩	21	1	ien	ien1	
因	因	iŋ	˨˩	iŋ˨˩	21	1	ien	ien1	
營	营	iŋ	˨˦	iŋ˨˦	24	2	ien	ien2	
銀	银	iŋ	˨˦	iŋ˨˦	24	2	ien	ien2	
迎	迎	iŋ	˨˦	iŋ˨˦	24	2	ien	ien2	
盈	盈	iŋ	˨˦	iŋ˨˦	24	2	ien	ien2	
吟	吟	iŋ	˨˦	iŋ˨˦	24	2	ien	ien2	
贏	赢	iŋ	˨˦	iŋ˨˦	24	2	ien	ien2	
寅	寅	iŋ	˨˦	iŋ˨˦	24	2	ien	ien2	
蠅	蝇	iŋ	˨˦	iŋ˨˦	24	2	ien	ien2	
影	影	iŋ	˧˨˨	iŋ˧˨˨	322	3	ien	ien3	
引	引	iŋ	˧˨˨	iŋ˧˨˨	322	3	ien	ien3	
隱	隐	iŋ	˧˨˨	iŋ˧˨˨	322	3	ien	ien3	
飲	饮	iŋ	˧˨˨	iŋ˧˨˨	322	3	ien	ien3	
癮	瘾	iŋ	˧˨˨	iŋ˧˨˨	322	3	ien	ien3	
印	印	iŋ	˦˥	iŋ˦˥	45	5	ien	ien5	
映	映	iŋ	˦˥	iŋ˦˥	45	5	ien	ien5	
洇	洇	iŋ	˦˥	iŋ˦˥	45	5	ien	ien5	
應	应	iŋ	˦˥	iŋ˦˥	45	5	ien	ien5	
咽	咽	iʔ	˦˥	iʔ˦˥	45	7	ih	ih7	
噎	噎	iʔ	˦˥	iʔ˦˥	45	7	ih	ih7	
葉	叶	iʔ	˧	iʔ˧	33	8	ih	ih8	
頁	页	iʔ	˧	iʔ˧	33	8	ih	ih8	
業	业	iʔ	˧	iʔ˧	33	8	ih	ih8	
煙	烟	ĩ	˨˩	ĩ˨˩	21	1	in	in1	
咽	咽	ĩ	˨˩	ĩ˨˩	21	1	in	in1	
腌	腌	ĩ	˨˩	ĩ˨˩	21	1	in	in1	
菸	烟	ĩ	˨˩	ĩ˨˩	21	1	in	in1	
研	研	ĩ	˨˦	ĩ˨˦	24	2	in	in2	
嚴	严	ĩ	˨˦	ĩ˨˦	24	2	in	in2	
言	言	ĩ	˨˦	ĩ˨˦	24	2	in	in2	
鹽	盐	ĩ	˨˦	ĩ˨˦	24	2	in	in2	
延	延	ĩ	˨˦	ĩ˨˦	24	2	in	in2	
沿	沿	ĩ	˨˦	ĩ˨˦	24	2	in	in2	
炎	炎	ĩ	˨˦	ĩ˨˦	24	2	in	in2	
檐	檐	ĩ	˨˦	ĩ˨˦	24	2	in	in2	
閻	阎	ĩ	˨˦	ĩ˨˦	24	2	in	in2	
筵	筵	ĩ	˨˦	ĩ˨˦	24	2	in	in2	
芫	芫	ĩ	˨˦	ĩ˨˦	24	2	in	in2	
妍	妍	ĩ	˨˦	ĩ˨˦	24	2	in	in2	
演	演	ĩ	˧˨˨	ĩ˧˨˨	322	3	in	in3	
掩	掩	ĩ	˧˨˨	ĩ˧˨˨	322	3	in	in3	
縯	演	ĩ	˧˨˨	ĩ˧˨˨	322	3	in	in3	
燕	燕	ĩ	˦˥	ĩ˦˥	45	5	in	in5	
宴	宴	ĩ	˦˥	ĩ˦˥	45	5	in	in5	
厭	厌	ĩ	˦˥	ĩ˦˥	45	5	in	in5	
堰	堰	ĩ	˦˥	ĩ˦˥	45	5	in	in5	
䞁	𬥺	ĩ	˦˥	ĩ˦˥	45	5	in	in5	比較
焰	焰	ĩ	˦˥	ĩ˦˥	45	5	in	in5	
艷	艳	ĩ	˦˥	ĩ˦˥	45	5	in	in5	
諺	谚	ĩ	˦˥	ĩ˦˥	45	5	in	in5	
驗	验	ĩ	˧	ĩ˧	33	6	in	in6	
要	要	iɔ	˨˩	iɔ˨˩	21	1	io	io1	
腰	腰	iɔ	˨˩	iɔ˨˩	21	1	io	io1	
邀	邀	iɔ	˨˩	iɔ˨˩	21	1	io	io1	
妖	妖	iɔ	˨˩	iɔ˨˩	21	1	io	io1	
吆	吆	iɔ	˨˩	iɔ˨˩	21	1	io	io1	
夭	夭	iɔ	˨˩	iɔ˨˩	21	1	io	io1	
搖	摇	iɔ	˨˦	iɔ˨˦	24	2	io	io2	
姚	姚	iɔ	˨˦	iɔ˨˦	24	2	io	io2	
遙	遥	iɔ	˨˦	iɔ˨˦	24	2	io	io2	
窯	窑	iɔ	˨˦	iɔ˨˦	24	2	io	io2	
謠	谣	iɔ	˨˦	iɔ˨˦	24	2	io	io2	
堯	尧	iɔ	˨˦	iɔ˨˦	24	2	io	io2	
舀	舀	iɔ	˧˨˨	iɔ˧˨˨	322	3	io	io3	
要	要	iɔ	˦˥	iɔ˦˥	45	5	io	io5	
耀	耀	iɔ	˦˥	iɔ˦˥	45	5	io	io5	
燿	耀	iɔ	˦˥	iɔ˦˥	45	5	io	io5	
曜	曜	iɔ	˦˥	iɔ˦˥	45	5	io	io5	
鷂	鹞	iɔ	˧	iɔ˧	33	6	io	io6	～子
唷	唷	iɔʔ		iɔʔ	0	0	ioh	ioh0	
郁	郁	iɔʔ	˦˥	iɔʔ˦˥	45	7	ioh	ioh7	
拗	拗	iɔʔ	˦˥	iɔʔ˦˥	45	7	ioh	ioh7	
玉	玉	iɔʔ	˦˥	iɔʔ˦˥	45	7	ioh	ioh7	～皇
浴	浴	iɔʔ	˦˥	iɔʔ˦˥	45	7	ioh	ioh7	
育	育	iɔʔ	˧	iɔʔ˧	33	8	ioh	ioh8	
欲	欲	iɔʔ	˧	iɔʔ˧	33	8	ioh	ioh8	
獄	狱	iɔʔ	˧	iɔʔ˧	33	8	ioh	ioh8	
慾	欲	iɔʔ	˧	iɔʔ˧	33	8	ioh	ioh8	
雍	雍	iɔŋ	˨˩	iɔŋ˨˩	21	1	ion	ion1	
臃	臃	iɔŋ	˨˩	iɔŋ˨˩	21	1	ion	ion1	
容	容	iɔŋ	˨˦	iɔŋ˨˦	24	2	ion	ion2	
溶	溶	iɔŋ	˨˦	iɔŋ˨˦	24	2	ion	ion2	
雄	雄	iɔŋ	˨˦	iɔŋ˨˦	24	2	ion	ion2	白讀
榮	荣	iɔŋ	˨˦	iɔŋ˨˦	24	2	ion	ion2	
熔	熔	iɔŋ	˨˦	iɔŋ˨˦	24	2	ion	ion2	
融	融	iɔŋ	˨˦	iɔŋ˨˦	24	2	ion	ion2	
蓉	蓉	iɔŋ	˨˦	iɔŋ˨˦	24	2	ion	ion2	
勇	勇	iɔŋ	˧˨˨	iɔŋ˧˨˨	322	3	ion	ion3	
擁	拥	iɔŋ	˧˨˨	iɔŋ˧˨˨	322	3	ion	ion3	
湧	涌	iɔŋ	˧˨˨	iɔŋ˧˨˨	322	3	ion	ion3	
泳	泳	iɔŋ	˧˨˨	iɔŋ˧˨˨	322	3	ion	ion3	
永	永	iɔŋ	˧˨˨	iɔŋ˧˨˨	322	3	ion	ion3	
詠	咏	iɔŋ	˧˨˨	iɔŋ˧˨˨	322	3	ion	ion3	
涌	涌	iɔŋ	˧˨˨	iɔŋ˧˨˨	322	3	ion	ion3	
壅	壅	iɔŋ	˦˥	iɔŋ˦˥	45	5	ion	ion5	堆積
用	用	iɔŋ	˧	iɔŋ˧	33	6	ion	ion6	
佣	佣	iɔŋ	˧	iɔŋ˧	33	6	ion	ion6	
優	优	iʊ	˨˩	iʊ˨˩	21	1	iu	iu1	
憂	忧	iʊ	˨˩	iʊ˨˩	21	1	iu	iu1	
悠	悠	iʊ	˨˩	iʊ˨˩	21	1	iu	iu1	
幽	幽	iʊ	˨˩	iʊ˨˩	21	1	iu	iu1	
油	油	iʊ	˨˦	iʊ˨˦	24	2	iu	iu2	
游	游	iʊ	˨˦	iʊ˨˦	24	2	iu	iu2	
尤	尤	iʊ	˨˦	iʊ˨˦	24	2	iu	iu2	
遊	游	iʊ	˨˦	iʊ˨˦	24	2	iu	iu2	
郵	邮	iʊ	˨˦	iʊ˨˦	24	2	iu	iu2	
猶	犹	iʊ	˨˦	iʊ˨˦	24	2	iu	iu2	
魷	鱿	iʊ	˨˦	iʊ˨˦	24	2	iu	iu2	
由	由	iʊ	˨˦	iʊ˨˦	24	2	iu	iu2	
有	有	iʊ	˧˨˨	iʊ˧˨˨	322	3	iu	iu3	
友	友	iʊ	˧˨˨	iʊ˧˨˨	322	3	iu	iu3	
酉	酉	iʊ	˧˨˨	iʊ˧˨˨	322	3	iu	iu3	
幼	幼	iʊ	˦˥	iʊ˦˥	45	5	iu	iu5	
右	右	iʊ	˧	iʊ˧	33	6	iu	iu6	
佑	佑	iʊ	˧	iʊ˧	33	6	iu	iu6	
柚	柚	iʊ	˧	iʊ˧	33	6	iu	iu6	
又	又	iʊ	˧	iʊ˧	33	6	iu	iu6	
祐	祐	iʊ	˧	iʊ˧	33	6	iu	iu6	
月	月	iʊʔ	˧	iʊʔ˧	33	8	iuh	iuh8	
越	越	iʊʔ	˧	iʊʔ˧	33	8	iuh	iuh8	
閱	阅	iʊʔ	˧	iʊʔ˧	33	8	iuh	iuh8	
悅	悦	iʊʔ	˧	iʊʔ˧	33	8	iuh	iuh8	
冤	冤	iʊ̃ᵘ̃	˨˩	iʊ̃ᵘ̃˨˩	21	1	iun	iun1	
淵	渊	iʊ̃ᵘ̃	˨˩	iʊ̃ᵘ̃˨˩	21	1	iun	iun1	
鴛	鸳	iʊ̃ᵘ̃	˨˩	iʊ̃ᵘ̃˨˩	21	1	iun	iun1	
員	员	iʊ̃ᵘ̃	˨˦	iʊ̃ᵘ̃˨˦	24	2	iun	iun2	
元	元	iʊ̃ᵘ̃	˨˦	iʊ̃ᵘ̃˨˦	24	2	iun	iun2	
圓	圆	iʊ̃ᵘ̃	˨˦	iʊ̃ᵘ̃˨˦	24	2	iun	iun2	
源	源	iʊ̃ᵘ̃	˨˦	iʊ̃ᵘ̃˨˦	24	2	iun	iun2	
袁	袁	iʊ̃ᵘ̃	˨˦	iʊ̃ᵘ̃˨˦	24	2	iun	iun2	
園	园	iʊ̃ᵘ̃	˨˦	iʊ̃ᵘ̃˨˦	24	2	iun	iun2	
援	援	iʊ̃ᵘ̃	˨˦	iʊ̃ᵘ̃˨˦	24	2	iun	iun2	
緣	缘	iʊ̃ᵘ̃	˨˦	iʊ̃ᵘ̃˨˦	24	2	iun	iun2	
原	原	iʊ̃ᵘ̃	˨˦	iʊ̃ᵘ̃˨˦	24	2	iun	iun2	
遠	远	iʊ̃ᵘ̃	˧˨˨	iʊ̃ᵘ̃˧˨˨	322	3	iun	iun3	
怨	怨	iʊ̃ᵘ̃	˦˥	iʊ̃ᵘ̃˦˥	45	5	iun	iun5	
院	院	iʊ̃ᵘ̃	˧	iʊ̃ᵘ̃˧	33	6	iun	iun6	
願	愿	iʊ̃ᵘ̃	˧	iʊ̃ᵘ̃˧	33	6	iun	iun6	
低	低	tʃɨᶨ	˨˩	tʃɨᶨ˨˩	21	1	ji	ji1	
基	基	tʃɨᶨ	˨˩	tʃɨᶨ˨˩	21	1	ji	ji1	
期	期	tʃɨᶨ	˨˩	tʃɨᶨ˨˩	21	1	ji	ji1	
幾	几	tʃɨᶨ	˨˩	tʃɨᶨ˨˩	21	1	ji	ji1	
雞	鸡	tʃɨᶨ	˨˩	tʃɨᶨ˨˩	21	1	ji	ji1	
奇	奇	tʃɨᶨ	˨˩	tʃɨᶨ˨˩	21	1	ji	ji1	
肌	肌	tʃɨᶨ	˨˩	tʃɨᶨ˨˩	21	1	ji	ji1	
饑	饥	tʃɨᶨ	˨˩	tʃɨᶨ˨˩	21	1	ji	ji1	
姬	姬	tʃɨᶨ	˨˩	tʃɨᶨ˨˩	21	1	ji	ji1	
稽	稽	tʃɨᶨ	˨˩	tʃɨᶨ˨˩	21	1	ji	ji1	
飢	饥	tʃɨᶨ	˨˩	tʃɨᶨ˨˩	21	1	ji	ji1	
箕	箕	tʃɨᶨ	˨˩	tʃɨᶨ˨˩	21	1	ji	ji1	畚～
譏	讥	tʃɨᶨ	˨˩	tʃɨᶨ˨˩	21	1	ji	ji1	
蜞	蜞	tʃɨᶨ	˨˩	tʃɨᶨ˨˩	21	1	ji	ji1	蟛～
機	机	tʃɨᶨ	˨˩	tʃɨᶨ˨˩	21	1	ji	ji1	
底	底	tʃɨᶨ	˧˨˨	tʃɨᶨ˧˨˨	322	3	ji	ji3	
抵	抵	tʃɨᶨ	˧˨˨	tʃɨᶨ˧˨˨	322	3	ji	ji3	
牴	抵	tʃɨᶨ	˧˨˨	tʃɨᶨ˧˨˨	322	3	ji	ji3	
幾	几	tʃɨᶨ	˧˨˨	tʃɨᶨ˧˨˨	322	3	ji	ji3	
己	己	tʃɨᶨ	˧˨˨	tʃɨᶨ˧˨˨	322	3	ji	ji3	
姐	姐	tʃɨᶨ	˧˨˨	tʃɨᶨ˧˨˨	322	3	ji	ji3	又音
擠	挤	tʃɨᶨ	˧˨˨	tʃɨᶨ˧˨˨	322	3	ji	ji3	
几	几	tʃɨᶨ	˧˨˨	tʃɨᶨ˧˨˨	322	3	ji	ji3	
帝	帝	tʃɨᶨ	˦˥	tʃɨᶨ˦˥	45	5	ji	ji5	
計	计	tʃɨᶨ	˦˥	tʃɨᶨ˦˥	45	5	ji	ji5	
濟	济	tʃɨᶨ	˦˥	tʃɨᶨ˦˥	45	5	ji	ji5	
記	记	tʃɨᶨ	˦˥	tʃɨᶨ˦˥	45	5	ji	ji5	
際	际	tʃɨᶨ	˦˥	tʃɨᶨ˦˥	45	5	ji	ji5	
繼	继	tʃɨᶨ	˦˥	tʃɨᶨ˦˥	45	5	ji	ji5	
紀	纪	tʃɨᶨ	˦˥	tʃɨᶨ˦˥	45	5	ji	ji5	
既	既	tʃɨᶨ	˦˥	tʃɨᶨ˦˥	45	5	ji	ji5	
季	季	tʃɨᶨ	˦˥	tʃɨᶨ˦˥	45	5	ji	ji5	
繫	系	tʃɨᶨ	˦˥	tʃɨᶨ˦˥	45	5	ji	ji5	
寄	寄	tʃɨᶨ	˦˥	tʃɨᶨ˦˥	45	5	ji	ji5	
祭	祭	tʃɨᶨ	˦˥	tʃɨᶨ˦˥	45	5	ji	ji5	
家	家	tɕiɑ	˨˩	tɕiɑ˨˩	21	1	jia	jia1	文讀
佳	佳	tɕiɑ	˨˩	tɕiɑ˨˩	21	1	jia	jia1	
枷	枷	tɕiɑ	˨˩	tɕiɑ˨˩	21	1	jia	jia1	文讀
苴	苴	tɕiɑ	˨˩	tɕiɑ˨˩	21	1	jia	jia1	地名，～鎮
加	加	tɕiɑ	˨˩	tɕiɑ˨˩	21	1	jia	jia1	文讀
痂	痂	tɕiɑ	˨˩	tɕiɑ˨˩	21	1	jia	jia1	文讀
袈	袈	tɕiɑ	˨˩	tɕiɑ˨˩	21	1	jia	jia1	文讀
稼	稼	tɕiɑ	˨˩	tɕiɑ˨˩	21	1	jia	jia1	文讀
嘉	嘉	tɕiɑ	˨˩	tɕiɑ˨˩	21	1	jia	jia1	
假	假	tɕiɑ	˧˨˨	tɕiɑ˧˨˨	322	3	jia	jia3	
姐	姐	tɕiɑ	˧˨˨	tɕiɑ˧˨˨	322	3	jia	jia3	
賈	贾	tɕiɑ	˧˨˨	tɕiɑ˧˨˨	322	3	jia	jia3	文讀
價	价	tɕiɑ	˦˥	tɕiɑ˦˥	45	5	jia	jia5	文讀
架	架	tɕiɑ	˦˥	tɕiɑ˦˥	45	5	jia	jia5	文讀
借	借	tɕiɑ	˦˥	tɕiɑ˦˥	45	5	jia	jia5	
駕	驾	tɕiɑ	˦˥	tɕiɑ˦˥	45	5	jia	jia5	文讀
嫁	嫁	tɕiɑ	˦˥	tɕiɑ˦˥	45	5	jia	jia5	文讀
階	阶	tɕiɛ	˨˩	tɕiɛ˨˩	21	1	jiae	jiae1	文讀
皆	皆	tɕiɛ	˨˩	tɕiɛ˨˩	21	1	jiae	jiae1	文讀
解	解	tɕiɛ	˧˨˨	tɕiɛ˧˨˨	322	3	jiae	jiae3	文讀
界	界	tɕiɛ	˦˥	tɕiɛ˦˥	45	5	jiae	jiae5	文讀
械	械	tɕiɛ	˦˥	tɕiɛ˦˥	45	5	jiae	jiae5	文讀
介	介	tɕiɛ	˦˥	tɕiɛ˦˥	45	5	jiae	jiae5	文讀
屆	届	tɕiɛ	˦˥	tɕiɛ˦˥	45	5	jiae	jiae5	文讀
甲	甲	tɕiɛʔ	˦˥	tɕiɛʔ˦˥	45	7	jiaeh	jiaeh7	文讀
監	监	tɕiɛ̃	˨˩	tɕiɛ̃˨˩	21	1	jiaen	jiaen1	文讀
艱	艰	tɕiɛ̃	˨˩	tɕiɛ̃˨˩	21	1	jiaen	jiaen1	文讀
奸	奸	tɕiɛ̃	˨˩	tɕiɛ̃˨˩	21	1	jiaen	jiaen1	文讀
間	间	tɕiɛ̃	˨˩	tɕiɛ̃˨˩	21	1	jiaen	jiaen1	文讀
姦	奸	tɕiɛ̃	˨˩	tɕiɛ̃˨˩	21	1	jiaen	jiaen1	文讀
減	减	tɕiɛ̃	˧˨˨	tɕiɛ̃˧˨˨	322	3	jiaen	jiaen3	文讀
簡	简	tɕiɛ̃	˧˨˨	tɕiɛ̃˧˨˨	322	3	jiaen	jiaen3	
柬	柬	tɕiɛ̃	˧˨˨	tɕiɛ̃˧˨˨	322	3	jiaen	jiaen3	文讀
鹼	碱	tɕiɛ̃	˧˨˨	tɕiɛ̃˧˨˨	322	3	jiaen	jiaen3	文讀
監	监	tɕiɛ̃	˦˥	tɕiɛ̃˦˥	45	5	jiaen	jiaen5	文讀
鑑	鉴	tɕiɛ̃	˦˥	tɕiɛ̃˦˥	45	5	jiaen	jiaen5	
間	间	tɕiɛ̃	˦˥	tɕiɛ̃˦˥	45	5	jiaen	jiaen5	文讀
覺	觉	tɕiaʔ	˦˥	tɕiaʔ˦˥	45	7	jiah	jiah7	文讀
腳	脚	tɕiaʔ	˦˥	tɕiaʔ˦˥	45	7	jiah	jiah7	
雀	雀	tɕiaʔ	˦˥	tɕiaʔ˦˥	45	7	jiah	jiah7	白讀
爵	爵	tɕiaʔ	˦˥	tɕiaʔ˦˥	45	7	jiah	jiah7	
將	将	tɕiã	˨˩	tɕiã˨˩	21	1	jian	jian1	
江	江	tɕiã	˨˩	tɕiã˨˩	21	1	jian	jian1	文讀
漿	浆	tɕiã	˨˩	tɕiã˨˩	21	1	jian	jian1	
疆	疆	tɕiã	˨˩	tɕiã˨˩	21	1	jian	jian1	
姜	姜	tɕiã	˨˩	tɕiã˨˩	21	1	jian	jian1	
僵	僵	tɕiã	˨˩	tɕiã˨˩	21	1	jian	jian1	
薑	姜	tɕiã	˨˩	tɕiã˨˩	21	1	jian	jian1	
講	讲	tɕiã	˧˨˨	tɕiã˧˨˨	322	3	jian	jian3	文讀
獎	奖	tɕiã	˧˨˨	tɕiã˧˨˨	322	3	jian	jian3	
蔣	蒋	tɕiã	˧˨˨	tɕiã˧˨˨	322	3	jian	jian3	
槳	桨	tɕiã	˧˨˨	tɕiã˧˨˨	322	3	jian	jian3	
將	将	tɕiã	˦˥	tɕiã˦˥	45	5	jian	jian5	
降	降	tɕiã	˦˥	tɕiã˦˥	45	5	jian	jian5	文讀
醬	酱	tɕiã	˦˥	tɕiã˦˥	45	5	jian	jian5	
犟	犟	tɕiã	˦˥	tɕiã˦˥	45	5	jian	jian5	
級	级	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	jieh	jieh7	
即	即	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	jieh	jieh7	
積	积	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	jieh	jieh7	
擊	击	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	jieh	jieh7	
激	激	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	jieh	jieh7	
急	急	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	jieh	jieh7	
跡	迹	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	jieh	jieh7	
績	绩	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	jieh	jieh7	
吉	吉	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	jieh	jieh7	
蹟	迹	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	jieh	jieh7	
脊	脊	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	jieh	jieh7	
鯽	鲫	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	jieh	jieh7	
圾	圾	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	jieh	jieh7	
勣	绩	tɕiəʔ	˦˥	tɕiəʔ˦˥	45	7	jieh	jieh7	
經	经	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	jien	jien1	
金	金	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	jien	jien1	
今	今	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	jien	jien1	文讀
精	精	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	jien	jien1	
京	京	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	jien	jien1	
斤	斤	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	jien	jien1	
晶	晶	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	jien	jien1	
驚	惊	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	jien	jien1	
禁	禁	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	jien	jien1	
睛	睛	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	jien	jien1	
津	津	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	jien	jien1	
筋	筋	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	jien	jien1	
莖	茎	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	jien	jien1	
巾	巾	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	jien	jien1	
襟	襟	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	jien	jien1	
鯨	鲸	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	jien	jien1	
惊	惊	tɕiŋ	˨˩	tɕiŋ˨˩	21	1	jien	jien1	
僅	仅	tɕiŋ	˧˨˨	tɕiŋ˧˨˨	322	3	jien	jien3	
緊	紧	tɕiŋ	˧˨˨	tɕiŋ˧˨˨	322	3	jien	jien3	
井	井	tɕiŋ	˧˨˨	tɕiŋ˧˨˨	322	3	jien	jien3	
景	景	tɕiŋ	˧˨˨	tɕiŋ˧˨˨	322	3	jien	jien3	
警	警	tɕiŋ	˧˨˨	tɕiŋ˧˨˨	322	3	jien	jien3	
錦	锦	tɕiŋ	˧˨˨	tɕiŋ˧˨˨	322	3	jien	jien3	
頸	颈	tɕiŋ	˧˨˨	tɕiŋ˧˨˨	322	3	jien	jien3	
謹	谨	tɕiŋ	˧˨˨	tɕiŋ˧˨˨	322	3	jien	jien3	
儘	尽	tɕiŋ	˧˨˨	tɕiŋ˧˨˨	322	3	jien	jien3	
進	进	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	jien	jien5	
徑	径	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	jien	jien5	
境	境	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	jien	jien5	
竟	竟	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	jien	jien5	
禁	禁	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	jien	jien5	
鏡	镜	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	jien	jien5	
敬	敬	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	jien	jien5	
勁	劲	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	jien	jien5	強大
浸	浸	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	jien	jien5	
晉	晋	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	jien	jien5	
逕	径	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	jien	jien5	
競	竞	tɕiŋ	˦˥	tɕiŋ˦˥	45	5	jien	jien5	文讀音
