聲	呼	等	韻	調	組	攝	單字	原註	新註	聲母	韻母	聲調	次 聲母	次 韻母	次 聲調	IPA 聲母	IPɐ 韻母	IPA 聲調
匣	開	二	庚	平	影	梗	衡			h	ang	4				h	ɐŋ	21
匣	開	一	登	平	影	曾	恆			h	ang	4				h	ɐŋ	21
匣	開	二	庚	去	影	梗	行	品行		h	ang	6				h	ɐŋ	32
匣	開	二	庚	上	影	梗	杏			h	ang	6				h	ɐŋ	32
匣	開	二	耕	上	影	梗	倖			h	ang	6				h	ɐŋ	32
匣	開	二	耕	上	影	梗	幸			h	ang	6				h	ɐŋ	32
溪	開	二	咸	入	見	咸	恰			h	ap	1				h	ɐp	5
匣	開	二	咸	入	影	咸	洽			h	ap	1				h	ɐp	5
							閤	閤眼		h	ap	1				h	ɐp	5
-	-	-	-	-	-	-	瞌			h	ap	1				h	ɐp	5
匣	開	一	談	入	影	咸	嗑			h	ap	3				h	ɐp	3
匣	開	四	添	入	影	咸	俠			h	ap	6				h	ɐp	2
溪	開	一	泰	去	見	蟹	磕			h	ap	6				h	ɐp	2
匣	開	一	談	入	影	咸	闔			h	ap	6				h	ɐp	2
匣	開	一	覃	入	影	咸	盒			h	ap	6				h	ɐp	2
匣	開	一	覃	入	影	咸	合	合格		h	ap	6				h	ɐp	2
溪	開	三	欣	入	見	臻	乞			h	at	1				h	ɐt	5
溪	開	一	泰	去	見	蟹	轄			h	at	6				h	ɐt	2
溪	開	二	皆	去	見	蟹	劾			h	at	6				h	ɐt	2
曉	開	二	刪	入	影	山	瞎			h	at	6				h	ɐt	2
匣	開	二	山	入	影	山	黠			h	at	6				h	ɐt	2
匣	開	二	耕	入	影	梗	核			h	at	6				h	ɐt	2
溪	開	一	侯	上	見	流	口			h	au	2				h	ɐu	35
曉	開	一	侯	上	影	流	吼			h	au	3				h	ɐu	33
匣	開	一	侯	平	影	流	喉			h	au	4				h	ɐu	21
匣	開	一	侯	平	影	流	猴			h	au	4				h	ɐu	21
匣	開	一	侯	平	影	流	侯			h	au	4				h	ɐu	21
匣	開	一	侯	上	影	流	厚			h	au	5				h	ɐu	23
匣	開	一	侯	上	影	流	後			h	au	6				h	ɐu	32
匣	開	一	侯	上	影	流	后			h	au	6				h	ɐu	32
匣	開	一	侯	去	影	流	逅			h	au	6				h	ɐu	32
匣	開	一	侯	去	影	流	候			h	au	6				h	ɐu	32
曉	開	三	支B	平	影	止	犧			h	ei	1				h	ei	55
曉	開	三	支B	平	影	止	羲			h	ei	1				h	ei	55
曉	開	三	支B	平	影	止	曦			h	ei	1				h	ei	55
							釐	恭賀新釐		h	ei	1				h	ei	55
溪	開	三	之	平	見	止	欺			h	ei	1				h	ei	55
曉	開	三	之	平	影	止	熙			h	ei	1				h	ei	55
曉	開	三	之	平	影	止	熹			h	ei	1				h	ei	55
曉	開	三	之	平	影	止	嘻			h	ei	1				h	ei	55
曉	開	三	之	平	影	止	嬉			h	ei	1				h	ei	55
曉	開	三	之	平	影	止	禧			h	ei	1				h	ei	55
曉	開	三	微	平	影	止	希			h	ei	1				h	ei	55
曉	開	三	微	平	影	止	稀			h	ei	1				h	ei	55
-	-	-	-	-	-	-	烯			h	ei	1				h	ei	55
-	-	-	-	-	-	-	嘿	嘿嘿		h	ei	1				h	ei	55
溪	開	三	之	上	見	止	起			h	ei	2				h	ei	35
曉	開	三	之	上	影	止	喜			h	ei	2				h	ei	35
溪	開	三	微	上	見	止	豈			h	ei	2				h	ei	35
曉	開	三	支B	平	影	止	戲			h	ei	3				h	ei	33
溪	開	三	脂A	去	見	止	棄			h	ei	3				h	ei	33
溪	開	三	脂B	去	見	止	器			h	ei	3				h	ei	33
溪	開	三	微	去	見	止	氣			h	ei	3				h	ei	33
溪	開	三	祭B	去	見	蟹	憩			h	ei	3				h	ei	33
-	-	-	-	-	-	-	汽			h	ei	3				h	ei	33
							吃	吃飯	習讀應爲韻母ik對應的白讀音	h	ek	3				h	ɛk	3
溪	開	三	清A	平	見	梗	輕		習讀應爲韻母ing對應的白讀音	h	eng	1				h	ɛŋ	55
溪	開	三	魚	平	見	遇	墟			h	eoi	1				h	øy	55
曉	開	三	魚	平	影	遇	虛			h	eoi	1				h	øy	55
曉	開	三	魚	平	影	遇	噓	噓寒問暖		h	eoi	1				h	øy	55
曉	合	三	虞	平	影	遇	吁			h	eoi	1				h	øy	55
曉	開	三	魚	上	影	遇	許			h	eoi	2				h	øy	35
云	合	三	虞	上	影	遇	栩			h	eoi	2				h	øy	35
							咻	噢咻		h	eoi	2				h	øy	35
曉	合	三	虞	上	影	遇	煦			h	eoi	2				h	øy	35
溪	開	三	魚	上	見	遇	去			h	eoi	3				h	øy	33
溪	開	四	添	平	見	咸	謙			h	im	1				h	im	55
曉	開	三	鹽B	上	影	咸	險			h	im	2				h	im	35
溪	開	三	嚴	去	見	咸	欠			h	im	3				h	im	33
群	開	三	鹽B	上	見	咸	芡			h	im	3				h	im	33
溪	開	四	添	上	見	咸	歉			h	im	3				h	im	33
曉	開	三	元	平	影	山	掀			h	in	1				h	in	55
曉	開	三	元	平	影	山	軒			h	in	1				h	in	55
溪	開	三	仙B	平	見	山	騫			h	in	1				h	in	55
溪	開	四	先	平	見	山	縴			h	in	1				h	in	55
溪	開	四	先	平	見	山	牽			h	in	1				h	in	55
溪	開	三	仙A	上	見	山	遣			h	in	2				h	in	35
溪	開	三	仙A	去	見	山	譴			h	in	2				h	in	35
曉	開	四	先	上	影	山	顯			h	in	2				h	in	35
群	開	三	鹽B	上	見	咸	芡			h	in	3				h	in	33
曉	開	三	元	去	影	山	憲			h	in	3				h	in	33
心	開	一	歌	平	精	果	獻			h	in	3				h	in	33
溪	開	三	庚	平	見	梗	卿			h	ing	1				h	ɪŋ	55
曉	合	三	庚	平	影	梗	兄			h	ing	1				h	ɪŋ	55
溪	開	三	清A	平	見	梗	輕			h	ing	1				h	ɪŋ	55
曉	開	四	青	平	影	梗	馨			h	ing	1				h	ɪŋ	55
曉	開	三	蒸	平	影	曾	興	興旺		h	ing	1				h	ɪŋ	55
-	-	-	-	-	-	-	氫			h	ing	1				h	ɪŋ	55
溪	開	三	庚	去	見	梗	慶			h	ing	3				h	ɪŋ	33
溪	開	四	青	去	見	梗	罄			h	ing	3				h	ɪŋ	33
曉	開	三	蒸	去	影	曾	興	助興		h	ing	3				h	ɪŋ	33
曉	開	三	嚴	去	影	咸	脅			h	ip	3				h	ip	3
溪	開	三	嚴	入	見	咸	怯			h	ip	3				h	ip	3
溪	開	四	添	入	見	咸	愜			h	ip	3				h	ip	3
匣	開	四	添	入	影	咸	挾			h	ip	3				h	ip	3
匣	開	四	添	入	影	咸	協			h	ip	3				h	ip	3
曉	開	三	元	入	影	山	歇			h	it	3				h	it	3
見	開	三	蕭	上	見	效	僥	僥倖		h	iu	1				h	iu	55
溪	開	三	宵A	平	見	效	蹺			h	iu	1				h	iu	55
曉	開	三	宵B	平	影	效	囂			h	iu	1				h	iu	55
見	開	四	蕭	平	見	效	驍			h	iu	1				h	iu	55
曉	開	四	蕭	上	影	效	曉			h	iu	2				h	iu	35
							哼	感歎詞		h	m	1				h	m	55
曉	開	一	歌	平	影	果	呵			h	o	1				h	ɔ	55
匣	開	一	歌	平	影	果	苛			h	o	1				h	ɔ	55
溪	開	一	歌	上	見	果	可	可以		h	o	2				h	ɔ	35
溪	開	一	歌	上	見	果	坷			h	o	2				h	ɔ	35
匣	開	一	歌	平	影	果	何			h	o	4				h	ɔ	21
匣	開	一	歌	平	影	果	蚵			h	o	4				h	ɔ	21
匣	開	一	歌	平	影	果	荷	荷花		h	o	4				h	ɔ	21
匣	開	一	歌	平	影	果	河			h	o	4				h	ɔ	21
匣	開	一	歌	上	影	果	荷	負荷		h	o	6				h	ɔ	32
匣	開	一	歌	去	影	果	賀			h	o	6				h	ɔ	32
曉	合	三	歌	平	影	果	靴			h	oe	1				h	œ	55
曉	開	三	陽	平	影	宕	鄉			h	oeng	1				h	œŋ	55
曉	開	三	陽	平	影	宕	香			h	oeng	1				h	œŋ	55
曉	開	三	陽	上	影	宕	嚮		嚮導	h	oeng	2				h	œŋ	35
曉	開	三	陽	上	影	宕	響			h	oeng	2				h	œŋ	35
曉	開	三	陽	上	影	宕	饗			h	oeng	2				h	œŋ	35
-	-	-	-	-	-	-	享			h	oeng	2				h	œŋ	35
-	-	-	-	-	-	-	晌			h	oeng	2				h	œŋ	35
書	開	三	陽	去	章	宕	向			h	oeng	3				h	œŋ	33
溪	開	一	咍	平	見	蟹	開			h	oi	1				h	ɔi	55
-	-	-	-	-	-	-	嗨			h	oi	1				h	ɔi	55
溪	開	一	咍	上	見	蟹	凱			h	oi	2				h	ɔi	35
曉	開	一	咍	上	影	蟹	海			h	oi	2				h	ɔi	35
匣	開	一	咍	平	影	蟹	咳	小兒笑		h	oi	4				h	ɔi	21
匣	開	一	泰	去	影	蟹	害			h	oi	6				h	ɔi	32
匣	開	二	皆	上	影	蟹	駭			h	oi	6				h	ɔi	32
匣	開	一	咍	上	影	蟹	亥			h	oi	6				h	ɔi	32
-	-	-	-	-	-	-	殼			h	ok	3				h	ɔk	3
匣	開	二	江	入	影	江	學			h	ok	6				h	ɔk	2
匣	開	一	唐	入	影	宕	鶴			h	ok	6				h	ɔk	2
溪	開	一	寒	平	見	山	刊			h	on	1				h	ɔn	55
溪	開	一	寒	平	見	山	看	看守		h	on	1				h	ɔn	55
溪	開	一	寒	上	見	山	侃			h	on	2				h	ɔn	35
溪	開	一	寒	去	見	山	看	看待		h	on	3				h	ɔn	33
曉	開	一	寒	去	影	山	漢			h	on	3				h	ɔn	33
曉	開	一	寒	平	影	山	鼾			h	on	4				h	ɔn	21
匣	開	一	寒	平	影	山	汗	可汗		h	on	4				h	ɔn	21
匣	開	一	寒	平	影	山	寒			h	on	4				h	ɔn	21
匣	開	一	寒	平	影	山	韓			h	on	4				h	ɔn	21
匣	開	一	寒	上	影	山	旱			h	on	5				h	ɔn	23
匣	開	一	寒	去	影	山	悍			h	on	5				h	ɔn	23
-	-	-	-	-	-	-	罕			h	on	5				h	ɔn	23
匣	開	一	寒	去	影	山	汗	流汗		h	on	6				h	ɔn	32
匣	開	一	寒	平	影	山	翰			h	on	6				h	ɔn	32
匣	開	一	寒	去	影	山	瀚			h	on	6				h	ɔn	32
-	-	-	-	-	-	-	銲			h	on	6				h	ɔn	32
溪	開	二	江	平	見	江	腔			h	ong	1				h	ɔŋ	55
溪	開	一	唐	平	見	宕	康			h	ong	1				h	ɔŋ	55
							吭	吭聲		h	ong	1				h	ɔŋ	55
溪	合	三	陽	平	見	宕	匡			h	ong	1				h	ɔŋ	55
匣	開	二	江	平	影	江	降	投降		h	ong	4				h	ɔŋ	21
匣	開	一	唐	平	影	宕	杭			h	ong	4				h	ɔŋ	21
匣	開	一	唐	平	影	宕	航			h	ong	4				h	ɔŋ	21
匣	開	一	唐	平	影	宕	行	銀行		h	ong	4				h	ɔŋ	21
匣	開	一	唐	平	影	宕	吭	引吭高歌		h	ong	4				h	ɔŋ	21
匣	開	二	江	上	影	江	項			h	ong	6				h	ɔŋ	32
匣	開	二	江	去	影	江	巷			h	ong	6				h	ɔŋ	32
匣	開	一	唐	去	影	宕	行	行行		h	ong	6				h	ɔŋ	32
影	開	二	夬	去	影	蟹	喝			h	ot	3				h	ɔt	3
溪	開	一	寒	入	見	山	渴			h	ot	3				h	ɔt	3
匣	開	一	寒	入	影	山	褐			h	ot	3				h	ɔt	3
曉	開	一	豪	平	影	效	蒿			h	ou	1				h	ou	55
曉	開	一	豪	上	影	效	好	友好		h	ou	2				h	ou	35
曉	開	一	豪	去	影	效	好	好客		h	ou	3				h	ou	33
-	-	-	-	-	-	-	耗			h	ou	3				h	ou	33
匣	開	一	豪	平	影	效	號	哀號		h	ou	4				h	ou	21
匣	開	一	豪	平	影	效	豪			h	ou	4				h	ou	21
匣	開	一	豪	平	影	效	毫			h	ou	4				h	ou	21
-	-	-	-	-	-	-	嚎			h	ou	4				h	ou	21
-	-	-	-	-	-	-	蠔			h	ou	4				h	ou	21
匣	開	一	豪	去	影	效	號	號碼		h	ou	6				h	ou	32
匣	開	一	豪	上	影	效	浩			h	ou	6				h	ou	32
-	-	-	-	-	-	-	皓			h	ou	6				h	ou	32
溪	開	一	東	入	見	通	哭			h	uk	1				h	ʊk	5
溪	合	一	冬	入	見	通	酷			h	uk	6				h	ʊk	2
溪	開	一	東	平	見	通	空			h	ung	1				h	ʊŋ	55
曉	開	三	鍾	平	影	通	凶			h	ung	1				h	ʊŋ	55
曉	開	三	鍾	平	影	通	洶			h	ung	1				h	ʊŋ	55
曉	開	三	鍾	平	影	通	兇			h	ung	1				h	ʊŋ	55
曉	開	三	鍾	平	影	通	匈			h	ung	1				h	ʊŋ	55
-	-	-	-	-	-	-	胸			h	ung	1				h	ʊŋ	55
溪	開	一	東	上	見	通	孔			h	ung	2				h	ʊŋ	35
溪	開	三	鍾	上	見	通	恐			h	ung	2				h	ʊŋ	35
溪	開	二	江	平	見	江	控			h	ung	3				h	ʊŋ	33
匣	開	一	東	平	影	通	訌			h	ung	3				h	ʊŋ	33
匣	開	一	東	去	影	通	哄	哄騙		h	ung	3				h	ʊŋ	33
							哄	亂哄哄		h	ung	3				h	ʊŋ	33
匣	開	一	東	平	影	通	洪			h	ung	4				h	ʊŋ	21
匣	開	一	東	平	影	通	虹			h	ung	4				h	ʊŋ	21
匣	開	一	東	平	影	通	烘			h	ung	4				h	ʊŋ	21
匣	開	一	東	平	影	通	紅	紅色		h	ung	4				h	ʊŋ	21
匣	開	一	東	平	影	通	鴻			h	ung	4				h	ʊŋ	21
云	開	三	東	平	影	通	雄			h	ung	4				h	ʊŋ	21
云	開	三	東	平	影	通	熊			h	ung	4				h	ʊŋ	21
云	合	三	虞	平	影	遇	迂			h	yu	1				h	y	55
曉	開	三	元	平	影	山	軒			h	yun	1				h	yn	55
曉	合	三	元	平	影	山	喧			h	yun	1				h	yn	55
曉	合	三	元	平	影	山	暄			h	yun	1				h	yn	55
							圈	圓圈		h	yun	1				h	yn	55
曉	合	三	仙A	平	影	山	嬛	便嬛		h	yun	1				h	yn	55
溪	合	四	先	上	見	山	犬			h	yun	2				h	yn	35
溪	合	三	元	去	見	山	勸			h	yun	3				h	yn	33
曉	合	四	先	去	影	山	絢			h	yun	3				h	yn	33
曉	合	四	先	入	影	山	血			h	yut	3				h	yt	3
-	-	-	-	-	-	-	吔			j	aa	1				j	a	55
以	開	三	麻	上	以	假	也			j	aa	5				j	a	23
日	開	三	侵A	入	日	深	廿			j	aa	6				j	a	32
以	開	三	祭A	去	以	蟹	洩	洩洩		j	ai	6				j	ɐi	32
以	開	三	祭A	去	以	蟹	曳			j	ai	6				j	ɐi	32
							吔		吔屎喇，梁非凡	j	ak	3				j	ɐk	3
溪	開	三	侵B	平	見	深	欽			j	am	1				j	ɐm	55
影	開	三	侵B	平	影	深	陰			j	am	1				j	ɐm	55
影	開	三	侵B	平	影	深	瘖			j	am	1				j	ɐm	55
影	開	三	侵B	平	影	深	音			j	am	1				j	ɐm	55
影	開	三	侵B	上	影	深	飲	飲水		j	am	2				j	ɐm	35
影	開	三	侵B	去	影	深	飲	飲馬		j	am	3				j	ɐm	33
影	開	三	侵B	去	影	深	蔭			j	am	3				j	ɐm	33
日	開	三	侵A	平	日	深	任	任姓		j	am	4				j	ɐm	21
日	開	三	侵A	平	日	深	壬			j	am	4				j	ɐm	21
以	開	三	侵A	平	以	深	淫			j	am	4				j	ɐm	21
以	開	三	侵A	平	以	深	霪			j	am	4				j	ɐm	21
疑	開	三	侵B	平	見	深	吟			j	am	4				j	ɐm	21
日	開	三	侵A	去	日	深	任	信任		j	am	6				j	ɐm	32
日	開	三	侵A	上	日	深	飪			j	am	6				j	ɐm	32
章	開	三	真A	平	章	臻	甄			j	an	1				j	ɐn	55
影	開	三	真A	平	影	臻	因			j	an	1				j	ɐn	55
影	開	三	真A	平	影	臻	茵			j	an	1				j	ɐn	55
影	開	三	真A	平	影	臻	姻			j	an	1				j	ɐn	55
影	開	一	痕	平	影	臻	恩			j	an	1				j	ɐn	55
曉	開	三	欣	平	影	臻	欣			j	an	1				j	ɐn	55
影	開	三	欣	平	影	臻	殷	殷切		j	an	1				j	ɐn	55
日	開	三	真A	上	日	臻	忍			j	an	2				j	ɐn	35
影	開	三	欣	上	影	臻	隱			j	an	2				j	ɐn	35
影	開	三	真A	去	影	臻	印			j	an	3				j	ɐn	33
以	開	三	脂A	平	以	止	寅			j	an	4				j	ɐn	21
日	開	三	真A	平	日	臻	人			j	an	4				j	ɐn	21
日	開	三	真A	平	日	臻	仁			j	an	4				j	ɐn	21
以	開	三	真A	上	以	臻	蚓			j	an	5				j	ɐn	23
以	開	三	真A	上	以	臻	引			j	an	5				j	ɐn	23
-	-	-	-	-	-	-	癮			j	an	5				j	ɐn	23
日	開	三	真A	去	日	臻	仞			j	an	6				j	ɐn	32
日	開	三	真A	去	日	臻	刃			j	an	6				j	ɐn	32
日	開	三	真A	去	日	臻	韌			j	an	6				j	ɐn	32
娘	開	三	真B	平	知	臻	紉			j	an	6				j	ɐn	32
以	開	三	蒸	去	以	曾	孕			j	an	6				j	ɐn	32
影	開	三	侵A	入	影	深	揖			j	ap	1				j	ɐp	5
溪	開	三	侵B	入	見	深	泣			j	ap	1				j	ɐp	5
影	開	三	侵B	入	影	深	邑			j	ap	1				j	ɐp	5
日	開	三	侵A	入	日	深	入			j	ap	6				j	ɐp	2
影	開	三	真A	入	影	臻	壹			j	at	1				j	ɐt	5
影	開	三	真A	入	影	臻	一			j	at	1				j	ɐt	5
日	開	三	真A	入	日	臻	日			j	at	6				j	ɐt	2
以	開	三	真A	入	以	臻	逸			j	at	6				j	ɐt	2
以	開	三	真A	入	以	臻	佚			j	at	6				j	ɐt	2
溪	開	三	尤	平	見	流	蚯			j	au	1				j	ɐu	55
溪	開	三	尤	平	見	流	丘			j	au	1				j	ɐu	55
溪	開	三	尤	平	見	流	邱			j	au	1				j	ɐu	55
曉	開	三	尤	平	影	流	休			j	au	1				j	ɐu	55
曉	開	三	尤	平	影	流	咻	一傅眾咻		j	au	1				j	ɐu	55
影	開	三	尤	平	影	流	優			j	au	1				j	ɐu	55
影	開	三	尤	平	影	流	憂			j	au	1				j	ɐu	55
影	開	三	幽	平	影	流	幽			j	au	1				j	ɐu	55
影	開	三	脂A	平	影	止	黝			j	au	2				j	ɐu	35
以	開	三	尤	上	以	流	酉			j	au	2				j	ɐu	35
以	開	三	尤	去	以	流	柚			j	au	2				j	ɐu	35
-	-	-	-	-	-	-	釉			j	au	2				j	ɐu	35
以	開	三	尤	上	以	流	誘			j	au	3				j	ɐu	33
影	開	三	幽	去	影	流	幼			j	au	3				j	ɐu	33
日	開	三	尤	平	日	流	柔			j	au	4				j	ɐu	21
日	開	三	尤	平	日	流	揉			j	au	4				j	ɐu	21
云	開	三	尤	平	影	流	疣			j	au	4				j	ɐu	21
云	開	三	尤	平	影	流	尤			j	au	4				j	ɐu	21
云	開	三	尤	平	影	流	郵			j	au	4				j	ɐu	21
以	開	三	尤	平	以	流	遊			j	au	4				j	ɐu	21
以	開	三	尤	平	以	流	悠			j	au	4				j	ɐu	21
以	開	三	尤	平	以	流	攸			j	au	4				j	ɐu	21
以	開	三	尤	平	以	流	游			j	au	4				j	ɐu	21
以	開	三	尤	平	以	流	猶			j	au	4				j	ɐu	21
以	開	三	尤	平	以	流	油			j	au	4				j	ɐu	21
以	開	三	尤	平	以	流	由			j	au	4				j	ɐu	21
-	-	-	-	-	-	-	魷			j	au	4				j	ɐu	21
-	-	-	-	-	-	-	鈾			j	au	4				j	ɐu	21
云	開	三	尤	上	影	流	有			j	au	5				j	ɐu	23
云	開	三	尤	上	影	流	友			j	au	5				j	ɐu	23
							有			j	au	6				j	ɐu	32
云	開	三	尤	上	影	流	右			j	au	6				j	ɐu	32
云	開	三	尤	去	影	流	祐			j	au	6				j	ɐu	32
云	開	三	尤	去	影	流	佑			j	au	6				j	ɐu	32
云	開	三	尤	去	影	流	又			j	au	6				j	ɐu	32
以	開	三	麻	平	以	假	椰			j	e	4				j	ɛ	21
以	開	三	麻	平	以	假	邪			j	e	4				j	ɛ	21
以	開	三	麻	平	以	假	耶			j	e	4				j	ɛ	21
-	-	-	-	-	-	-	爺			j	e	4				j	ɛ	21
常	開	三	魚	上	章	遇	野			j	e	5				j	ɛ	23
日	開	三	麻	上	日	假	若	般若		j	e	5				j	ɛ	23
日	開	三	麻	上	日	假	惹			j	e	5				j	ɛ	23
以	開	三	麻	上	以	假	冶			j	e	5				j	ɛ	23
日	開	三	侵A	入	日	深	廿		又音，此音承自江門話	j	e	6				j	ɛ	32
以	開	三	麻	去	以	假	夜			j	e	6				j	ɛ	32
以	開	三	麻	去	以	假	射	僕射		j	e	6				j	ɛ	32
影	開	三	支B	平	影	止	犄			j	ei	2				j	ei	35
影	開	三	庚	上	影	梗	影		習讀應爲韻母ing對應的白讀音	j	eng	2				j	ɛŋ	35
以	開	三	清A	平	以	梗	贏		習讀應爲韻母ing對應的白讀音	j	eng	4				j	ɛŋ	21
日	合	三	支A	上	日	止	蕊			j	eoi	5				j	øy	23
以	合	三	祭A	去	以	蟹	銳			j	eoi	6				j	øy	32
以	開	三	祭A	去	以	蟹	裔			j	eoi	6				j	øy	32
日	合	三	真A	去	日	臻	閏			j	eon	6				j	ɵn	32
日	合	三	真A	去	日	臻	潤			j	eon	6				j	ɵn	32
影	開	三	脂A	平	影	止	伊			j	i	1				j	i	55
影	開	三	之	平	影	止	醫			j	i	1				j	i	55
影	開	三	微	平	影	止	依			j	i	1				j	i	55
影	開	三	微	平	影	止	衣	衣服		j	i	1				j	i	55
影	開	三	支B	平	影	止	椅			j	i	2				j	i	35
影	開	三	支B	平	影	止	漪			j	i	2				j	i	35
溪	開	三	支B	上	見	止	綺			j	i	2				j	i	35
影	開	三	支B	上	影	止	倚			j	i	2				j	i	35
曉	開	三	脂A	平	影	止	咦			j	i	2				j	i	35
日	開	三	脂A	去	日	止	二			j	i	3				j	i	33
影	開	三	脂B	去	影	止	懿			j	i	3				j	i	33
影	開	三	之	去	影	止	意			j	i	3				j	i	33
影	開	三	微	去	影	止	衣	衣錦還鄉		j	i	3				j	i	33
日	開	三	支A	平	日	止	兒			j	i	4				j	i	21
以	開	三	支A	平	以	止	蛇	委蛇		j	i	4				j	i	21
以	開	三	支A	平	以	止	移			j	i	4				j	i	21
疑	開	三	支B	平	見	止	儀			j	i	4				j	i	21
疑	開	三	支B	平	見	止	宜			j	i	4				j	i	21
疑	開	三	支B	去	見	止	誼			j	i	4				j	i	21
以	開	三	脂A	平	以	止	胰			j	i	4				j	i	21
以	開	三	脂A	平	以	止	夷			j	i	4				j	i	21
以	開	三	脂A	平	以	止	姨			j	i	4				j	i	21
日	開	三	之	平	日	止	而			j	i	4				j	i	21
疑	開	三	之	平	見	止	疑			j	i	4				j	i	21
以	開	三	之	平	以	止	怡			j	i	4				j	i	21
以	開	三	之	平	以	止	台	古代第一人稱		j	i	4				j	i	21
以	開	三	之	平	以	止	貽			j	i	4				j	i	21
以	開	三	之	平	以	止	飴			j	i	4				j	i	21
以	開	三	之	平	以	止	頤			j	i	4				j	i	21
							迤	逶迤		j	i	4				j	i	21
日	開	三	支A	上	日	止	爾			j	i	5				j	i	23
日	開	三	支A	上	日	止	邇			j	i	5				j	i	23
疑	開	三	支B	去	見	止	議			j	i	5				j	i	23
日	開	三	之	上	日	止	耳			j	i	5				j	i	23
疑	開	三	之	上	見	止	擬			j	i	5				j	i	23
云	開	三	之	上	影	止	矣			j	i	5				j	i	23
以	開	三	之	上	以	止	已			j	i	5				j	i	23
以	開	三	之	上	以	止	以			j	i	5				j	i	23
-	-	-	-	-	-	-	迤	斜行延伸		j	i	5				j	i	23
以	開	三	支A	去	以	止	易	容易		j	i	6				j	i	32
疑	開	三	支B	去	見	止	義			j	i	6				j	i	32
日	開	三	脂A	去	日	止	貳			j	i	6				j	i	32
以	開	三	之	去	以	止	異			j	i	6				j	i	32
以	開	三	真A	入	以	臻	溢			j	ik	1				j	ɪk	5
影	開	三	清A	入	影	梗	益			j	ik	1				j	ɪk	5
影	開	三	蒸	入	影	曾	億			j	ik	1				j	ɪk	5
影	開	三	蒸	入	影	曾	憶			j	ik	1				j	ɪk	5
影	開	三	蒸	入	影	曾	抑			j	ik	1				j	ɪk	5
以	開	三	清A	入	以	梗	易	交易		j	ik	6				j	ɪk	2
以	開	三	清A	入	以	梗	射	無射		j	ik	6				j	ɪk	2
疑	開	三	庚	入	見	梗	逆			j	ik	6				j	ɪk	2
以	開	三	清A	入	以	梗	亦			j	ik	6				j	ɪk	2
以	合	三	清A	入	以	梗	疫			j	ik	6				j	ɪk	2
以	開	三	清A	入	以	梗	液			j	ik	6				j	ɪk	2
以	開	三	清A	入	以	梗	奕			j	ik	6				j	ɪk	2
以	開	三	清A	入	以	梗	驛			j	ik	6				j	ɪk	2
以	開	三	清A	入	以	梗	腋			j	ik	6				j	ɪk	2
以	開	三	清A	入	以	梗	繹			j	ik	6				j	ɪk	2
以	開	三	清A	入	以	梗	睪	伺視		j	ik	6				j	ɪk	2
以	開	三	清A	入	以	梗	譯			j	ik	6				j	ɪk	2
以	開	三	清A	入	以	梗	蜴			j	ik	6				j	ɪk	2
以	合	三	清A	入	以	梗	役			j	ik	6				j	ɪk	2
以	開	三	蒸	入	以	曾	翌			j	ik	6				j	ɪk	2
以	開	三	蒸	入	以	曾	翼			j	ik	6				j	ɪk	2
影	開	三	鹽B	平	影	咸	淹			j	im	1				j	im	55
							奄	奄奄一息		j	im	1				j	im	55
影	開	三	鹽B	上	影	咸	掩			j	im	2				j	im	35
影	開	三	鹽B	上	影	咸	奄	奄有		j	im	2				j	im	35
見	開	一	覃	平	見	咸	弇			j	im	2				j	im	35
影	開	三	鹽A	入	影	咸	靨		螺的靨	j	im	2				j	im	35
影	開	三	鹽A	上	影	咸	厭			j	im	3				j	im	33
影	開	三	鹽B	去	影	咸	俺			j	im	3				j	im	33
云	開	三	鹽B	平	影	咸	炎			j	im	4				j	im	21
疑	開	三	嚴	平	見	咸	嚴			j	im	4				j	im	21
以	開	三	鹽A	平	以	咸	鹽			j	im	4				j	im	21
以	開	三	鹽A	平	以	咸	閻			j	im	4				j	im	21
以	開	三	鹽A	去	以	咸	焰			j	im	4				j	im	21
以	開	三	鹽A	去	以	咸	豔			j	im	4				j	im	21
匣	開	四	添	平	影	咸	嫌			j	im	4				j	im	21
疑	開	三	嚴	上	見	咸	儼			j	im	5				j	im	23
日	開	三	鹽A	平	日	咸	冉			j	im	5				j	im	23
日	開	三	鹽A	上	日	咸	染			j	im	5				j	im	23
疑	開	三	鹽B	上	見	咸	广			j	im	5				j	im	23
以	開	三	鹽A	上	以	咸	燄			j	im	6				j	im	32
疑	開	三	鹽B	去	見	咸	驗			j	im	6				j	im	32
影	開	三	魚	去	影	遇	菸			j	in	1				j	in	55
影	開	二	山	平	影	山	殷	殷紅		j	in	1				j	in	55
影	開	三	仙B	平	影	山	焉	焉知非福		j	in	1				j	in	55
曉	開	三	仙B	平	影	山	嫣			j	in	1				j	in	55
影	開	四	先	平	影	山	燕	燕國		j	in	1				j	in	55
影	開	四	先	平	影	山	咽	咽喉		j	in	1				j	in	55
影	開	四	先	平	影	山	煙			j	in	1				j	in	55
影	開	三	元	上	影	山	堰			j	in	2				j	in	35
影	開	三	元	上	影	山	鼴			j	in	2				j	in	35
以	開	三	仙A	上	以	山	衍			j	in	2				j	in	35
以	開	三	仙A	上	以	山	演			j	in	2				j	in	35
影	開	四	先	去	影	山	燕	燕子		j	in	3				j	in	33
影	開	四	先	去	影	山	咽	狼吞虎咽		j	in	3				j	in	33
